Name,Address,Location,Category,Additional Info,Profession,Role,page
Lazzarini Ferdinando,"Ca Vio, Civallino 81",,ORGANIZATION,mediatore,Character: A il Vostro giornale,", ,",410
Lazzarini Giuse.,Riva degli Schiavoni 4119,,ORGANIZATION,gelateria,Character: A il Vostro giornale,", ,",410
Lazzarini dr. Livio,"S. Trovaso, 12 lazzo Giustiniani",,ORGANIZATION,professore,Istituto U.r..straria Architettura,", ,",410
"Lazzarini W. di G. A. v. A. Filli Lazzarini, Premiato Mobilificio","San Giacomo dell'Orio, 1300",,Deposito mobili,DU5E,Character: A il Vostro giornale,", ,",410
Lazzaris Amedeo,S. Croce numero 659,,ORGANIZATION,alimentari (dett.),Character: A il Vostro giornale,", ,",410
Lazzaris Bernardo,S. Croce 136.-A,,ORGANIZATION,panificio,Character: A il Vostro giornale,", ,",410
Lazzaris Emilio,S. marco 3108,D. Duro,ORGANIZATION,bar, pasticceria,", ,",410
Lazzaro Bertolette,"Sottoprotiiri, Rialto",,ORGANIZATION,tabaccheria,Character: A il Vostro giornale,", ,",410
Lazzarin Giuseppe,S. Luca 4682,,ORGANIZATION,avvocato,Character: A il Vostro giornale,", ,",410
Lazzaroni Giuseppe,S. Luca 4692,,ORGANIZATION,avvocato,Character: A il Vostro giornale,", ,",410
Leandro Erminio G.,S. Polo 1046,,ORGANIZATION,calzature,Character: A il Vostro giornale,", ,",410
Leandro Ettore,S. Polo 2171,,ORGANIZATION,avvocato,Character: A il Vostro giornale,", ,",410
Leardini Ignazio,"Fond. S. Lorenzo, 5107",,"Guanti, Pizzi, Ricami a mano, Esportazione",DU5E,Character: A il Vostro giornale,", ,",410
Lebetti Baudou descullo dr. Camillo,S. Giov. Grisostomo 752,,ORGANIZATION,medicina generale,Character: A il Vostro giornale,", ,",410
Lebrero Bruno,S. Marco 4316,,ORGANIZATION,medicina generale,Character: A il Vostro giornale,", ,",410
Lebretto Bruno,San Marco numero 3385,,ORGANIZATION,combustibili liquidi ed affini,Character: A il Vostro giornale,", ,",410
Lebretto Luisa,SS. Apostoli 4389,,ORGANIZATION,pittrice,Character: A il Vostro giornale,", ,",410
Lebretto Olivardo,"Madonna dell'Orto, 3499",,F.I.T.T.V.,DU5E,Rapprex Prov.,", ,",410
Legrenzi dr.ssa Emma,San Giiobhe numero 468,,ORGANIZATION,medicina generale,Character: A il Vostro giornale,", ,",410
Legrenzi Giovanni,S. Giuliano numero 605,,ORGANIZATION,farmaciista,Character: A il Vostro giornale,", ,",410
