Name,Address,Location,Category,Additional Info,page,location_cleaned
Cantiere Serenella," ""S. Marco 4283""",Castello,Cantiere Navale,",",169,False
Cantiere S.A.I.N.O.M," ""Cannaregio 3027""",Castello,Cantiere Navale,",",169,False
Cararo Pietro," ""Dorsoduro 2242""",Castello,Cantiere Navale,",",169,False
Casal Angelo," ""Dorsoduro 1545""",Castello,Cantiere Navale,",",169,False
Cucco Antonio,"""Dorsoduro 1545""",Giudecca,Cantiere Navale,",",169,False
De Poli Ricciotti," ""Pellestrina 1214""",,Cantiere Navale,",",169,True
De Rossi Mario,"""Quintavalle di Castello, 25""",Castello,Cantiere Navale,"Cantiere Navale e officine meccaniche, ",169,False
Fredi di Roggio Antonio,Via G. Pepe 150,Castello,Cantiere Navale,"""Mestre",169,False
Gasparini Giuseppe," ""S. Marco 688""",Castello,Cantiere Navale,",",169,False
Imar e Imprese Marittime °," ""S. Polo 1429""",Castello,Cantiere Navale,",",169,False
Lucchese Achille," ""Giudecca""",Castello,Cantiere Navale,",",169,False
Magna nini C. C.,"""Giudecca, Calle Michelangelo 945""",Castello,Cantiere Navale,",",169,False
Memo Giuseppe Giovanni,"""Giudecca, Calle Michelangelo 945""", S. Mauro," 119-A""",", | ""Burano",169,False
Miere Giovanni e Moretti Umberto," ""Giudecca"," Corte Ferrando""",Cantiere Navale,",",169,False
Motovelac,"""Giudecca",Pellestrina," ""Sestiere Busetti I""",",",169,False
Navalcost. S. r. 1.,"""Giudecca, Viale 4. Novembre 11""",Castello,Cantiere Navale,"""S. Elena",169,False
Nordio Armando," ""Castello 3901""",Castello,Cantiere Navale,",",169,False
Papetto Cav. Fioravante,"""Castello, San Pietro 73""",Castello,Cantiere Navale,",",169,False
S. A. Cantieri Industrie Navali °S.A.C. U.S.N.,"""Castello, San Pietro 73""",Castello,Cantiere Navale,"""Sant'Elena""",169,False
S.A.N.A. soc. Armamenti Navali e affini,"""Dorsoduro, S. Vio 864""",Castello,Cantiere Navale,",",169,False
San Marco e ° di Del Zennaro Leone," ""San Gerolamo. 2973""",Castello,Cantiere Navale,",",169,False
Scarovo Giacinto (ditta)," ""Riva Schiavoni numero 4132""",Castello,Cantiere Navale,",",169,False
Schiavon Benedetto,"""Riva Schiavoni numero 4132""",S. Pietro in Volta,Cantiere Navale,",",169,False
S.C.E.L.S.I.A.," ""Castello 33""",Castello,Cantiere Navale,"Telef. 26-727, ",169,False
"VENEZIA, Castello 33","""Castello 33""",Castello,"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",S.C.E.L.S.I.A,169,False
* S. A. Ing. Nor vi e Bartoli cantiere Menetto,"""Castello 33""",Pellestrina,Cantiere Navale,S.C.E.L.S.I.A,169,False
PERITO INDUSTRIALE MARIO DE ROSSI," ""VENEZIA - Quintavalle di Castello n. 25""",Castello,Cantiere Navale e Officine Meccaniche,"Costruzioni e Riparazioni di natanti in ferro ed in legno - Motrici a vapore - Motori a scoppio e Diesel - Caldaie - Macchine utensili - Installazioni elettriche di bordo; VENEZIA - Telefoni 20-238 26-693 centralino, ",169,False
