Name,Address,Location,Category,Additional Info,page,location_cleaned
S.A. Commerci Automobilistici,"VENEZIA - Via XXII Marzo, 2288",Marghera,Agenzie di trasporto,Porto Marghera,153,False
Società Autotrasporti Saturnia,"Via Rosa, 20",Marghera,Agenzie di trasporto,",",153,False
Società Trasporti Olii Minerali S.I.T.O.M.,"Via F.lli Bandiera, 48",Marghera,Agenzie di trasporto,",",153,False
Soc. An. Calzavara & Visentini,"Via, F.lli Bandiera, 44",Marghera,Agenzie di trasporto,",",153,False
Tacchinardi & Roncagliolo,"Via Malfatti, 4",Marghera,Agenzie di trasporto,",",153,False
Trento Antonio & Riello Giuseppe,"Marghera Via Paolucci, 54",Marghera,Agenzie di trasporto,",",153,False
S.A.I.R.A.,Galleria Matteotti 14,Mestre,Agenzie di trasporto,S p A Imprese Riunite Autotrasporti,153,False
Soc. in nome collettivo Filippo Campesan & Filli,"Via Rosa, 20",Mestre,Agenzie di trasporto,",",153,False
Uccelli Giov. Batt.,"Via Rosa, 20", Via Marghera,Agenzie di trasporto,Mestre,153,False
Zacchello Giuseppe,"Via Rosa, 20",Mestre,Agenzia Trasporti,"Casa di Spedizioni, Trasporti Terrestri e Fluviali di qualsiasi spece, Magazzini per Deposito Merci, Trasporti Masserizie con carri speciali ed autotgruoni, Presa e Consegna merci domicilio per qualsiasi destinazione",153,False
Sartor Giuseppe,"Via Rialto, 27",,Agenzie di trasporto,",",153,True
Scantamburlo Umberto,4 Cantù,Mestre,Agenzie di trasporto,",",153,False
Scantamburlo Aurelio,via Castellana 7,Mestre,Agenzie di trasporto,",",153,False
Semenzato Guido,"Via Gazzera, 164",Mestre,Agenzie di trasporto,",",153,False
Soc. Commi. Au. Auto Trasporti S.C.A.A.T.,Piazzale Stazione,Mestre,Agenzie di trasporto,",",153,False
S.A.R.L.A.,Piazzale Stazione,"Marghera, Via Fratelli Bandiera",Autotreni,S.A. Rifornimenti lavaggio autotreni,153,False
Dalla Venezia Giuseppe,Piazzale Stazione, fdt. Manin, 40,Murano,153,False
Società Veneziana Conterie e Cristallerie,Piazzale Stazione,Mestre,Avventurina,Murano,153,False
Dalla Venezia Guido,Piazzale Stazione, fdt. Vetrai, 137,Murano,153,False
V.I.S.A.M.,Piazzale Stazione,Vetrerie Industriali soffiati Avventurina Muranese,Avventurina,Murano,153,False
SOCIETÀ ANONIMA COMMERCÌ AUTOMOBILISTICI,Via Fratelli Bandiera 9,Mestre,Avventurina,Commercio Carburanti - Lubrificanti - .Nafte - Combustibili solidi - Trasporti liquidi infiammabili da e per qualsiasi destinazione - INGAGGI AUTOTRENI Rifornimenti - Lavaggi - Posteggi diurni e notturni OGN1 ASSISTENZA PER L' AUTOTRASPORTATORE,153,False
duse.,Via XXII Barzo 13388,Venezia,Avventurina,OFFIGINA RIPARAZIONI MAŒHINE per 9ORIVERE,153,False
