Name,Address,Location,Category,Additional Info,page
Pasinetti Luigi (ditta),S. Polo 3085,Mestre,Terrazzi,"Lido,",299
Pavoni Vitt.,Castello 5251,Mestre,Terrazzi,"Lido,",299
Penzo Alberto,Castello 2400,Mestre,Terrazzi,"Lido,",299
Perego Antonio,San Marco 4943-4150,Mestre,Terrazzi,"Lido,",299
Ponte Pietro,Lido Via Negroponte 11,Mestre,Terrazzi,"Lido,",299
Rossi Adolfo,Dorsoduro 783,Mestre,Terrazzi,"Lido,",299
Sa-di Francesco,S. Marco 3192,Mestre,Terrazzi,"Lido,",299
Semenzaio Silvio,Via Girolamo 126,Mestre,Terrazzi,"Lido,",299
Tire Mario,Castello 3234,Mestre,Terrazzi,"Lido,",299
Trauti Angelo,S. Marco 3170,Mestre,Terrazzi,"Lido,",299
Vianello Giuseppe,Cannaregio 3904,Mestre,Terrazzi,"Lido,",299
Casarini e Altisimo,Campo San Bernardo 5,Murano,Targhe,"Lido,",299
Ruffini Giuseppe,S. Marco Mercerie San Salvador 4987,Mestre,Targhe,"Lido,",299
Ditta GIUSEPPE RUFFINI,S. Marco Mercerie e Salvador N. 4987,Mestre,Targhe,"Fondata nel 1896, DISTINTIVI, MEDAGLIE, FABBRICA TIMBRI, STUDIO INCISIONI, Tel. 22-352",299
Teatro Goldoni,S. Marco Mercerie e Salvador N. 4987,S. Luca,Teatri,"gestione S. A., I. C. S. A.",299
Teatro La Fenice,S. Marco Mercerie e Salvador N. 4987,S. Fantfa,Teatri,"Lido,",299
Teatro Malbi-an,S. Marco Mercerie e Salvador N. 4987,cpl. del Milion,Teatri,Gestione S. A. ( I. C. S. A. ),299
Teatro Rossini,S. Marco Mercerie e Salvador N. 4987,S. Benedetto,Teatri,gestione S. A. ( I. C. S. A. ),299
Teatro Toniolo,S. Marco Mercerie e Salvador N. 4987,Mestre,Teatri,gestione Furlan cav. Giovanni,299
I.T.A.I. (Bertolotto),Polo 2540,Sede in Milano - Venezia,Telefoni,"impianti Telefoni Automatici Interni, Autorizzata dall'Azienda di Stato, Tel. 22-817",299
Societa Telefonica delle Venezie (T.E.L.V.E.),Polo 2540,San Salvador,Telefoni,"Lido,",299
S. A. Impianti Applicazioni Telefoniche ed Affini,S. Marina 6072,Mestre,Telefoni,"Lido,",299
Grandi Magazzini della Fabbrica Lombarda Biancheria,S. Pantolon 3955,Mestre,Telerie,"Lido,",299
,Rialto 270 « Al btregon »,Mestre,Telerie,"Lido,",299
Soc. An. Linificio e Canapificio Nazionale,Campo S. Provolo,Mestre,Telerie,"Lido,",299
Donaggio G. e Figli,Castello 2142,Mestre,Telerie per vele e bandiere,"vele, bandiere, cordami filati, reti, Telef. 26.833",299
Haas e Figli (Soc. An. succ. di Filippo Haas),"Campo S. Moisè, 1481",Mestre,Tendaggi,"Succîfe per arredamenti, tendaggi e tappeti, Tel. 24-969., Filiali a Roma, Milano, Torino, Firenze",299
"S.A.E. » Società Applicazioni Elettrotecniche, F.lli Siliprandi Chiesa & C.","Via Lario, 16",Milano,Termometri,"Strumenti per la misura, la regolazione e la registrazione delle temperature, Agente: Luigi Jagher - Venezia, Castello, S. Lio 5685, Tel. 28-964",299
Boschian Luigi,Dorsoduro 3507,Mestre,Terraglie,Porcellane e affini,299
Cassini Gio Batta,Castello 3150,Mestre,Terraglie,Porcellane e affini,299
Fuga Ferdinando,Cannaregio 4876,Mestre,Terraglie,Porcellane e affini,299
Gerardi Maddalena,Castello 3962,Mestre,Terraglie,Porcellane e affini,299
Maruzzi Gastone,S. Polo 2091,Mestre,Terraglie,Porcellane e affini,299
Novello Gino Succ. & Camerino,San Marco 5117,Mestre,Terraglie,Porcellane e affini,299
Piotto Antonio,Castello 5756,Mestre,Terraglie,Porcellane e affini,299
Recco Attilio,Castello 5756,Crossera S. Pantalon,Terraglie,Porcellane e affini,299
Salviati Attilio,Castello 1798,Mestre,Terraglie,Porcellane e affini,299
Stajano Giuseppe,Mestre Via Adamello 11,Mestre,Terraglie,Porcellane e affini,299
Avon Fortunato,S. Stae 1902,Mestre,Terrazzi,Porcellane e affini,299
Avon Vittorio,S. Stae 1902,Mestre,Terrazzi,Porcellane e affini,299
Azin Antonio,Cannaregio 2587,Mestre,Terrazzi,Porcellane e affini,299
Battistella Otello,Rialto 323,Mestre,Terrazzi,Porcellane e affini,299
Crovatø F.lli fu Francesco (Ditta),S. Campiano 5389,Mestre,Terrazzi,"Costruttori pavimenti, Terrazzo alla venetiana, stile Settecento, Mosaico, Granulati in cemento, Riparazioni in genere, Tel. 24-670",299
Mainardi Leonardo,S. Croxe 811,Mestre,Terrazzi,Porcellane e affini,299
Pavan Luigi,"Via Garibaldi di C. Reverèn Giovanni, Cann. 3618",Mestre,Terrazzi,Porcellane e affini,299
GRANDI MAGAZZINI,"Sant' Antonin, N. 3955",Venezia,Telerie,Porcellane e affini,299
duse,"Via XXI Marzo, n. 2288",Venezia,Terrazzi,Telefono n. 25-889,299
