Provincia,Section,Role_or_Profession,Name,Address,page
CAMPAGNALUPIA,UFFICI PUBBLICI,Ufficio Registro,Ufficio Registro,Dolo,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Agenzia Imposte,Agenzia Imposte,Dolo,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Ufficio Postale,Ufficio Postale,Campagna Lupia,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Ufficio Telegrafico,Ufficio Telegrafico,Campagna Lupia,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Telefono Pubblico,Telefono Pubblico,Campagna Lupia,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Parroci,Lissandri don Domenico,,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Parroci,Lissandri don Pietro,,496
CAMPAGNALUPIA,UFFICI PUBBLICI,Parroci,Candsan don Pasquale,,496
CAMPAGNALUPIA,ISTITUZIONI,Unione Collegi dei Lav. Agricoli,Unione Collegi dei Lav. Agricoli,,496
CAMPAGNALUPIA,ISTITUZIONI DI BENEFICENZA,Ente Comunale Assistenza,Ente Comunale Assistenza,,496
CAMPAGNALUPIA,ISTITUZIONI DIVERSE,Luoghi di divertimento,Compagno Goffredo,,496
CAMPAGNALUPIA,ISTITUZIONI DIVERSE,sala da ballo,Braga Angelo,,496
CAMPAGNALUPIA,ISTITUZIONI DIVERSE,cinema,cinema,,496
CAMPAGNALUPIA,PROFESSIONISTI,Farmacisti,Vio Sartori Teresa,,496
CAMPAGNALUPIA,PROFESSIONISTI,Geometri,Carraro rag. geom. Giuseppe,,496
CAMPAGNALUPIA,PROFESSIONISTI,Ostetriche,Ceccato Antonietta,,496
CAMPAGNALUPIA,PROFESSIONISTI,Medici,Maddalena dott. Giuseppe,,496
CAMPAGNALUPIA,PROFESSIONISTI,Veterinari,Pasqualetti dott. Angelo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Assicurazioni,Bozzato Carlo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Assicurazioni,Morandina Guido,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Banche,Cassa Rurale di Prestiti di Campagna Lupia,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Barbieri,Bozzato Giuseppe,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Barbieri,Bozzato Erminio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Barbieri,Vienno Ennio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Barbieri,Ferrarese Pietro,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Barbieri,De Lazzari Ernesto,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Boscaro Simeone,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Braga Angelo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Braga Vittorio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Compagno Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Compagno Innocente,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Bassanello Isidoro,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Ferro Brigida,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Livieri Olivo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Piutti Adele,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Bidder, gondolieri e affini",Tessari Gino,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Biciclette (Vendite e riparaz.),Mosco Beniamino,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Biciclette (Vendite e riparaz.),Marigo Esmeraldo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Biciclette (Vendite e riparaz.),Fabrile Albino,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Biciclette (Vendite e riparaz.),Vianzan Amedeo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Bottiglierie e Bar,Marigo Amedeo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Bottiglierie e Bar,Compagno Romualdo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Calzature,Fanton Angelo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Calzature,Zanipieri Riccardo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Calzature,Giupponi Amedeo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Carbone e legna,Sarto Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Caradori e carrozzieri,Sarto Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Caradori e carrozzieri,Broccato Valentino,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Cartolerie ed oggetti di cancelleria,Spezzati Mario,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Cartolerie ed oggetti di cancelleria,Guggia Amelia,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Cartolerie ed oggetti di cancelleria,Villoco Ennio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Cicli e motocicli (Riparazioni),Mosco Beniamino,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Concimi e sementi,Sarto Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Concimi e sementi,Cassa rurale e artigiana di Prestiti, Campagna Lupia,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Colori e pennelli,Sarto Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Colori e pennelli,Veronese Mario,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Fabbri e maniscalchi,Livieri Carlo,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Fabbri e maniscalchi,Vanzan Luigi,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Falegnami,Menegazzo Battista,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Farmacici,Vio Sartori Teresa,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Ferramenta,Sarto Antonio,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Ferramenta,Veronese Mario,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Livieri Emma,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Boschetto Giovanni,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Chinello Natale,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Schievano Mario,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Marini Giuseppe,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Mosco Luigi,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Industria agraria,Carraro Giovanni,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Industria agraria,Ferrato Pietro e Fratelli,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Industria agraria,Longhin Giuseppe,,496
CAMPAGNALUPIA,COMMERCIO E INDUSTRIA,Industria agraria,Disarò Udino e fratelli,,496
