Name,Address,Location,Role,Profession,Additional Info,page
Il Prefetto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Presidente,-,Divisione III.B,44
Questore,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,-,Divisione III.B,44
Sindaco,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,-,Divisione III.B,44
Medico Provinciale,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,-,Divisione III.B,44
Ing. Capo del Genio Civile,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,-,Divisione III.B,44
Comandante Prov. dei Vigili del Fuoco,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,-,Divisione III.B,44
Francesco Baldassari,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,GIUNTA PROV. AMMINISTRATIVA,esperto elettrotecnico,Divisione III.B,44
Amedeo Solesin,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro effettivo,rappresentante esercenti cinema e teatri,Divisione III.B,44
Ing. Nicola Mascaro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro supplente,-,Divisione III.B,44
Ing. Pietro Scheiari,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro supplente,esperto elettrotecnico,Divisione III.B,44
Daniele Romano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Segretario,-,Divisione III.B,44
Il Prefetto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Presidente,-,Divisione III.B,44
L'Intendente di Finanza,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro di diritto,-,Divisione III.B,44
L'Ingegnere Capo del Genio Civile,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro di diritto,-,Divisione III.B,44
Nicolassi dr. Umberto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Rappresentante,Federaz. Cooperative,Divisione III.B,44
Penzo Antonietta,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Segretario,-,Divisione III.B,44
Il Prefetto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Presidente,-,Divisione III.B,44
Presidente del Tribunale Civile e Penale,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,-,Divisione III.B,44
Medico Provinciale,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,-,Divisione III.B,44
Veterinario Provinciale,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,-,Divisione III.B,44
Tizanello dr. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,medico chirurgo,Divisione III.B,44
Miotti dr. Prof. Tito,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,medico chirurgo,Divisione III.B,44
Angelini dr. Prof. Valentino,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro,medico pediatra,Divisione III.B,44
