Name,Address,Location,Role,Profession,page
Prati ing. Aldo.,,,Presidente,",",44
Monaco Angelo,,,Membro effettivo,",",44
Cella Prof. Antonio,,,Membro effettivo,",",44
Dell'Olivo ing. Giovanni,,,Membro effettivo,",",44
Duse avv. Gaetano,,,Membro effettivo,",",44
Mascaro ing. Nicolà,,,Membro supplente,",",44
De Filippi Tito,,,Membro supplente,",",44
Di Filippo avv. Anieno,,,Presidente,",",44
Ferraboschi dott. Umberto,,,Membro effettivo,",",44
Acerra dott. Manfredi,,,Membro effettivo,",",44
Bottari avv. Ezio,,,Membro effettivo,",",44
Della Santa avv. Giovanni,,,Membro effettivo,",",44
Boldini Giorgio,,,Membro supplente,",",44
Nardini avv. Vittorio,,,Membro supplente,",",44
Uni dr. Teofilo,,,Segretario,",",44
II Prefetto,,,Presidente,",",44
Questore,,,Membro effettivo,",",44
Sindaco,,,Membro effettivo,",",44
Medico Provinciale,,,Membro effettivo,",",44
Ingegnere Capo del Genio Civile,,,Membro effettivo,",",44
Comandante Prov. dei Vigili del Fuoco,,,Membro effettivo,",",44
"Ing. Francesco Baldassarri,",,,esperto elettrotecnico,",",44
Amedeo Solesin,,,rappresentante esercenti cinema e teatri,",",44
Ing. Nicola Mascarro,,,Membro supplente,",",44
Ingegnere Pietro Schiesari,,,Membro supplente,",",44
Daniele Romano,,,Segretario,",",44
Il Prefetto,,,Presidente,",",44
L'Intendente di Finanza,,,Membro di diritto,",",44
L'Ingegnere Capo del Genio Civile,,,Membro di diritto,",",44
Nicolassi dr. Umberto,,,Rappresentante della Federaz. Cooperative,",",44
Penzo Antonietta,,,Segretario,",",44
Il Prefetto,,,Presidente,",",44
Presidente del Tribunale Civile e Penale,,,Membro,",",44
Medico Provinciale,,,Membro,",",44
Veterinario Provinciale,,,Membro,",",44
Tizianello dr. Giuseppe,,,medico chirurgo,",",44
Miotti dr. Prof. Tito,,,medico chirurgo,",",44
Angelini dr. Prof. Valentino,,,medico pediatra,",",44
Bandurin dr. Silvestro,,,esperto materie amministrative,",",44
Cazzozzi dr. Antonio,,,esperto scienze sanitarie,",",44
Germani dr. Ulderico,,,colonello medico,",",44
Ori dr. Prof. Angelo,,,rappresentante dei medici,",",44
Romano dr. Aronne,,,rappresentante dei veterinari,",",44
Gelmetti dr. ing. Antonio,,,Membro,",",44
Mirza dr. Carlo,,,Segretario,",",44
Turci prof. Angiolo,"Dorsoduro 1402.A,",,Presidente,",",44
Favaretto Fisica ing. Giovanni,Castello 6449,,Vice Presidente,",",44
Borin or. Iginio,Castello 3464,,Membro,",",44
Berardi dr. Vito,S. Marco Piscina S. Moisè,,Deputato,",",44
Boccato Romualdo,S. Marco Piscina S. Moisè,S. Donà di Piave,Deputato,",",44
Brusadton Arturo,Dorsoduro 3453,,Deputato,",",44
Ca. Zazzi dr. Antonio,S. Polo 2786,,Deputato,",",44
Fazzatutto Marco Enrico,S. Rocco Calle Reverette Case Popolari,,Deputato,",",44
Marzollo avv. Francesco,S. Marco 3831,,Deputato,",",44
Monico dr. Antonio,S. Marco 2499,,Deputato,",",44
Pratilli rag. Achille,S. Marco 2499,Assicurazioni Generali,Deputato,",",44
Romanin Pietro,S. Marco 2499,Officina fabbrile S. Pantalon,Deputato,",",44
Scarpa Falleo dr. Amedeo Antonio,S. Marco numero 4465,,Deputato,",",44
Pancino comm. dott. Giuseppe,San Stae 1957,,Segretario Generale,",",44
Sacchetto dr. Enzo,San Stae 1957,,Vice Segretario Generale,",",44
Zattera dr. Guido,San Stae 1957,,Primo Segretario,",",44
Rova dr. Adriano,San Stae 1957,,Ragioniere capo,",",44
