Provincia,Section,Role_or_Profession,Name,Address,page
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Trebbiafori (Noleggio),Ortolan Fraitelli,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Uova,Menegaldo Giuseppe di Antonio,Passarella,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Vetri e Specchi,Bresanuin Alessandro,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Vini (Negozianii, Produttori)",Audenino Sebastiano,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Vini (Negozianii, Produttori)",Fornasari Giuseppe,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Vini (Negozianii, Produttori)",Murer Attilio,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Vini (Negozianii, Produttori)",Murer Giovanni,,557
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Zucchierifici,Societa Au. Zuccherificio Nazionale,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Sindaco,Bianchini Igino,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Segretario Comunale,Bahudri Leopoldo,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Esattoria Comunale,Cassa di Risparmio di Venezia,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Silvestri Anna Maria,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Campanaretto Alessandro,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Zancano Gemma,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Tassile Giovanni,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Vella Ettore,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Cartini Albino,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Bianchini Igino,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Vatri Giulio,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Maestri elementari,Zamparo Ugo,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Distretto Militale,Venezia,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Diocesi,Concordia Sagittaria,,557
S. MICHELE AL TAGLIAMENTO,UFFICI AMMINISTRATIVI,Imposta Consumo,I.N. C.I. C.,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Tribunale,Venezia,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Pretura,Portogruaro,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Ufficio di P. S.,S. Michele al Tagliamento,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Carabinieri,S. Michele al Tagliamento,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Ufficio Ipotoche,Venezia,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Telefono Pubblico,S. Michele al Tagliamento,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Agenzia delle Imposte,Portogruaro,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Ufficio Registro,Portogruaro,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Ufficio Postale,S. Michele al Tagliamento,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Ufficio Telegrafico,S. Michele al Tagliamento,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,"Parroci, Nadin cav. Don Nicola",parroco,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,"Parroci, Cassin Don Osvaldo",arccprete,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Parroci,De Benedetti Don Luigi,,557
S. MICHELE AL TAGLIAMENTO,UFFICI PUBBLICI,Parroci,Michelini Don Alberto,,557
S. MICHELE AL TAGLIAMENTO,PROFESSIONISTI,Farmacisti,Todi dott. Italo,,557
