Name,Address,Location,Category,Additional Info,page,location_cleaned
Trattoria «Antico Pignolo»,S. Marco 449,,Trattoria,Il locale Veneziano di tutti i buongustai con vasto e caratteristico giardino cucina Veneziana - scelti vini ricco assortimento di pesce a venti metri da Piazza San Marco,310,True
Albergo Diana,S. Marco 442,,Tubazioni industriali,Torroni,310,True
Traverso Saveria,S. Marco 1148,,Tubazioni industriali,Torroni,310,True
Trevisan Ermelinda,"Burano, Via Galuppi 61",Lido,Tubazioni industriali,Torroni,310,False
Trozola Giuseppe,Cann. 1372,,Tubazioni industriali,Torroni,310,True
Venturini Antonia,Cann. 2352,,Tubazioni industriali,Torroni,310,True
Venzu Giuseppina,D. Duro 1527,,Tubazioni industriali,Torroni,310,True
Vazzanelli e Ponti,S. Marco 5495,Lido,Tubazioni industriali,Torroni,310,False
Vianello Giovanni,S. Marco 1702,,Tubazioni industriali,Torroni,310,True
Vivian Antonio,Cann. 2352,,Tubazioni industriali,Torroni,310,True
Volo Valentino,Quattro Fontane 81,Lido,Tubazioni industriali,Torroni,310,False
Zandarin Giuseppina,D. Duro 3004,,Tubazioni industriali,Torroni,310,True
Zandona Guglielmo,Portosecco 157,Lido,Tubazioni industriali,Torroni,310,False
Zanella Egido,Portosecco 157,Lido,Tubazioni industriali,Treporti Burano,310,False
Zannini Maria,S. Marco 481,,Tubazioni industriali,Torroni,310,True
Zenna Romana,Pellestrina 1032,Lido,Tubazioni industriali,Torroni,310,False
Ziliotto Augusto,"Trattoria «Alla Borsa», Calle delle Veste 2017",Lido,Tubazioni industriali,Torroni,310,False
Zoppi Enrico,S. Marco 1938,,Tubazioni industriali,Torroni,310,True
Zorzo Remo,S. Marco 1016,,Tubazioni industriali,Torroni,310,True
S. p. A. Odorico Odorico,S. Marco 1016,,Tubi in cemento,"Manufatti in cemento, uffici Tel. 50-373, Stabilimento a Marghera tel. 50.874",310,True
FIAT,S. Marco 1016,,Tubi in ferro e acciaio,"ufficio di Venezia, S. Marco, calle del Cappello Nero, 181-A",310,True
S. A. Veneta metalli ed affini,Via Galvani 20,Marghera,Tubi in ferro e acciaio,",",310,False
Zara Emilio,Cannaregio 6307,Lido,Tubi in ferro e acciaio,",",310,False
Mazzucco Cav. Giuseppe,"Calle Lunga S. Simeone, 743",Venezia,Turaccioli,Tel. 23-016,310,False
Cooperativa Tubisti e affini,S. Croce 360,,Tubazioni industriali,",",310,True
Vangestella Ivo Impresa (I. V. I.),"Via Terraglio, 2G",Lido,Mestre,"Tubazioni industriali, Impresa per lavorazione e montaggio tubazioni e serbatoi in ferro e metalli per tutte le industrie, Saldature ossigeno ed elettriche, Impianti riscaldamento, Sanitari, Acquedotto, Telefono 50-858",310,False
Ditta Mello Virginio,"Via Terraglio, 2G",Lido,Tubazioni industriali,"CARTA, CARTON. CANCI. CARTOTECNICA. TIPOGRAFIA, Telefono 2210",310,False
Arti Grafiche Esperia,"Via Terraglio, 2G",Lido,Tubazioni industriali,Venezia,310,False
"Officina Riparazioni ""duse""",Via XXIII Marzo n. 2288,Lido,Arti Grafiche Esperia,Telefono 25-889,310,False
