Name,Address,Location,Role,Profession,page
,Mestre,Palazzo del Governo,S. Servolo,",",85
,Mestre,Palazzo del Governo,Isola di San Clemente,",",85
,Mestre,Palazzo del Governo,Marocco di Mogliano Veneto,",",85
,Mestre,Palazzo del Governo,Marocco di Mogliano Veneto,",",85
Istituto Elioterapico,Mestre,S. Nicolò di Lido,Acquabona di Cortina d'Ampezzo,",",85
,Mestre,,Commissario Presidenziale : dr. Luigi Oselladore.,",",85
,Mestre,Segretario : Francesco Canal.,Acquabona di Cortina d'Ampezzo,",",85
,Mestre,Ispettrice Regionale della Infermiere Volontarie : Contessa Pia di Valmarana.,Acquabona di Cortina d'Ampezzo,",",85
,Mestre,Direttore Scuola Infermiere : dr. prof. Paolo Venchierutti,Acquabona di Cortina d'Ampezzo,",",85
,Mestre,,Pie Roma,",",85
,Mestre,,Acquabona di Cortina d'Ampezzo,",",85
,Mestre,,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,ed i Presidenti dei Comitati della C.R.I. delle Venezie.,85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.", prof. dr. Fabio,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
,"Mestre, 1 capo servizio ; 4 autisti; 14 militi.",,Acquabona di Cortina d'Ampezzo,",",85
Dispensario Antitubercolare Provinciale,"S. Croce, Corte della Lana",,Direttore : Taccona dr. Alessandro.,",",85
Padiglione Asilo per figli sani dei tubercolosi,"S. Croce, Corte della Lana",Giudecca, ex Campo di Marte,"Directtrice : Zona Teresa., ",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
Soc. An. Ist. Ortopedico Elioterapico,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
,"S. Croce, Corte della Lana",,Acquabona di Cortina d'Ampezzo,",",85
