Name,Address,Location,Category,Additional Info,page
Automatismi,S. Marco 928,Murano,S. Tomà,"Fond.ta Foscarini da,  3895 | Azienda Industriale Applicazioni Elettroautomatische",145
S.A.F.A. Soc. An. Forniture Approvvigionamenti,S. Angelo 3870,Murano,Tel. 25-555,"Pensioni e Locande,",145
Magazzino D. Duro,S. Angelo 3870,Angelo Raffaele, Calle dei Guardiani, 2405,145
Rosso Ettore,"S. Croce, calle della Regina 3334",Murano,"Officina elettrogalvanica, Argentatura, Ramatura, Bianchatura, Ossidatura","Pensioni e Locande,",145
Tramontin Mario,S. Marco calle Fiubera n. 944,Murano,Argentatura e doratura,"Pensioni e Locande,",145
Bassi Mario (dep.),S. Marco Calle Balleoni,Murano,Argenterie,"Pensioni e Locande,",145
Bianchi Arturo,S. Polo 1592,Murano,Argenterie,"Pensioni e Locande,",145
Benvenuti Luigi,"S. Marco, Merceria Orologio 282",Murano,Argenterie,"Pensioni e Locande,",145
Codognotto Attilio,S. Marco 1295,Murano,Argenterie,"Pensioni e Locande,",145
Fabbri Jolanda ved. Bianchi,Cannaregio n. 2071,Murano,Argenterie,"Pensioni e Locande,",145
Quintavalle Enrico Arturo,Rialto 3,Murano,Argenterie,"Pensioni e Locande,",145
Salvadori G. (Ditta),"Merceria S. Salvatore, 5022-23",Murano,Argenterie,"Pensioni e Locande,",145
Signora Giovanni,S. Polo 71,Murano,Argenterie,"Pensioni e Locande,",145
Neerman Gastone,S. Marco 2474,Murano,Armatori,"Pensioni e Locande,",145
Panfilo ing. Giuseppe,Castello 4982,Murano,Armatori,"Pensioni e Locande,",145
Semenzato Vincenzo,Castello 4982,Mestre, Via Miranese 68,"Pensioni e Locande,",145
Orio F.lli,Castello 4982,Murano,"Armi, munizioni, proiettili",Carpenedo,145
Piccitta Tito,"S. Marco, 4634",Murano,"Armi, munizioni, proiettili","Pensioni e Locande,",145
Rallo Mario,"S. Marco, 4634",Mestre, Via Olivi,"Pensioni e Locande,",145
Urbani Filippo,c. a. c. c. c. i. n. San Marco 1280,Murano,"Armi, munizioni, proiettili","Pensioni e Locande,",145
Zandegiacomo Erminio,"S. Marco, 265",Murano,"Armi, munizioni, proiettili","Pensioni e Locande,",145
Bara C. (di Romaniati Enrico),"San Salvatore, Merceria Capiletto 4948-49",Murano,Armonium,"Pensioni e Locande,",145
"A. D. A. Aromi, dolci affini di Marcasoli Marino",Castello 489,Murano,Aromi per dolci,"Pensioni e Locande,",145
Cecchin Enrico,Castello 489,Giudecca, 586,"Pensioni e Locande,",145
Ferronato Massimo,Dorsoduro 2906,Murano,Aromi per dolci,"Pensioni e Locande,",145
FADIBAR Binauro & Arrredamenti Fratelli Deagostini,Dorsoduro 2906,Murano,"Casa Fonnata nel 1842, Torino, Via Leini, 38","Pensioni e Locande,",145
Arredatore (L’) (Soc. acc. semp.) Arredamenti di qualsiasi tipo ed in qualsiasi stile," ""San Moisè 2052""",Murano,"Materiali vari per arredamento, Tel. 22-220; 26-996","Pensioni e Locande,",145
Casa Nova,"""San Moisè 2052"", S. A. Arredamenti completi, Via XXI Marzo 2288",Murano,Teléf. 25.889,"Pensioni e Locande,",145
Haase e Figli (Soc. An. succ. di Filippo Haas),"Campo S. Moise, 1461",Murano,"Stoffe per arredamenti, tendaggi e tappeti, Tel. 24-909, Filiali a Roma, Milano, Torino, Firenze","Pensioni e Locande,",145
S.C.E.L.S.I.A.,"Castello, 33",Murano,Arredamento,"Pensioni e Locande,",145
Bevilacqua Luigi,"S. Giov. Decollato, 1319",Murano,Stabilimento serico,"Pensioni e Locande,",145
Bottacin Alessandro,Calle della Bissa 5462,Murano,Arredi sacri,"Pensioni e Locande,",145
Gaizzo Isabella,Cannaregio 1512,Murano,"Arte veneziana, Fiori e Perle","Pensioni e Locande,",145
