Provincia,Section,Role_or_Profession,Name,Address,page
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Calzature (Negozi),Frumi Ercol,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Calzature (Negozi),Garardi Bernardo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Calze (Lavorazione),Papa Sonia,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Calze (Lavorazione),Carlotta,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Calze (Lavorazione),Giovanna,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carbone e legna,Bressanin Alessandro,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carbone e legna,Calzide Clemente,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carbone e legna,Furlan Antonio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carbone e legna,Rasciutto Valentino,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carbone e legna,Spadola Gioigo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Caricatori e spacciatori,Soc. Coop. Caricatori e Scaricatori merci Scalo Ferrovi e Canal Piave di S. Dona di Piave,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carradori e carozzieri,Bastiero F.lli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carradori e carozzieri,Quintatavale Antonio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Carradori e carozzieri,Bortoto Luigi,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Fucchini G. B. (Ditta),,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Maschietto Maria,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Biiazaro Itziar,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Dall'Oro Antonio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Da Villa Evaristo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cartoleria oggetti di cancelleria,Maschietto Pietro,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cemento (Lavori in),Peretti Attilio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cemento (Lavori in),Polito Giacomo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cereali,Borosco Giovanni,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cereali,Zenmaro Giuseppe,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Chinaglierie,Marigonda Antonio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cicli,Furlanetto Pezlege,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cicli,Bortoto Mario,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Commis. e Rappres.,Giudto Giovanni,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Commis. e Rappres.,Murer Giovanni Luigi,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Commis. e Rappres.,Pasini G. G.,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Commis. e Rappres.,Salvestri Vittorio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Commis. e Rappres.,Terzi Mario,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cornici e lastre,Finotto Maria,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Boscolo Federico,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Buram Bernardo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Cooperativa di produzione e lavoro,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Vecchia Piave ,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Cooperativa per le Case Popolari,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Conti Marino (Impresa Costruzioni Edili),,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Costantin Luigi,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Imprese Costruzioni Edili (Dante Bubola?),,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Peretti Attilio e Pulista G.,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Pietropoli F.lli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Serafin fra Ruggero,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)","Societa An. Coop., fra Bracciantieri e affini « Ninova Piave »",,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Costruzioni edili (Capimastri, Imprenditori)",Velluso Federico,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Distillerie e Fabbriche Liquori,Turchetto Francesco,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Distillerie e Fabbriche Liquori,Premitura Vinaccioli e Distillerie le Acquavite,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Edili,Impresa escavo canali Pietropoli Giovannini,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Elettricità,Soc. An. Istruttori di Elettricisti,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Elettricità,Ufficio Consorzio Idraulici Riuniti,Via della Stazione,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Elettricità,Botter Fratelli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fabbr. e maniscalchi,Brunello Angelo Cesarini Fratelli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fabbr. e maniscalchi,Girardi Vincenzo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fabbr. e maniscalchi,Mengo Sebastiano,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fabbr. e maniscalchi,Quintavalle Antonio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fabbr. e maniscalchi,Rorato Gaetano,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Falegnamerie,Papa Pio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Falegnamerie,Tonon Nino,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Farmacie,Augustini Fratelli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Farmacie,Bressanin dr. Giuseppe,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Ferramenta, ottoni ed affini",Boscaro Attilio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Ferramenta, ottoni ed affini",Picchetti Giovanni,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Ferramenta, ottoni ed affini",Picchetti Silvio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Ferramenta, ottoni ed affini",Paolo Morassutti,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Ferro battuto,Struli Ernesto e Figli,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Ferro e metalli da fonderie,Bassoro Angelo e Soemi,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Ferro e metalli da fonderie,Morassutti Paolo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fiori freschi,Cogo Maria,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fotografie (Gabinetti di posa),Battacchi Alfredo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fotografie (Gabinetti di posa),« La Fotografia »,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fotografie (Gabinetti di posa),Procopro Ferruccio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Fotografie (Gabinetti di posa),Striuli Dario,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Grossisti)",Battisti Cesare,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Boccato Antonio fu Angelo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Boccato Elisa ved. Buram,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Boccato Luigi,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Buram Angelo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Ferrarese Pietro,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Lazzarini Domenico,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Maschietto Giuseppe,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed orbaggi (Dettaglianti)",Pizzati Gaetano,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Cabinetti e Dentisti,Veronese dr. Giulio,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Generi alimentari (Grossisti),Turchetto Carlo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Ghiaccio (Fabbriche),Ferrari Giuseppe,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,"Giardini, vivai, piante",Trentin,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Gioiellerie,Balestra Andrea Giuseppe,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Giornali (Rivendite),Dall'Oro Carlo,,555
S. DONA' DI PIAVE,COMMERCIO E INDUSTRIA,Giornali (Rivendite),Da Villa Erasito,,555
