Name,Address,Location,Category,Additional Info,page,location_cleaned
Baldo Giovanni e Figli,Via F.lli Bandiera 27,Marghera,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
Baro Olindo,Dorsoduro 530,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Bottacin Angelo,Castello 5281,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Bressan Luigi,S. Marco 5162,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Brozzavga G. V. ditta di Cendon Mario,Cannaregio 5515,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Bruna Francesco,Cannaregio 3568,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Cinti Luigi,S. Canciano,Murano,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
D'Este Francesco,Via Galuppi,Burano,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
Fazzini Aldino,S. Marco 3427,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Gastaldi F.lli ditta,Piazza Umberto I,Mestre,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
Mariutto Francesco,S. Luca 4572,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Micheletti Nino,S. Polo 1727,Murano,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
Ratti Enrico ditta,S. Lio 5836,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Rossi Nicolò,S. Marco 438-A,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Safem Albana,Castello 5836,,Soc. per Az.,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Siderurgica Commerciale,Castello 4970,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Società Adriatica Ferramenta e Metalli Castello,Castello 4970,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
S.A.F.E.M.,Castello 4970,,Soc per Az,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
S. A. Ferramenta Metalli Utensili e S. A.,Via XX Settembre 10,Mestre,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,False
Stefani Angelo,Cannaregio 4555,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Trevisiol Carlo Soc. a.r.l.,Piscina S. Zulian,Murano,"Ferramenta, Utensileria, Articoli casalinghi",Tel. 24-250,205,False
Vianello Francesco,Dorsoduro 880-B,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Zadra Teodoro,Cannaregio 1595-A,,Ferramenta e metalli,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Barazzi Macco,S. Croce 134,,Ferro battuto,"S.A.G.I.M.,S. Polo 1976 A"", , ,",205,True
Pietro Barazzi fu Giovanni,Campo del Fri 3013 (di fronte alla Chiesa),Murano,Officina per la lavorazione di oggetti Artistici," Fonderie di metalli un genere,  Bronzi,  Leghe leggere,  Ferro battuto,  Filigrana,  Armature,  Piatti cesellati,  sbalzati ed Incisi,  Specialità maniglierie in qualsiasi genere",205,False
Società Siderurgica Commerciale,V. Elettricità 10,,Ferro e derivati,(deposito),205,True
Baldo Giovanni e Figli,Castello 400 Marghera via F.lli Bandiera 27,,Ferro e metalli da fondere,(deposito),205,True
Baldo Giovanni e Figli,Castello 400,,Ferri e metalli usati,(deposito),205,True
Biscaro Virginio,S. Cassiano 2347,,Ferri e metalli usati,(deposito),205,True
Bruna Francesco,fdm. dell'Abbazia 3568-69,Murano,Ferri e metalli usati,(deposito),205,False
Costantini Ubaldo,Cannaregio 3535,,Ferri e metalli usati,(deposito),205,True
De Santi Giuseppe,Cannaregio 1138,,Ferri e metalli usati,(deposito),205,True
Gallimberti Jone,Castello 6534,,Ferri e metalli usati,(deposito),205,True
Giuliana Ferdinando,S. Polo 2102,,Ferri e metalli usati,(deposito),205,True
Maccagní Antonio,"Porto Marghera, Via Durando 7",Murano,Ferri e metalli usati,(deposito),205,False
Pipitone Tenma,"Mestre, Via Monterone 10",Murano,Ferri e metalli usati,(deposito),205,False
Scarpa Alberto,Castello 6491,,Ferri e metalli usati,(deposito),205,True
Barbini Pia,Castello 4158,,Fertilizzanti e anticrittogamici,(deposito),205,True
Commerciali Agricola Industriale,S. Marco n. 4232,,Fertilizzanti e anticrittogamici,(deposito),205,True
Soc. Montentrain per l'industria chimica,"Porto Marghera, via delle Industrie",Murano,Fertilizzanti e anticrittogamici,(deposito),205,False
Bon Armando,"Murano, Calle del Misto 5",Murano,Fiale ipodermiche,(deposito),205,False
Cecchin Mario,Murano Cpl. Pescheria,Murano,Fiale ipodermiche,(deposito),205,False
Zanetti Alfredo,"Murano Via Manin, 67",Murano,Fiale ipodermiche,(deposito),205,False
S. A. Fabbriche Fiammiferi ed affini «SAF-FAN»,S. Giobbe n. 365,Murano,Ufficio commerciale per le Tre Venezie,(fabbriche),205,False
