Name,Address,Location,Role,Profession,Additional Info,page
Sigot Bertuzzi,Sotopportico San Silvestro 1103,,Category: Consolati (attualmente in attività a Venezia),"Vice Console onorario, Argentina",,71
,Sotopportico San Silvestro 1103,,Sig. Hubert Elie,"Consigliere d’Ambasciata con funzioni di Console, Francia","Campo S. Vio, Palazzo Cini",71
,Sotopportico San Silvestro 1103,Castello,Grecia,,,71
,Sotopportico San Silvestro 1103,,Comm. Pietro Parisi,"Console onorario, Danimarca","Sede S. Toma 2679, Cancelleria: S. Chiara 511",71
,Sotopportico San Silvestro 1103,,N. N.,"Console, Portogallo",Calle del Ridotto 4421,71
Cav. Uff. Giulio Baccolini,Calle del Ridotto 4421,,Category: Consolati (attualmente in attività a Venezia),,"Vice Console, Portogallo",71
,Calle del Ridotto 4421,,Dott. Armando Malafante,Norvegia,Dorsoduro 3121,71
Conte Giorgio Viola di Campalto,"S. Marcuola, Palazzo Vendramin",,Category: Consolati (attualmente in attività a Venezia),"Console onorario, Romania",,71
Mariano Fortuny,Calle Larga S. Marco 410,,Category: Consolati (attualmente in attività a Venezia),"Console onorario, Spagna",,71
,Calle Larga S. Marco 410,,Silvano Calegari,"Console onorario, Svezia",Campo S. Luca 4557,71
Ferdinando Imhof,Campo S. Maria Formosa 6123,,Category: Consolati (attualmente in attività a Venezia),"Console onorario, Svizzera",,71
Carlo Ritkchem,"Edm, Misericordia 23291",,Category: Consolati (attualmente in attività a Venezia),,"Direttore Consolare, Ungheria",71
,"Edm, Misericordia 23291",,U.R.S.S.: S. Trovaco,Villa delle Maravegie,,71
,"Edm, Misericordia 23291",,Belgio,Milano,Via A. Appiani 19,71
,"Edm, Misericordia 23291",,Cecoslovacchia,Milano,Via Baldissera 5,71
,"Edm, Misericordia 23291",,Cile,Roma,"Ambasciata del Cile, Via Lazio 9",71
,"Edm, Misericordia 23291",,Columbia,Genova,"Via Palestro 17, int. 5 (Lep Sega) ; Roma, Legazione di Columbia Fia Flaminia 79",71
,"Edm, Misericordia 23291",,Cuba,Roma,"Legazione di Cuba, Grand Hotel: viale Terme:",71
,"Edm, Misericordia 23291",Presso Consolato Gran Bretagna.,Milano,,Egitto,71
,"Edm, Misericordia 23291",Genova,Via Cesareggio 5 (Prof. comn. Carlos Arteta’),,Equatore,71
,"Edm, Misericordia 23291",Milano,Via Palestro 14,,Gran Bretagna,71
,"Edm, Misericordia 23291",Presso Consolato degli Stati Uniti,Milano,,Haiti,71
,"Edm, Misericordia 23291",Milano,Altri Consolati aventi giurisdizione sulla Regione Veneta,,Jugoslavia,71
,"Edm, Misericordia 23291",,Lussemburgo,Roma,"Via G. Melchiori 11, Sig. Victor Bruck",71
,"Edm, Misericordia 23291",,Norvegia,Roma,"Legazione di Norvegia, Via del Mare 19",71
,"Edm, Misericordia 23291",Genova,"Piazza Dante 8, int. 5, Milano: Albergo Diana",,Olanda,71
,"Edm, Misericordia 23291",,Perù,Genova,Via XX Settembre 23 (Con. Gen. Don Antonio Picasso Panizzo),71
,"Edm, Misericordia 23291","Presso Consolato degli Stati Uniti, Roma",Altri Consolati aventi giurisdizione sulla Regione Veneta,,S. Salvador,71
,"Edm, Misericordia 23291",Genova,(Sig. Alfredo Perito),,Paraguay,71
,"Edm, Misericordia 23291",Genova,"Hotel Principe, Via Balbi (Sig, Josè Scarrone)",,Uruguay,71
,"Edm, Misericordia 23291, Milaflo, Via Case Rotte 5 ; Roma",,Legazione degli Stati Uniti d’America.,,U.S.A.,71
,"Edm, Misericordia 23291, Milaflo, Via Case Rotte 5 ; Roma",Roma,Grand Hotel,,Venezuela,71
,"Edm, Misericordia 23291, Milaflo, Via Case Rotte 5 ; Roma",Genova,Via Boccaccio 45 (Sig. D’Alessandro),,S. Domingo,71
Dott. Armando Malafante,"Dorsoduro, Rio Terrà Canal 3121",,Altri Consolati aventi giurisdizione sulla Regione Veneta,Norvegia,,71
Giorgio Guetta,Calle Larga San Marco,,Altri Consolati aventi giurisdizione sulla Regione Veneta,Venezuela,,71
"VENEZIA - S. LIO, PONTE DELLE PASTE","VENEZIA - S. LIO, PONTE DELLE PASTE",,Tipografia Commerciale,Industria Arti Grafiche,TELEF. 24-911,71
