Name,Address,Location,Role,Profession,Additional Info,page
Milani Padre Francesco,San Cristoforo,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,dei Guiseppini del Murialdo,88
Cignago padre Antonio,San Cristoforo,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,dei Guiseppini del Murialdo,88
Selmo padre Michele,San Cristoforo,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,O. S. M.,88
Barbaro don Giovanni,Ss. Ermagrora e Fortunato,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Zannoni don Oscar,Ss. Ermagrora e Fortunato,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,",",88
Valentini Don Bruno,SANTA FOSCA,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,",",88
Gabrielli don Giovanni,SANTA MARIA MADDALENA,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,",",88
Poloni don Antonio,S. Eufemia della Giudecca,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Toniato don Giuseppe,S. Eufemia della Giudecca,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,",",88
Chicchiolte don Alessandro,S. MARIA DELLA PRESENTAZIONE,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,",",88
Caburlotto mons. Giovanni,San Felice,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Candiani don Carlo,San Felice,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,",",88
De Marchi prof. don Flaminio,SANTA SOFIA,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,",",88
Crivellari dr. E. Pio O.F.M.,SANTA SOFIA,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Catullo don Luigi,San Geremia,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Pagan don Germano,San Geremia,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,",",88
Barbieri don Fabio,SAN GIOBBE,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,",",88
Bevilacqua don Giovanni,SANTA MARIA DELLE PENITENTI,Curia Patriarcale,Cappellano,PARROCCHIE E SUCCURSALI,",",88
Turchetto don Riccardo,SS. Gervasio e Protasio,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Barechia don Gastone,SAN SEBASTIANO,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,",",88
Rossi don Antonio,San Giacomo dall’Orio,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,",",88
Galuppo don Giuseppe,San Giacomo dall’Orio,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,",",88
D’Este cav. don Luigi,SAN GIOVANNI DECOLLATO,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,",",88
