Name,Address,Location,Role,Profession,Additional Info,page
S.I.T.E.A.,"Zattere, numero 920",,,,",",458
F. Fiorey C.,"S. Croce 960 D, Duro 1259",,,,",",458
Soc. ar. I. e L. Sindacato Imprese Trasporti Recuperi e Ricostruzioni attivita Varie,"S. Croce 960 D, Duro 1259",Venezia,,,recuperi navali,458
Sitram Ernesto,S. Polo 2253,,,osteria,",",458
Sitran G. V.,"S. Lacca, Calle Fuseri 467",,,deposito e legna combustibili (grossista),",",458
Sitran Quldo,S. Marco numero 511,,,cartoleria oggetti artistici,",",458
Stabilimento Italiano Vetri Artistici di Idovino Marra,Cannaregio 1334,,,vetro e pelle (lavorazione),",",458
Sivier Luigiina,S. Marco numero 2450,,,biancheria e affini,",",458
Sivoli Francesco,S. Marco numero 2450,,,Consigliere Municipale,",",458
Soc. Lavorazione Vetri e Cristalli,S. Marco numero 2450,Murano,,vetri incisi,",",458
Slaverio Otvio,"S. Croce, Duro 300",,,falegname,",",458
Smeraldi dr. ing. F. Ferretto,"S. Croce, Duro 300",,,Presidente,"Istituto Federale delle Casse di Risparmio delle Venezie, ",458
Smeraldi dr. Rodolfo,S. Vio 785_A,,,medicina generale,",",458
Smeraldi d. Vittorio,D. Duro 1630,,,medicina generale,",",458
Socal Antonio,D. Duro 2629,,,falegname,",",458
Socal Elena,D. Duro 2629,,Sopraintendenza ai Monumeti Medioevali e Moderni del Veneto Orientale,contabilita,"Palazzo Ducale, ",458
Socai Lingi,Cannaregio 3290,,,tintoria e pulitura a secco,",",458
Socal Umberto,Cannaregio 3290,,Sopirnterendenza ai Monumenti Medioevali e Modorni del Veneto Orientale,Archivista,"Palazzo Ducale, ",458
Soccol Arcangelo,D. Duro 1747,,,materiali da costruzione,",",458
Soccol C.,A. bozza 3547,,,transporti postali e camorari,",",458
Azienda di distribuzione,San Loca 1428-A,,,illuminazione pubblica,",",458
American Travel Service Cappelloni Aldo,Via 22 Marzo 2216,,,Agenzia di viaggi e turismo,",",458
Arredamenti Casa Nova,Via XXII Marzo 2285,,,,",",458
Approvvigionnamenti combustibili,"Via XXII Marzo 2285, Cann. 5783",,,,"combustibili solidi e liquidi, ",458
S. Aurelio Mozzati & C.,"Salizada, S. Moisé 1470",,,biancherie e sbrachi,",",458
Autocarrozzeria «La Mestwra»,"Salizada, S. Moisé 1470","Mestre, Quattro Cantoni",,,"carrozzieri, ",458
Autonoleggi Borin,"Salizada, S. Moisé 1470",,Piazzale Roma,,"autonoleggio,  cartorimessa,",458
Autostrada di Venezia ci į Padova autostrada,Via XXI Maro 2309,,,,",",458
Azienda Nadionale Coscmiatur Corbu,Via XXI Maro 2309,,S. Marco Ponte delle Ośiręgué 2333,combustibili e legna (grossisti),",",458
Bar Milano,Via XXI Maro 2309,,"Lido, S. M. Elżabetta numero r",,"bar,",458
Bevolacqua L.,"Via XXI Maro 2309, S. Giovanni Dvcolata 1313",,,,"settore, ",458
Birra Pedavena Dreher,"S. Marco 1009, Giudecca",,,birra," acque minerali, ",458
Calgavała & Vissentini,"Marghera, Via F.Mi Bandiera 44",,,autotrasporti,",",458
Cantieri Industriali Navali & S. A.,"Marghera, Via F.Mi Bandiera 44",,San Eleana,,"cantiere navale,",458
Cononl,S. Polo 1957,,,legna carboni (grossisti),",",458
Commercio Carboini e Affini,"S. Fantin, Calle Minelli 1880",,,carbone e legna (importatori e produttori),",",458
Carboni combustibili e affini,"S. Fantin, Calle Minelli 1880",,S Marco 2781,,"Autotrasporti,",458
Carubanti combustibili ed affini (S.A. C. C. A.),"S. Fantin, Calle Minelli 1880",,"Agonti di Venęia R, DubottPi <8 C.Piazzłe PXę",,"carburanti oli ed affini, ",458
Casa dell'Abbgliamięnto.,Via 2 Aprile 3048,,,abbiti," confezionati, ",458
Cinemetcaruąia,D. Duro 3598,,,materiali radio electrics,",",458
Commerci Automobilisitici,"Marghera, Vią da Fla la. Vi F.lli Bandietta 9",,,autotrasporti," automobili,  bici e motocicli (accessori,  riparazioni,  vendite), ",458
Commercio Carta ed affini SAC‟EV.A.,N. Marco 4590,,,carta (grossista),",",458
Conservazione legno e distrllierie casr,"Stabilimenti di Porto Marghę, Via delle Macchine número 4",,,,",",458
Ocoą. Scuola Merlette di Burano,S. Marco 91,,,merlettt eicaniwi,",",458
Costantini Vistonj Canozzo,S. Marco A2292,"Murano, Pa. Da Mula",,,"corteleria ę pehe, ",458
Costruzioni Cementi Compens,S. Vio 614-A,,,cementi e manufacti di calce,",",458
De Vittor,S. Vio 614-A,,"Męetęo, V¾ Ospedalie e",,"carta äerogogat,",458
Distillerie e Cuiette Biumita Victorhia Biazziniri & C.,Lido Vio Loredan 4,,,Scropifi,",",458
Electłör̂ Lox,S. Lota 431,,,aspirmoidótøręfriógrie-ri,",",458
Ernesto ReinaCh,S. Lota 431,,Porto Margherita,,"carłiu^anti oli ed al. fini,",458
Esercizio Officine,Piazzale Roma,,,officine zuinonica e metallurgia,",",458
