Name,Address,Location,Role,Profession,Additional Info,page
Chialina padre Vittore O. M. C.,SAN GIOVANNI EVANGELISTA,Curia Patriarcale,SAN LORENZO DIACONO M.,Cappellano,SAN GIOVANNI EVANGELISTA,90
Facchin mons. cav. Attilio,SAN ROCCO,Curia Patriarcale,SAN LORENZO DIACONO M.,Cappellano,SAN ROCCO,90
Gianfraceschi mons. dr. Augusto,S. Maria del Carmelo,Curia Patriarcale,Parroco,Arciprete-parroco,S. Maria del Carmelo,90
D'Este don Mario,S. Maria del Carmelo,Curia Patriarcale,Cooperatori,Arciprete-parroco,S. Maria del Carmelo,90
Frassinelli don Angelo,S. Maria del Carmelo,Curia Patriarcale,Cooperatori,Arciprete-parroco,S. Maria del Carmelo,90
Grecatti don Marco,S. Maria del Carmelo,Curia Patriarcale,Vicario,Arciprete-parroco,S. BARNABA,90
Pessaro don Marco,S. Maria del Giglio,Curia Patriarcale,Parroco,Arciprete-parroco,S. Maria del Giglio,90
Barbisan don Antonio,S. Maria del Giglio,Curia Patriarcale,Cooperatore,Arciprete-parroco,S. Maria del Giglio,90
Urbani dr. mons. Giovanni,SAN FANTINO,Curia Patriarcale,Vicario,Arciprete-parroco,SAN FANTINO,90
Ferracina mons. Antonio,S. Maria del Rosario,Curia Patriarcale,Parroco,Arciprete-parroco,S. Maria del Rosario,90
Bergamin don Fabiano,S. Maria del Rosario,Curia Patriarcale,Vicario,Arciprete-parroco,SPIRITO SANTO,90
Bressan Mons. Ettore,SANTA MARIA DELLA SALUTE,Curia Patriarcale,Rettore,Arciprete-parroco,SANTA MARIA DELLA SALUTE,90
,S. GIOVANNI BATT. AI CATECUMENI,Curia Patriarcale,SAN LORENZO DIACONO M.,Arciprete-parroco,S. GIOVANNI BATT. AI CATECUMENI,90
Vianello mons. cav. Giovanni Battista,S. Maria Formosa,Curia Patriarcale,Parroco,Arciprete-parroco,S. Maria Formosa,90
Suman don Emilio,S. Maria Formosa,Curia Patriarcale,Cooperatore,Arciprete-parroco,S. Maria Formosa,90
Carrer mons. Giuseppe,San LEONE (San LIO),Curia Patriarcale,Vicario,Arciprete-parroco,San LEONE (San LIO),90
,SANTA MARIA DELLA CONSOLAZIONE,Curia Patriarcale,SAN LORENZO DIACONO M.,Arciprete-parroco,SANTA MARIA DELLA CONSOLAZIONE,90
Gusso mons. Giovanni,San Martino,Curia Patriarcale,Parroco,Arciprete-parroco,San Martino,90
Zane don Luigi,San Martino,Curia Patriarcale,Cooperatore,Arciprete-parroco,San Martino,90
Puggiotto mons. comm. prof. Giuseppe,San Martino,Curia Patriarcale,Cappellano,Veneta Marina,S. BIAGIO,90
Zambelli don Antonio,S. MARIA ASSUNTA,Curia Patriarcale,Rettore,Arciprete-parroco,S. MARIA ASSUNTA,90
