Name,Address,Location,Category,Additional Info,page
__,Corso del Popolo 1 Marghera,Marghera,Agenzie di trasporto,Mestre,222
__,Via Catania 9 Roma,Mestre,Agenzie di trasporto,"Soc. An. IT. Ferrobeton,  Impresa generale di costruzioni - Cap. L. 50.000.000",222
__,S. Canciano 5651,Venezia,Agenzie di trasporto,"Soc. An. IT. Ferrobeton,  UFFICI: VENEZIA",222
__,"S. Canciano 5651, Cannaregio 3143",Mestre,Agenzie di trasporto,"Cantieri Navali, Soc. An. IT. Ferrobeton,  cantiere | S. Alvise",222
__,"S. Canciano 5651, Cannaregio 3143",Mestre,Cantieri Navali,"Soc. An. IT. Ferrobeton,  cantiere | Marghera Molo A",222
Ferro Ing. Umberto,S. Fosca 2253,Venezia,Agenzie di trasporto,Mestre,222
Florin Giovanni Geom.,Calle del Pignatto 3139,Venezia,Agenzie di trasporto,Mestre,222
Fornasier Alessandro,Fondamente Santi 9 a,Murano,Agenzie di trasporto,Mestre,222
Franchin Giuseppe,Viale Garibaldi 121,Carpenedo,Agenzie di trasporto,Mestre,222
Franceschi Umberto,Viale Garibaldi 121,Favaro Veneto,Agenzie di trasporto,Mestre,222
Franco Cav. Giuseppe,S. Polo 2004,Venezia,Agenzie di trasporto,Mestre,222
Frè Giovanni,S. Polo 2004,S. Erasmo,Agenzie di trasporto,Mestre,222
Gasparotti Alberto,S. Polo 2986-B,Venezia,Agenzie di trasporto,Mestre,222
Goretto G. B. e Piccioli Ing. A.,Cannaregio 1955,Venezia,Agenzie di trasporto,Mestre,222
Giove Luigi,Dorsoduro 1183,Venezia,Agenzie di trasporto,Mestre,222
Girardi Angelo,S. Marco 1663,Venezia,Agenzie di trasporto,Mestre,222
Girardi Duilio,Trapolin 2475,Venezia,Venice,Girardi Foundry,222
Gobetto Eugenio & C,Cannaregio 548,Venezia,Agenzie di trasporto,Mestre,222
Golfetto Giuseppe,S. Apostoli 4434,Venezia,Agenzie di trasporto,Mestre,222
Golfetto Raffaele,Via Miranese 43,Mestre,Agenzie di trasporto,Mestre,222
Grassi Arch. Enzo,Via Miranese 43,Stazione S. Lucia,Agenzie di trasporto,Mestre,222
Gregoletto Giovanni,S. Giacomo 1414,Venezia,Agenzie di trasporto,Mestre,222
Gueintato Giuseppe,Via Rovigno 2,Lido,Agenzie di trasporto,Mestre,222
Guariso Casimiro,Via Coldi Lana 20,Mestre,Agenzie di trasporto,Mestre,222
Gusso Bruno,Malamocco 243,Lido,Agenzie di trasporto,Mestre,222
Impresa Costruzioni di Ing. Enrico Pasquali,S. Marco 5986,Venezia,Agenzie di trasporto,Mestre,222
Impresa Giuseppe Vettore & Figli S.A.S.,S. Girolamo 3010,Venezia,Agenzie di trasporto,"Construzioni Edili,  Ferroviarie,  Idrauliche Stradali,  Stabilimento per la Lavorazione del Legno",222
Impresa Lavori stradali edili,"S. Girolamo 3010, di Vittorio Campaner Cann. 97",Mestre,Venezia,"Venice, , | falegnameria. I.L.S.E.F.",222
Lacchin Antonio (ditta),S. Marco 3661,Venezia,Agenzie di trasporto,Mestre,222
Lanza avv. Francesco,S. Marco 4607,Mestre,Agenzie di trasporto,Mestre,222
Lidesne v Soc. coop.,Vic Nicosia 7a,Lido,Agenzie di trasporto,Mestre,222
Linassi Narciso,Via Dante 4,Mestre,Agenzie di trasporto,Mestre,222
Lonegav Antonio,Via Maurizio 2,Lido,Agenzie di trasporto,Mestre,222
Luce geom. Giovanni,Cannaregio 2839,Venezia,Agenzie di trasporto,Mestre,222
Maggioin Vasco,S. Croce 21,Venezia,Agenzie di trasporto,Mestre,222
Magnani e Bassanini,S. Croce 21,Marghera,Agenzie di trasporto,presso Soc. Ir. Pioni-Zinco,222
Mander Mario,S.S. Apostoli 4638,Venezia,Agenzie di trasporto,Mestre,222
Mander Vincenzo,Cannaregio 5344,Venezia,Agenzie di trasporto,Mestre,222
Marascalchi geom. Mario,Castello 465,Venezia,Agenzie di trasporto,Mestre,222
Marangoni Pietro,Castello 465,Mestre,Agenzie di trasporto,Via G Bepe,222
Marchesin Angelo Giovanni,Via Vallon 21,Mestre,Agenzie di trasporto,Mestre,222
Massarìn Giuseppe,"Via Vallon 21, Giudecca 688",Mestre,Agenzie di trasporto,Mestre,222
Mazzoleni Pietro,"Via Vallon 21, Giudecca 688",Carpenedo,Agenzie di trasporto,Mestre,222
Menin Carlo,"Via Vallon 21, Giudecca 688",Mestre,Agenzie di trasporto,Via Marghera,222
Merlo comm. Germano,S. Barnaba 2078,Venezia,Agenzie di trasporto,Mestre,222
Micheletto Pietro,S. Barnaba 2078,Carpenedo,Via Cà Rosas,Mestre,222
Mignucci geom. Zosìmo e C. Soc. in accom.,Lista di Spagna 1221,Venezia,Agenzie di trasporto,Zosimo Minucci & C.,222
Missaglia Marco fu Antonio,Castello 66,Venezia,Agenzie di trasporto,"Carpenteria ed edilizia,  trasporti,  costruzioni pontili o opere portuali",222
Monopoli geom. Mauro,Castello 66,Via Castellana,Agenzie di trasporto,"Costruzioni Edili, Impresa Edile | Mestre",222
Moretto Gio Batta,Via 28 ot. 6g,Mestre,Agenzie di trasporto,Mestre,222
Noro Itìo,Via 28 ot. 6g,Mestre,Agenzie di trasporto,Marghera,222
"Nardi Dario,S. Polo 2315,Venezia,,,Nardi Mario,Castello 6447,Venezia,,,Oniga Evo,S. Polo 1963,Venezia,,,Padovan Giovanni,Dorsoduro 2800,Venezia,,,Paglarin Erminio e F.,Burano,Venice,S. Martino Sinistra 720,SC H IDARI  -  M O B I L I  D' U F F I C I O  -  MACCHI N E  CO NTABI L I""","Via XXXI Marzo, n. 2288",VENEZIA,Agenzie di trasporto,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,222
