Name,Address,Location,Category,Additional Info,page
Becco Giovanni,V. Durando 8,Marghera,Riparazioni autoveicoli,Riparazioni autoveicoli,282
Boldrin Mirabello,Via Torre Belfre.,Mestre,Riparazioni autoveicoli,Riparazioni autoveicoli,282
Cavalcoro Sergio,"Piazz. Roma, n. 546 a.",Mestre,Riparazioni autoveicoli,Riparazioni autoveicoli,282
Cosma Rino e Franchini Bruno,Via Cappuccina 91,Mestre,Riparazioni autoveicoli,Riparazioni autoveicoli,282
La Marittima,S. Croce 360 A.,Dorsoduro,Riparazioni autoveicoli,Riparazioni autoveicoli,282
L’Antomeccanica di Fiorini e Aggujaro,Via F.lli Bandiera,Marghera,Riparazioni autoveicoli,Riparazioni autoveicoli,282
Nando Danilo,Viadei Garibaldi 28,Mestre,Riparazioni autoveicoli,Riparazioni autoveicoli,282
Calzavara Gino,S. Croce 926,Dorsoduro,Riparazioni barche e motori,Riparazioni barche e motori,282
La Marittima,S. Croce 360-A.,Dorsoduro,Riparazioni barche e motori,Riparazioni barche e motori,282
Biancato Alberto,Via Rosa 23,Mestre,Riparazioni calzature e cappelli,Riparazioni calzature e cappelli,282
Gallo Ferraro e C,S. Marco 295,Dorsoduro,Riparazioni calzature e cappelli,Riparazioni calzature e cappelli,282
La Rinnovatrice,S. Marco 295,Dorsoduro,Riparazioni calzature e cappelli,S. Bartolomeo,282
La Risoluatice di Wallusching Lucia,San Marco 5187,Dorsoduro,Riparazioni calzature e cappelli,Riparazioni calzature e cappelli,282
Busato Romano,Via della Pila 11,Marghera,Riparazioni carrozzerie per auto,Riparazioni carrozzerie per auto,282
Società Manutenzione Impianti Termo-igienici,"Via della Pila 11, San Marco 2026",Dorsoduro,Riparazioni impianti tecnici e igienici,SMIT,282
Ferraboschi Silvio,"Via della Pila 11, San Marco 2026",Venezia,Riparazioni riavvolgimenti macchine elettriche,"Impianti Costruzioni Elettriche Industriali, Tel. 25-647",282
Ditta Vecchi Valentino,Via Manin 29,Marghera,Riparazioni sacchi,ripar. e lavature sacchi sale per conto e Monopoli,282
Società Glacomo Stoker,"San Moise, 2052",Dorsoduro,Riscaldamento,"Termoconvettori, Termoaeratori, Umidificatori, Rappresentanti per il Veneto: S. A. Super Lux, Tel. 22-220; 26-986",282
Alessandrini Ugo,Via Lepanto 8,Lido,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Bizzarro Giovanni,S. Polo 2168,Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Castellino Carlo,S. Polo 1190,Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Grosso i Speier,S. Polo 1190,Dorsoduro,Riscaldamento e fumisterie,Saccassosola,282
Isabella Alberto,S. Luca 4066,Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Isabella I. e P.,Campiello Dolfin 5598,Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Lacchin Antonio,S. Marco 3661,Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Lonéga e Francesco (Ditta),"S. Polo, Carampano 1901",Dorsoduro,Riscaldamento e fumisterie,Riscaldamento e fumisterie,282
Pitter Carlo,"SS, Giovanni e Paolo, 6385",Dorsoduro,Riscaldamento e fumisterie,"Fumisteria e Impianti Idraulici e Termici, Tel. 24.801",282
SIRAM,San Luca 4557,Dorsoduro,Riscaldamento e fumisterie,Società Italiana Riscaldamenti,282
Rebuff F.lli Soc. in nome Collettivo,"Campo S. Felice 3883,54",Cannaregio,Riscaldamento e termosifoni,"Impianti e Forniture Industriali e Civili, Riscaldamenti Moderni, Idraulici, Sanitari, Elettricità ed affini, Officina Elettromeccanica, Saldatura Autogena, Tel. 22-086, Filiale Porto Industriale di Marghera Via G. Pepe 8, Telefono 50-228",282
Riseria Italiana Soc. An,"Campo S. Felice 3883,54",Mestre,Riserie,"Pullitura riso, Oleifici, Direzione e Stabilimento, Amministrazione, Via Giunini 3, Milano, Casella Postale, 32 | P. Marghera",282
Albergo Pensione Centauro e Belgrado,Campo Manin,Dorsoduro,Ristoranti,Ristoranti,282
Albergo Ristorante « Universo »,Lista di Spagna 121,Dorsoduro,Ristoranti,Ristoranti,282
Albergo Ristorante Rialto,(al Ponte di Rialto,Dorsoduro,Ristoranti,Ristoranti,282
Al Bottegon,S. Marco 1337,Dorsoduro,Ristoranti,Ristoranti,282
Alla Borsa,S. Marco Cl. delle Veste,Dorsoduro,Ristoranti,Ristoranti,282
Alla Vida,S. Croce 1507,Dorsoduro,Ristoranti,Ristoranti,282
Amadio Ugo,Gran Viale 8,Lido,Ristoranti,Albergo Ristorante Lido,282
Antica Trattoria « Al Colombo »,Gran Viale 8,Ristoranti,"Conduttore Cozzi Bernardo, Vasto e freschissimo ambiente all’aperto. Sale par banchetti. Cucina Veneziana sctittissima, Prezzi modici. Il sito più centrale di Venezia, calle del Teatro Goldoni, Tel. 22-627",S. Luca,282
Antico Trovatore,Calle delle Rasse 4531,Dorsoduro,Ristoranti,Ristoranti,282
Bar Ristorante « Arrigo »,San Marco 1323,Dorsoduro,Ristoranti,Ristoranti,282
Bece Feliciano,Dorsoduro 3254,Dorsoduro,Ristoranti,Ristoranti,282
Belvedere,Lido S. M. Elisabetta,Dorsoduro,Ristoranti,Ristoranti,282
Caffè Ristorante," ""Lista di Spagna 122""",Dorsoduro,Ristoranti,Ristoranti,282
Cavalletto » e « Doge Orseolo,"""Lista di Spagna 122"", San Marco calle Cavalletto 1107",Dorsoduro,Ristoranti,Ristoranti,282
Contenalle,"Cannaregio, 170",Dorsoduro,Ristoranti,Ristoranti,282
ZAGO F.LLI,"S. Polo, 1479",Dorsoduro,Ristoranti,"Ritratti artistici - Lavori industriali - Reparto elio. cinografico - vendita materiale fotoincinematografico, Telefono 24-296",282
