Name,Address,Location,Role,Profession,Additional Info,page
Suore Domenicane Infermiere,Calle Stagneri 5238 • telef 20227,SS. Apostoli,Pietro Apostolo,Torcello,",",96
Suore Domenicane Imeldine,"Campo S. Maria dei Miracoli, S. Cristoforo, S. Maria del Giglio",FAMIGLIE RELIGIOSE FEMMINILI,Casa madre,Torcello,",",96
Piccole Figlie di S. Giuseppe,"Campo S. Maria dei Miracoli, S. Cristoforo, S. Maria del Giglio",Asilo Tre Ponti,Pietro Apostolo,Torcello,",",96
Ancelle di Gesù Bambino,"Campo S. Maria dei Miracoli, S. Cristoforo, S. Maria del Giglio",Istituto Silvestri ai Gesuiti,Pietro Apostolo,Torcello,",",96
Suore Figlie di Maria Ausiliatrice,"Campo S. Maria dei Miracoli, S. Cristoforo, S. Maria del Giglio",Istituto Castello; Casa Auxilium, Lido,Torcello,",",96
Suore di S. Doreota,"Campo S. Maria dei Miracoli, S. Cristoforo, S. Maria del Giglio",Ospedale di Mestre; Casa di Ricovero di Mestre,Pietro Apostolo,Torcello,Istituto S. Filippo all'Angelo Raffaele,96
Suore Mantellate,Istituto S. Giuliana a S. Elena; Istituto S. Gioachino a Mestre; Casa di Cura Poliambulanza a Mestre,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",96
Suore Missionarie Regina Apostolorum,"S. Stefano, Calle Vetturi",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",96
Missionarie della Carità di D.r Orione,"S. Stefano, Calle Vetturi",Lido,Pietro Apostolo,Torcello,Orfanotrofio « La Fontaine »,96
Suore Sacramentine,S. Pietro in Bosco,Oriago-Borbiago,Pietro Apostolo,Torcello,",",96
Suore Salesie,S. Pietro in Bosco,S. Cassiano e Catecumeni,Pietro Apostolo,Torcello,",",96
Sorelle dei Poveri,S. Pietro in Bosco,Istituto alla 'Ca di Dio,Pietro Apostolo,Torcello,",",96
Suore Minime dell'Addolorata,S. Pietro in Bosco,S. M. Elisabetta di Lido,Pietro Apostolo,Torcello,Istituto Campostrini; Casa di cura e di educazione femminile,96
Suore Francescane di Cristo Re,S. Pietro in Bosco,S. Francesco della Vigna e Jesolo,Pietro Apostolo,Torcello,",",96
Terziarie Francescane Elisabettine,S. Pietro in Bosco,Casa di Ricovero; Casa di Mendicità; Ospedale dei Cronici; Asilo di Città Giardino a Lido,Pietro Apostolo,Torcello,",",96
Suore Missionarie Francescane di Gemona,S. Pietro in Bosco,Alberoni,Pietro Apostolo,Torcello,",",96
Figlie del Cuor di Gesù,Figlie della Chiesa,Lido, via Navarino,Torcello,",",96
Suore di S. Paolo,Figlie della Chiesa,S. Marco,Pietro Apostolo,Torcello,",",96
Commissario: Finzi cav. uff. Aldo. SS. Filippo e Giacomo,Chiesa di S. Giorgio e Cancelleria,"Calle Castagna, Ponte Storto",COMUNITA' ISRAELITICA,Torcello,",",96
Segretario,Chiesa di S. Giorgio e Cancelleria,FAMIGLIE RELIGIOSE FEMMINILI,COMUNITA' ISRAELITICA,Torcello,Cornoladì Benedetto,96
Pastore,S. Marco • Corte delle Ancore 999,FAMIGLIE RELIGIOSE FEMMINILI,CHIESA EVANGELICA METODISTA,Torcello,"""Angelo Incelli.""",96
Pastore,Pal. Cavagnis • S. Maria Formosa 5170,Abitazione ivi,CHIESA EVANGELICA VALDESE,Torcello,"""Rev. Ernesto Ayassot Lic. in Teologia.""",96
Distribuzione per tutto il VENETO. Servizio di giornali e riviste d'Italia,Pal. Cavagnis • S. Maria Formosa 5170,FAMIGLIE RELIGIOSE FEMMINILI,CHIESA EVANGELICA VALDESE,Torcello,",",96
