Name,Address,Location,Category,Additional Info,page,location_cleaned
Tommasi Maria,S. Vio 853,,Macchine calcolatrici,energia elettrica di trazione e telefoniche,237,True
Vittadello Alessandro,S. Marco 4594-A,,Macchine calcolatrici,energia elettrica di trazione e telefoniche,237,True
Zanetti Moreto,S. Marco 714,,Macchine calcolatrici,energia elettrica di trazione e telefoniche,237,True
Zecchini Claudio,S. Marco 4185-A,Marghera,Macchine calcolatrici,energia elettrica di trazione e telefoniche,237,False
Zen Romano,S. Polo 1034,,Macchine calcolatrici,energia elettrica di trazione e telefoniche,237,True
Soc. An. Linificio e Canapificio Nazionale,S. Polo 1034,,Linifici,S. Provolo,237,True
Regini F.lli,"S. Lio, Ponte S. Antonio",Marghera,Linoleum,Dermodili e Tele Cerate,237,False
Anonima Distilleria e Cantine Riunite «Viterium» Bizzarri e C.,"Lido, via Loredan n. 4",Marghera,Liqouri,",",237,False
Biondi L.,S. Marco 996,,Liqouri,",",237,True
Carino Alessandro,Castello 5110,,Liqouri,",",237,True
Chiocchetta Primo,Dorsoduro 2588,,Liqouri,",",237,True
Colonna Andrea,Cannaregio 5329,,Liqouri,",",237,True
Dalla Venezia Giovanni,Cann. 1506,,Liqouri,",",237,True
Distilleria Marschion e Liquori Romano Vanhay,Castello 6041,,Liqouri,",",237,True
Gaspirini rag. Romeo,S. Croce 2149,,Liqouri,",",237,True
Gianolla e C.,Giudecca 204,,Liqouri,",",237,True
Lacchin G.,Castello 5889,,Liqouri,",",237,True
Lamberti e Stagliano,"Lido, via Doge Micheli 10",Marghera,Liqouri,",",237,False
Luxardo Girolamo,S. Croce 846,,Liqouri,",",237,True
Martire Umberto,Cannaregio 2432,,Liqouri,",",237,True
Meazza Ines in D’Indini,Cann. 3685-B,,Liqouri,",",237,True
Munarin rag. Guido,Cannaregio 6131,Marghera,Liqouri,",",237,False
Peggiato Umberto di Federico,"S. Simeone, 734",,"Vini, Liquori, Alimentari, Rappresentanze e Depositi",Tel. 25-061,237,True
