Name,Address,Location,Category,Additional Info,page
Messaggerie Venete S. A.,"S. Marco, 5288",Murano,Giornali Riviste,"saponi,  affini, vendita",196
Bampa Giovanni,S. Marco 787,Murano,Divise,"saponi,  affini, vendita",196
Casa di Confezioni Ceriello,SS. Filippo e Giacomo 5275,Murano,Divise,"saponi,  affini, vendita",196
Centis e C.,Ponte dell’Olio 5547,Murano,Dolciumi,industria,196
Dinon Mario,"Ponte dell’Olio 5547, Castello, 3306",Murano,"Dolciumi, Pasticceria, Liquori, Vini",industria,196
I.T.M.A.,Via Elettricità,Marghera,Industria Torroni Marmellate ed Affini,industria,196
Zuliani Pietro,S. Polo 950,Murano,Dolciumi,industria,196
Baccalin Carlo,Viale S. M. Elisabetta 18 e 98,Lido,Dolciumi,ingrosso,196
Biagiogetti Pia,"Viale S. M. Elisabetta 18 e 98, Castello 5764",Murano,Dolciumi,ingrosso,196
Caberlotto R. A.,Piazza Umb. I,Mestre,Dolciumi,ingrosso,196
Delser Carlo e F.lli,Cannaregio 2326,Mestre,Via Piave 31,ingrosso,196
Deri Luigi,"Cannaregio 2326, Castello 5058",Murano,Dolciumi,ingrosso,196
Fregan Giobatta,Cannaregio 3795,Murano,Dolciumi,ingrosso,196
Mungaiuli Credeno,Cannaregio 2669 A,Murano,Dolciumi,ingrosso,196
Miglietta Domenico,Via Fiume 73,Mestre,Dolciumi,ingrosso,196
Olmini Guido,Via Carducci 23,Mestre,Dolciumi,ingrosso,196
Pellegrinotti Mario (ditta),Cannaregio 6025,Murano,Dolciumi,ingrosso,196
Piccolomati Giuseppina,S. Polo 580,Murano,Dolciumi,ingrosso,196
Rigarello Vittorio,Castello 5469,Murano,Dolciumi,ingrosso,196
Scanferlin Bruno,Cannaregio 4584,Murano,Dolciumi,ingrosso,196
Spagnol Emilio,"S. Polo, 1065",Murano,Dolciumi,ingrosso,196
Tommasini Marcello,V. Mestrina 10,Mestre,Dolciumi,ingrosso,196
Picotti Paolo,Campo S. Marina 5887,Murano,Doratura,ingrosso,196
Tramontin Mario,S. Marco Calle Fiubera 945,Murano,Doratura,ingrosso,196
Ballarin e Flebus,"S. Polo, 3605",Murano,Droghe,lavorazione,196
« Indiana » S. A.,San Severo 4930,Murano,Droghe,lavorazione,196
Industria Droghe,"San Severo 4930, S. Marco 3575",Murano,dolciumi e affini,lavorazione,196
Paolini e Villani,"San Severo 4930, S. Marco 3575, San Marco 5042",Murano,Droghe,lavorazione,196
Pierri Carlo,Cannaregio 5345-A,Murano,Droghe,lavorazione,196
Pilotto Pierino,SS. Apostoli 5512,Murano,Droghe,lavorazione,196
Succ. Italo Irientale,SS. Apostoli 5512,Castello,Droghe,lavorazione,196
Bric Giorgio,"SS. Apostoli 5512, Castello 5647 A",Murano,Droghe,commercio,196
Caberlotto P. A.,Piazza Umb. I,Mestre,Droghe,commercio,196
C.I.C.,"Piazza Umb. I, Castello 5283",Murano,Casa importazione caffè di Linda Montecchio,commercio,196
Compagnia Veneziana delle Spezie ing. Alessandro Barubao,"Piazza Umb. I, Castello 5283, S. Marco 4099",Murano,Droghe,commercio,196
Pellegrinotti G. e C.,S. Polo 1518,Murano,Droghe,commercio,196
Vianello Giovanni Antonio,"S. Polo 1518, S. Marco 500",Murano,Droghe,commercio,196
Baratella Mario,Via G. Pepe 10,Marghera,Drogherie,commercio,196
Bernach succ. Cattaneo e Funes,"Via G. Pepe 10, S. Marco 5169",Murano,Drogherie,commercio,196
Breda Costantino,Cannaregio 3577,Murano,Drogherie,commercio,196
Caberlotto R. A.,Via Piave,Mestre,Drogherie,commercio,196
Casella Giuseppe,Cannaregio 3236,Murano,Drogherie,commercio,196
Cellere Ines,Cannaregio 321,Murano,Drogherie,commercio,196
D’Indri Antonio,"Cannaregio, 3689",Murano,Drogherie,commercio,196
Farina Attilio,"Cannaregio, 3689, S. Marco 5468",Murano,Drogherie,commercio,196
Fensu Maria,P. Marghera Via G. Pepe,Murano,Drogherie,commercio,196
Giacomelli Ruggero,S. Polo 371,Murano,Drogherie,commercio,196
Idea,"S. Polo 371, S. Marco 5042",Murano,Industria Droghe e affini,commercio,196
Levi,"S. Polo 371, S. Marco 5042, Cannaregio 5643",Murano,Drogherie,Moreno Diomede,196
Libera Vittorio,Dorsoduro 2852,Murano,Drogherie,commercio,196
Ma-angoni Celeste,Cannaregio 4273 B,Murano,Drogherie,commercio,196
Nicoletti Rino,Dorsoduro 3764,Murano,Drogherie,commercio,196
Nordio Giacomo,S. Polo 2245,Murano,Drogherie,commercio,196
Pellegrinotti Mario,Cannaregio 6025,Murano,Drogherie,commercio,196
Rizzo Osvaldo,"Cannaregio 6025, Castello 1919",Murano,Drogherie,commercio,196
Sagela Francesco,"Cannaregio 6025, Castello 1919, S. Polo 2846",Murano,Drogherie,commercio,196
S. A. Giurin Umberto e Figli,"Cannaregio 6025, Castello 1919, S. Polo 2846, S. Marco 2807",Murano,Drogherie,commercio,196
Società italo-orientale,"Cannaregio 6025, Castello 1919, S. Polo 2846, S. Marco 2807",Murano,Drogherie,Porto Marghera,196
Spagnol Emilio,S. Polo 1065,Murano,Drogherie,commercio,196
Tadinonich Pietro,"S. Polo 1065, Castello 3962",Murano,Drogherie,commercio,196
Zunetto A.,S. Polo 2565,Murano,Drogherie,commercio,196
Mecoannuffolo,S. Polo 2565,Murano,Duplicatori,"Duplicatori,  Italriproduttici,  Fotsottili,  Apparecchio riproduttore O.R.",196
M.A.I.G.,Via XXII Marzo 2402,Calle Fiubera,Duplicatori,Tel. 22-507,196
Disastri Luigi,Via Rizzardi 9,Marghera,Ebanisti,commercio,196
Gasparini Giovanni,v. Torre Belfredo 12,Mestre,Ebanisti,commercio,196
Massuato Antonio,S. Croce 2086,Murano,Ebanisti,commercio,196
Valle Natale,S. Croce 60,Murano,Ebanisti,commercio,196
S.A.D.E.,S. Croce 60,Murano,Elettricità,"Azienda « Cellina », Distribuzione di energia elettrica nella provincia di Venezia, Direzione S. Luca 4423A Telefono 26-068",196
Società Adriatica di Elettricità,S. Croce 60,Murano,Elettricità,"Elettricità, Azienda idroelettrici, Impianti di produzione e trasporto energia elettrica. Direzione S. Luca 4423-A, Telefono 26-064",196
Ditta Ballarin e Flebus,S. Polo N. 2605,Murano,Industria Commercio Droghe,INSETTICIDI :: AFFINI VENEZIA - Telefono N. 23-718,196
