Name,Address,Location,Category,Additional Info,page,location_cleaned
Ivangelista Itro Impresa (I. V. 1.),"Via Terraglia, 26",Marghera,Mesltre,Impresa per lavorazione e montaggio tubazioni,221,False
Villotta Cesare,"Via Terraglia, 26",Marghera,Imprese ed appalti vari,riparature e manutenzioni,221,False
Acciavatti Emilio,Via Motta 47,Mestre,Imprese ed appalti vari,(fabbriche),221,False
Sempl. Veneta Costruzioni Giuseppe Sacchi e C.,4 Cantoni I-B,Mestre,Imprese ed appalti vari,(fabbriche),221,False
A.C.L S.A.,San Marco 4261,,Imprese ed appalti vari,(fabbriche),221,True
Calzaiuoli Costruzioni Edilizie,San Marco 4261,,Cannaregio 2325,(fabbriche),221,True
Costruzioni Edifili,San Marco 453,,Imprese ed appalti vari,(fabbriche),221,True
Antonellio ing. Gino,S. Marco 538,,Imprese ed appalti vari,(fabbriche),221,True
Avangeliu,S. Marco 538,-,"S. Marco 3416""",(fabbriche),221,False
Az.in Giuseppe,Cannaregio 4611,,Imprese ed appalti vari,(fabbriche),221,True
Barch journaldo e Figli,S. Rocco 3080-P,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Bachillin ing. Enrico,S. Polo 3080,,Imprese ed appalti vari,(fabbriche),221,True
Baldin Emilio,S. Polo 3080,,Imprese ed appalti vari,(fabbriche),221,True
Barbato Sante,S. Lorenzo 5126,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Barbato Giuseppe,S. Lorenzo 5126,Murano,fdm. S. Lorenzo,(fabbriche),221,False
Barbin Giargo,S. Lorenzo 5126,Mestre,Via E. Toti 9,(fabbriche),221,False
Bari Alfredo,S. Apostoli 4807,,Imprese ed appalti vari,(fabbriche),221,True
Bastianello F.lli,Cannaregio 4479,,Imprese ed appalti vari,(fabbriche),221,True
Bedenild Luigi,S. Polo 1568,,Imprese ed appalti vari,(fabbriche),221,True
Bettini M.,S. Polo 1568,,Via Motto Grappa 4,(fabbriche),221,True
Bidoni Giovanni,Dorsoduro 2453,,Imprese ed appalti vari,(fabbriche),221,True
Bidorini Giuseppe,S. Simeone Piccolo 692,,Imprese ed appalti vari,(fabbriche),221,True
Bigo Vittorio,S. Simeone Piccolo 692,,Imprese ed appalti vari,(fabbriche),221,True
Biral Ferruccio,S. Fosca 2157,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Biscaro Pietro e Figli,S. Fosca 2157,Mestre,Viale Stazione 16,(fabbriche),221,False
Boato Geom. Arigelo,S. Marco 207,,Imprese ed appalti vari,(fabbriche),221,True
Boato Mario,Dorsoduro 2403-B,,Imprese ed appalti vari,(fabbriche),221,True
Bortoluzzi Giovanni,S. Polo 2218,,Imprese ed appalti vari,(fabbriche),221,True
Brancaleon e Chiariato,S. Croce 582,,Imprese ed appalti vari,(fabbriche),221,True
Brovazzo geom. Agostino,S. Croce 582,,Imprese ed appalti vari,(fabbriche),221,True
Brunoli geom. Angelo,S. Polo 641,,Imprese ed appalti vari,(fabbriche),221,True
Bruscagnin Alessandro,Cannaregio 3434,,Imprese ed appalti vari,(fabbriche),221,True
Busetto Pietro,Castello 1340,,Imprese ed appalti vari,(fabbriche),221,True
Callegaro e Brizzi,Castello 1340,,Terragliole,(fabbriche),221,True
Campese Edoardo Giovanni,Castello 1340,,Via M. Bragadin 6,(fabbriche),221,True
Cardazzo Flaminio,Cannaregio 3560,,Imprese ed appalti vari,(fabbriche),221,True
Cardazzo Vincenzo,S. Girolamo 2980,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Carminati Nodi,S. Girolamo 2980,Lido,Via Palenzo 15,(fabbriche),221,False
Carnelos Giuseppe,S. Polo 857,,Imprese ed appalti vari,(fabbriche),221,True
Carosio Ing. Cleto,S. Polo 857,,Porto Industriale,(fabbriche),221,True
Carmin Carlo,S. Polo 857,,Imprese ed appalti vari,(fabbriche),221,True
Cassiodi Gius.,S. Polo 857,,Via F.lli Banidera 69,(fabbriche),221,True
Cattelan Rino,fond. Misericordia 2528,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Cavallini Francesco,fond. Misericordia 2528,Lido,Via M. Polo 15,(fabbriche),221,False
Cavivazzo Comm.,"fond. Misericordia 2528, Cannaregio 5626-AD",,Imprese ed appalti vari,ing. Giovanni Girolamo,221,True
Cecchinato Guerrino,"fond. Misericordia 2528, Cannaregio 5626-AD",,Via Cappuchina 45,(fabbriche),221,True
Cecoto ing. Rice.,S. Lorenzo 5085,Marghera,Imprese ed appalti vari,(fabbriche),221,False
Certi Ilio,S. Lorenzo 5085,Mestre,Via Piave,(fabbriche),221,False
Cherotto Eugenio,Castello 4717,,Imprese ed appalti vari,(fabbriche),221,True
Cimanosto Emilio,Castello 4717,Treporti,Imprese ed appalti vari,(fabbriche),221,False
C.I.M.E. Compagnia Immobiliare Edile,S. Marco 1126,,Imprese ed appalti vari,(fabbriche),221,True
Colletti Giovanni,Castello 3542,,Imprese ed appalti vari,(fabbriche),221,True
Codardo Paolo,Dorsoduro 2405,,Imprese ed appalti vari,(fabbriche),221,True
Consorzio Sociale del Montello,Cannaregio 9519,fra cooperativa di produzione e lavoro della provincia di Treviso,Imprese ed appalti vari,(fabbriche),221,False
Cooperativa IndrcifilileMpllestrina,"Cannaregio 9519, Via Oliva 38",Marghera,Imprese ed appalti vari,Pellestrina,221,False
Cooperacivo Forniture Nuova Speranza,Cannaregio 5031,,Imprese ed appalti vari,(fabbriche),221,True
Cooperativa Edile di Pellestrina,"Cannaregio 5031, Sesterie uuest1ti 180",,Imprese ed appalti vari,Pellestrina,221,True
Cult.ti Zilli Adolfo,"Cannaregio 5031, Sesterie uuest1ti 180",,Via Torre Belfredo,(fabbriche),221,True
Danella Dominco,"Cannaregio 5031, Sesterie uuest1ti 180",,"Impresa Costruzioni Edilizie, Lavori edilizi in cemento armato, ferro e legno",(fabbriche),221,True
Dial Maschio Valentino e Figli,S. Croce 5678,Marghera,Impresa edile, Costruzioni in Cemento,221,False
De Lurna Rina Alessandro,"Burano ""Daffan 125, ,,Dal Maschio Antonio,S. Rocco 3098,,Dell'Aman Antonio,Cannaregio 3038,,Del Basso Eugenio,,Burano,Via Galuppi 107Favera Giovanni,S. Polo 1671,,Dotto Domenico,S. Trovaso 1908,,D' Este Alessandro,Lido In Al,b.ero 3885,,Fabian Giovanni,,Carpenedo,Via Trezzo 22D' Este Alessandro,Burano Daffan 3125",,",,Direzione per la costruzione del Tempio Votivo di Lido,Conte di L'albero 38851,,De Bernardi Domenico,Cannaregio 2446,,De Rossi Antonio,,Mestre,Via Mestrina 62Dei Rossi Engleo,,Burano,S. Mauro 121","Donadon Giuseppe,,Lido,Via Bragadin 12Duranti Attilio,,Mestre,Edile Società Venetà Costruzioni, Soc. a. r. I.,,Lido,Via Malamocco 3Edilitechina Sinieta. M cior seo_ del Popolo 210  ElUSRci  Hasco  54713,, , ",221,True
Nastin Vincenzo,S. Croce 2006,,Imprese ed appalti vari,(fabbriche),221,True
Ferra.il F.lli Felice 3784,S. Croce 2006,,Imprese ed appalti vari,(fabbriche),221,True
Ferrari Primo e Camata,Giudecca 463,,Imprese ed appalti vari,(fabbriche),221,True
V.E.T.R.l'AL S.A,Giudecca 463,Venezia,Pavimentazione rivestimenti murale vetrosi,(fabbriche),221,False
