Name,Address,Location,Role,Profession,Additional Info,page
Scattferin Bruno,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,arte antica,",",67
Martiniuzzi Giorgio,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,merletti,67
Ceccato Amedeo,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,orologie," argenterie,  orologerie",67
Ratti dr. Donato,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,prodotti siderurgici e metallurgici,",",67
Badida Giovanni,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,materiali ferrosi da riutilizzo,",",67
Pellegrini Giuseppe,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,macchine per ufficio,67
Da Molin rag. Domenico,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,vetro e ceramica,",",67
Tolotti Ferruccio,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,ottica,67
Ferruzzi Giuseppe,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,fotografia,67
Ricordi Peicle,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,radio e accessorii,",",67
Bortol6 cav. Effote,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,elettricità ed idraulica,",",67
Bagatrotto Ernesto,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,legnami da lavoro,67
Nunoa Vais Ercole,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,materiali da costruzione,",",67
cav. Segusio Alberto,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,mobili,",",67
Franco Angelo,Via Manin,,pelli, cuoi ed affini,",",67
Fontana Armando,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,rivieditori zenergi ni Monopolio,",",67
Patesio Guattero,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,grossisti combustibili e solidi,",",67
Vianello Carlo,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,detàglian- ti legna e charbonc,",",67
Gramaglia Giusepp,Via Manin,,colori e vernici,Società in NOME COLLETTIVO,",",67
Perdibon rag. Luiggi,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,grossisti spettaclli medicinali,",",67
Ferardi üinsto,Via Manin,,- GUIDA COMMERCIALE 01 VENEZIA E PROVINCIA,Società in NOME COLLETTIVO,stacce i edundenti usati.,67
Sigg. Baccialino Gino,"S. Luca, Calle Bombo 3779",,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Presidente,",",67
Colusnt Ing. Aldo,S. Luca 4580,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Roccheuto Mario,D.D. 3024,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Carlo Francesco,D.D. 3602,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Saletta Giuseppe,D.D. 2772,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Scarpa Giuseppe,Castello 2455,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Sponzi Antonio,Castello 1825,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",67
Sig. Fulgenzi Guido,"S. Luca, Calle Bembo 4779",,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Presidente,",",67
Sigo. Tngnautto Tiziano,"S. Luca, Calle Bembo 4779",,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Vice Presidente,",",67
Sigg. Baldi cav. uff. Antonio,"S. Luca, Calle Bembo 4779",,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Gruppo Ristoranti trattorie,",",67
S. Fantini,"S. Luca, Calle Bembo 4779",,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Biasiini Gino,S. Croce 271,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Dema Arturo,S. Marco 1865,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Ongarato Arturo,Castello 5471,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Zoppi cav. Erlrico,S. Marco Campo La Fenire,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Sigg. Bergamin Vittorio,D. Duro 1419,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,"Gruppo: Caffé, bar, bottigliere, birrierc",",",67
