Provincia,Section,Role_or_Profession,Name,Address,page
MIRANO,UFFICI AMMINISTRATIVI,Sindaco,Morgante Tullio,,537
MIRANO,UFFICI AMMINISTRATIVI,Segretario Comunale,Paganella Guido,,537
MIRANO,UFFICI AMMINISTRATIVI,"Esattoria Comunale, Banca Popolare",Coop. di Novara, succ. di Mirano,537
MIRANO,UFFICI AMMINISTRATIVI,Ingegnere,Muneratti ing. cav. uff. Giovanni,,537
MIRANO,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Montanari D. Antonio,,537
MIRANO,UFFICI AMMINISTRATIVI,Direzione scolastica del Circolo di Mirano,D. Didattica: Piccoli Elisabetta,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Martello cav. Costante,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Grimaldo Giuseppe,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,ing.° Pasqual,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Cavicchioni Aldo,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Zena° Mocal Anquaa,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Midea Di Stasi Anna,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Massimi Ettore,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,De Pra Ferruccio,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Diutra Albetrumelli Luigia,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Pradolini Menegon oaldona,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Fabris Scatugio,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,egio Antonietta,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Favero aheiro,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Pegoraro Maria,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Polagna Luigi,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Da Pont Luisa,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Pagosain Maria,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Bugato Celuia,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Bongolo Angelina,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Pezzoni Giovanna,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Gregio Jole,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Pesavento Margherita,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Misserochi Ada,,537
MIRANO,UFFICI AMMINISTRATIVI,Maestri elementari,Boccato Lidia,,537
