Provincia,Section,Role_or_Profession,Name,Address,page
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Laterzi (Fabbriche),Società Anonima Fornaci Cavasin,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Macellerie,Bedeschi Rina,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Macellerie,Carraro Giuseppe,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Macellerie,Fr.lli Tasso,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Manifatture, mercerie e filati,Turato Luigi,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Manifatture, mercerie e filati,Moretti Maria,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Mediatori,De Pieri Palmiero,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Mediatori,Tessari Luigi,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Mediatori,Simion Candido,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Mobili comuni da g. lusso,Casarin Ettore,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Mulino,Dal Col Giua,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Officine meccaniche,Zara Giuseppe,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Officine meccaniche,Perale Primo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Oreficieri,Franceschini Vittorio,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Panifici,Pasqualetto Fratelli,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Panifici,Tasso Fr.lli,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Pesa pubblica,De Dona Ugo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),Pellizzon Giacomo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),Fezuglia Amelia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),Piva Teresa,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Pollerie (Grossisti),Marchiori Pietro,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sgagneria,Salviato Martino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sgagneria,Nalesco Candido,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Salumerie,De Dona Umberto,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Salumerie,Scandeler Laiigi,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Salumerie,Semenzato Antonio,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Salumerie,Visentin Guagliemo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Bortolozzo Amelia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Furlan Eugenio,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Magnete Primo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Orti Edvige Stella,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Lugato Elena,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Sartorie,Pellizzaro Amorino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Scope ed segatura,Basso Giuseppe,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Scope ed segatura,Nalesco Candido,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Scope ed segatura,Carraro Vassilli,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Scope ed segatura,Salviato Marino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Spazzole e prodotti affini (Lavorazione),Carraro Vassilli,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Spazzole e prodotti affini (Lavorazione),Salviato Martino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,Farroni Oesto,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,Fuvaro Giuseppe,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),Borto Ofelia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),Depierpi Palmjro,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),Franceschina Amelia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),De Dona Ugo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),Gallo Ida,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendita generi di monopolio dello Stato),Visentin Gngliemo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Bellinato Giuseppe,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Dainesse Maria,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Borto Ofelia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Franceschini Agostino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Gallo Ida,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Naletto Giovanni,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Nalesco Luigi,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Gatto Bianca,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Battistella Virgino,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Micheluz Luigia,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Bertoldo Elena,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Pasuch Teresa,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Visentin Guglielmo,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Vini (Negozianti, Produttori),Tessari Eugenio,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Vini (Negozianti, Produttori),Tessari Modesto,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Vini (Negozianti, Produttori),Ferroni gem. Domenico,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Vini (Negozianti, Produttori),Tessari Pietro,,565
SALVIATO MARTINO,COMMERCIO E INDUSTRIA,Zoccolai,Spolaor Guerino,,565
STRA,UFFICI AMMINISTRATIVI,Sindaco,Barbato Dionisio,,565
STRA,UFFICI AMMINISTRATIVI,Segretario Comunale,Spezzati Gastone,,565
STRA,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Dr. G. Baduiani,,565
STRA,UFFICI AMMINISTRATIVI,Veterinario (Consorziale con Vigomovo),Dr. Giorgio Pussin,,565
STRA,UFFICI AMMINISTRATIVI,Esattore Comunale,Monte di Bologna,Esattoria Comunale, Dolo,565
STRA,UFFICI AMMINISTRATIVI,Conciliatori,Don, Silvio,,565
STRA,UFFICI AMMINISTRATIVI,Vice Conciliatore,Vettorel dr. Giuseppe,,565
STRA,UFFICI PUBBLICI,Ufficio P. S.,Mestre,,565
STRA,UFFICI PUBBLICI,Carabinieri,Stra, Via Nazionale,565
STRA,UFFICI PUBBLICI,Ufficio Ipoteche,Venezia,,565
STRA,UFFICI PUBBLICI,Ufficio Registro,Dolo,,565
STRA,UFFICI PUBBLICI,Agenzia Imposte,Dolo,,565
STRA,UFFICI PUBBLICI,Ufficio Postale,Stra e Paluello di Stra,,565
STRA,UFFICI PUBBLICI,Telefono Pubblico,Stra,,565
STRA,UFFICI PUBBLICI,Parroci,Cavazzana Don Romolo,,565
STRA,UFFICI PUBBLICI,Parroci,Lorenziga Don Cesare,,565
STRA,UFFICI PUBBLICI,Parroci,Bizzotto Don Gino,,565
STRA,ISTITUZIONI,Federazione Prov.le del Commercio,Delegazione di Dolo,,565
STRA,ISTITUZIONI,Associazione Madri e Vedove dei Caduti in Guerra,,,565
STRA,ISTITUZIONI VARIE,Istituto del Nastro Azzurro fra decorati al V. M.,Gruppo di Stra,,565
STRA,SOCIETÀ DI MUTUO SOCCORSO E SPORTIVE,Società di M. S. interna nel Calzaturificio Eredi di Voltan,,,565
STRA,PROFESSIONISTI,Farmacisti,Mori Dr. Maria,,565
STRA,PROFESSIONISTI,Medici,Bodurian Dr. Giovanni,,565
STRA,PROFESSIONISTI,Ostetriche,Stoppa Nella,,565
STRA,SALE DI DIVERTIMENTO,Sala da ballo,Casa del Popolo,,565
STRA,COMMERCIO E INDUSTRIA,Apicoltori,Barbuto Gio. Battista,,565
STRA,COMMERCIO E INDUSTRIA,Autotrasporti,Baldan Antonio,,565
STRA,COMMERCIO E INDUSTRIA,Autovetture (noleggio),Moro Paolo,,565
STRA,COMMERCIO E INDUSTRIA,Banche,Cassa di Risparmio di Venezia,,565
STRA,COMMERCIO E INDUSTRIA,Banche,Cassa Rurale di Prestiti di Stra,,565
STRA,COMMERCIO E INDUSTRIA,Bandi ed Ottoniami,Marin Giuseppe,,565
STRA,COMMERCIO E INDUSTRIA,Bandi ed Ottoniami,Pennazazzo Giocondo,,565
STRA,COMMERCIO E INDUSTRIA,Barbieri,Baldan Aurelio,,565
STRA,COMMERCIO E INDUSTRIA,Barbieri,Lazzano Giorgio,,565
STRA,COMMERCIO E INDUSTRIA,Barbieri,Zoccarato Bruno,,565
VENEZIA,duse,OFFICINA RIPARAZIONI MACCHINE PER SCRIVERE,VENEZIA,VIA XXII Marzo, 2288 - Telefono 25-889,565
