Name,Address,Location,Category,Additional Info,page
Vangelista Itto Impresa,Castello 42, Via Terraglio, 26,"Mestre, , Impresa per lavorazione e montaggio tubazioni e serbatoi in ferro e metalli per tutte le industrie. Saldature ossigeno ed elettrici,  che,  impianti riscaldamento,  Sanitari,  Acquedotto | Mestre",221
Villotta Cesare,"Castello 42, Gazzera 58",Marghera,Mestre,"riparaz. e manutenz.,  bisinar] FF.,  SS. | Mestre",221
Campese Edoardo Giovanni,"Lido, Via M. Bragadin 6",Lido,Imprese edili,Category: Ghiacciaie,221
Carminati Noè,"Lido, Via Paremo 15",Lido,Imprese edili,Category: Ghiacciaie,221
Cavallini Francesco,"Lido, Via M. Polo 15",Lido,Imprese edili,Category: Ghiacciaie,221
Donadoni Giuseppe,"Lido, Via Bragadin 12",Lido,Imprese edili,Category: Ghiacciaie,221
Edile Società Veneta Costruzioni,"Lido, Via Bragadin 12, Via Malamocco 3",Lido,Lido,Lido,221
Faccioli dr. Amleto,"Lido, Via Bragadin 12, Via Malamocco 3", Alberoni,Imprese edili,", | Lido",221
Acciavatti Emilio,"Lido, Via Bragadin 12, Via Malamocco 3, Via Motta 47",Mestre,Imprese edili,Mestre,221
"Acr. Sempl., Veneta Costruzioni Giuseppe Sacchi e C.","Mestre, 4 Cantoni 1-B",Mestre,Imprese edili,Category: Ghiacciaie,221
Bardin Biagio,"Mestre, 4 Cantoni 1-B, Via E. Toti 9",Mestre,Imprese edili,Mestre,221
Bettini M.,Mestre. Via Monte Grappa 4,Mestre,Imprese edili,Category: Ghiacciaie,221
Biscaro Pietro e Figli,"Mestre. Via Monte Grappa 4, Viale Stazione 16",Mestre,Imprese edili,Mestre,221
Brovazzo geom. Agostino,"Mestre. Via Monte Grappa 4, Viale Stazione 16",Mestre,Imprese edili,Carpenedo,221
Bruscagnin Alessandro,Cannaregio 3434,Mestre,Imprese edili,Category: Ghiacciaie,221
Callegaro e Brizzi,Cannaregio 3434, Terraglio,Imprese edili,Carpenedo,221
Cassiodi Gius.,Mestre Via F.lli Bandiera 69,Mestre,Imprese edili,Category: Ghiacciaie,221
Cecchinato Guerrino,"Mestre Via F.lli Bandiera 69, Via Cappuccina 45",Mestre,Imprese edili,Mestre,221
Chinotto Eugenio,Castello 4717,Mestre,Imprese edili,Category: Ghiacciaie,221
"Edilintecchia Società a. r. l., Mestre",Corso del Popolo 20,Mestre,Imprese edili,Category: Ghiacciaie,221
Rigo Vittorio,Corso del Popolo 20,Mestre,Imprese edili,Carpenedo,221
Duranti Attilio,Corso del Popolo 20,Mestre,Imprese edili,Mestre,221
Fabbian Giovanni,Corso del Popolo 20, Via Trezzo, 22,", | Ca^penedo",221
Barbato Giuseppe,Murano fdm. S. Lorenzo,Murano,Imprese edili,Category: Ghiacciaie,221
Carosio Ing. Cleto,Murano fdm. S. Lorenzo, Porto Industriale,Imprese edili,Marghera,221
Danella Domenico,"Ufficio S. Leonardo 1863 a, Tel. 25-120, Cantiere : Marghera, Via delle Macchine, 1 Tel. 50-680",Marghera,Imprese edili,"Impresa Costruzioni Edilizie,  Lavori edilizi in cemento armato,  ferro e legno,  Ponti,  Strade ecc. ecc.,  inserita all'albo degli Appaltatori per l'importo di L. 10.000.000",221
