Name,Address,Location,Category,Additional Info,page,location_cleaned
Benvenuti Giacomo,Via Manin,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Bertocco Giuseppe,Via Tesera 430,Favaro Veneto,Vini (grossisti),Category: Vetri industriali,317,False
Biscontini Cristiano,"Via Tesera 430, Dorsoduro 992",,Vini (grossisti),Category: Vetri industriali,317,True
Bolla F.lli,S. Salvatore 5228,,Vini (grossisti),Category: Vetri industriali,317,True
Bonecchi Valente,"S. Salvatore 5228, S. Polo 2759",Lido,Vini (grossisti),Category: Vetri industriali,317,False
Bonotto P. A e Figli,Premiate Cantine S. Polo di Piave (Treviso),Deposito di Venezia, S. Cassiano," Calle della Regina,  2198 A, , ",317,False
Breda Pasquale,Via Cappuccina 32,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Calò Giovanni,"Cannaregio, 5224 - 25 e 1305",,Vini (grossisti),Category: Vetri industriali,317,True
Canena Angelo,Castello 6165,,Vini (grossisti),Category: Vetri industriali,317,True
Cantina Sociale Coop. di Tezze di Piave,Castello 5490,,Vini (grossisti),Category: Vetri industriali,317,True
Ca-bonem. Achille,"Castello 5490, Castello 4682 A",,Vini (grossisti),Category: Vetri industriali,317,True
Carrer Giuseppe,"Castello 5490, Castello 4682 A",,Vini (grossisti),Category: Vetri industriali,317,True
Cattapan Basilio ed Elia Luigi,Via Palazzo 4,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Cazzador Mario,Via Gazzera al Forte 24,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Cecchetti Giacomo,Via Cattapan 121,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Cecchiciano Angelo,Via Cattapan 121,Carpenedo,Vini (grossisti),Category: Vetri industriali,317,False
Cestari Bianca,Via Com. Zugna,Mestre,Vini (grossisti),Category: Vetri industriali,317,False
Colonna Andrea,"Via Com. Zugna, Cannaregio 3289",,Vini (grossisti),Category: Vetri industriali,317,True
Colussi Eugenio e Figli,Santa Croce 89,,Vini (grossisti),Category: Vetri industriali,317,True
Coag.regazione Armena,"Via Com. Zugna, Cannaregio 3289, Cann. 1697 A", Bura,Vini (grossisti),Mechitaristi,317,False
Cons. Martino,Depos. 5,Lido,Vini (grossisti),Category: Vetri industriali,317,False
Consorzio Veneziano Importazione Vini — Soc. a. r. l.,Santa Croce 89,Lido,Vini (grossisti),Category: Vetri industriali,317,False
Costantini Emilio,Via Pontinello 187,Burano,Vini (grossisti),Category: Vetri industriali,317,False
