Name,Address,Location,Role,Profession,page
Bertuzzi dr. Vittorio,Campo S. Angelo 3584,,Direttore Regionale,UFFICIO REGIONALE DEL LAVORO,65
Fadda dr. Giorgio,Campo S. Angelo 3584,,Segretario Regionale,UFFICIO REGIONALE DEL LAVORO,65
Borin on. Iginio,Campo S. Angelo 3584,,Segretario,CAMERA CONFEDERALE DEL LAVORO,65
Crosara Carlo,Campo S. Angelo 3584,,Segretario,CAMERA CONFEDERALE DEL LAVORO,65
Cavallari Nerino,Campo S. Angelo 3584,,Segretario,CAMERA CONFEDERALE DEL LAVORO,65
Cavallari Ercole,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Chiozzotto dr. Umberto,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Zennaro Marcello,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Brustolon Arturo,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Dri. di Norberto,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Scola Giuseppe,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Vianello Federico,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Pastrello Mario,Campo S. Angelo 3584,,Comitato esecutivo,CAMERA CONFEDERALE DEL LAVORO,65
Ing. Paolo Grangier,"S. Barnaba, Calle Giustinian",,Direttore,ISPETTORATO DEL LAVORO,65
N. N.,"Palazzo Giovanelli, Santa Fosca 2292",,Presidente,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,65
Saggiore dr. Enzo,"Palazzo Giovanelli, Santa Fosca 2292",,Direttore,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,65
Garioni dr. Roberto,"Palazzo Giovanelli, Santa Fosca 2292",Mestre,Pres.,Sezioni Mandamentali,65
Pezzoni Avv. Franco.,"Palazzo Giovanelli, Santa Fosca 2292",Mirano,Pres.,Sezioni Mandamentali,65
Iama Carlo,"Palazzo Giovanelli, Santa Fosca 2292",S. Donà di Piave,Pres.,Sezioni Mandamentali,65
Veronese Ing. Augusto,"Palazzo Giovanelli, Santa Fosca 2292",Portogruaro,Pres.,Sezioni Mandamentali,65
Saggioli prof. Giovanni,"Palazzo Giovanelli, Santa Fosca 2292",Dolo,Pres.,Sezioni Mandamentali,65
Stoppa dr. Romolo,"Palazzo Giovanelli, Santa Fosca 2292",Cavarzere,Pres.,Sezioni Mandamentali,65
Oselladore dr. Antonio,"Palazzo Giovanelli, Santa Fosca 2292",Chioggia,Pres.,Sezioni Mandamentali,65
Veronese ing. Augusto,"Palazzo Giovanelli, Santa Fosca 2292",,Delegato,Sezioni Provinciali Proprietari Conduttori,65
Astti Pietro,"Palazzo Giovanelli, Santa Fosca 2292",,Delegato,Proprietari con beni affittati,65
Giris Giuseppe,"Palazzo Giovanelli, Santa Fosca 2292",,Delegato,Affittuari Conduttori,65
N. N.,"Palazzo Giovanelli, Santa Fosca 2292",,Delegato,Dirigente di Aziende,65
Sig. Zozzetto Primo,"Via 28 aprile, Ca' Matteotti 4314",,Ispettore Regionale,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,65
sig. Negrini Giuseppe,"Via 28 aprile, Ca' Matteotti 4314",,Segreteria,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,65
signor Bianchini Narciso.,"Via 28 aprile, Ca' Matteotti 4314",,Segreteria,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,65
Carlo Crosara,"Via 28 aprile, Ca' Matteotti 4314",,Segretario Provinciale,FEDERTERRA,65
Sig. Zaniol Valdimiro,Lista di Spagna 122,,Presidente,FEDERTERRA,65
Rag. Costantini Silvio,Lista di Spagna 122,,Direttore,FEDERTERRA,65
dr. Alfio Battini,Lista di Spagna 122,,Ispettore Regionale per il Veneto,FEDERTERRA,65
Dott. Antonio Cella,S. Fosca: Palazzo Giovanelli,,Capo dell'Ispettorato,ISPETTOR. PROV. DELL'AGRICOLTURA,65
Dott. Alfredo Covatta,S. Fosca: Palazzo Giovanelli,,Ispettore,ISPETTOR. PROV. DELL'AGRICOLTURA,65
Dott. Lino Scabello,S. Fosca: Palazzo Giovanelli,,,Sezione specializzata di Zooetecnia,65
Ispettore dott. Giorgio Miche,S. Fosca: Palazzo Giovanelli,,,Sezione specializzata di Ortortofrutticoltura,65
Leandro Favero,S. Fosca: Palazzo Giovanelli,Portogruaro,Esperto,ISPETTOR. PROV. DELL'AGRICOLTURA,65
Dott. Baggio Renzo,S. Fosca: Palazzo Giovanelli," ""S. Donà Piave""",,ISPETTOR. PROV. DELL'AGRICOLTURA,65
Maschio Remo,S. Fosca: Palazzo Giovanelli," ""S. Donà Piave""",,Esperto,65
Ispettore dott. Guido Medina,S. Fosca: Palazzo Giovanelli,Cavarzere,,ISPETTOR. PROV. DELL'AGRICOLTURA,65
