Name,Address,Location,Role,Profession,Additional Info,page
Bertuzzi dr. Vittorio,Campo S. Angelo 3584,,UFFICIO REGIONALE DEL LAVORO,Direttore Regionale,,65
Fadda dr. Giorgio,Campo S. Angelo 3584,,UFFICIO REGIONALE DEL LAVORO,Segretario Regionale,,65
Borin on. Iginio,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Segretario,,65
Crosara Carlo,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Segretario,,65
Cavallari Nerino,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Segretario,,65
Cavallari Ercole,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Chiozzotto dr. Umberto,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Zennaro Marcello,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Brustolon Arturo,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Drn. Norberto,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Scalas Giuseppe,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Vianello Federico,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Pastrello Mario,Campo S. Angelo 3584,,CAMERA CONFEDERALE DEL LAVORO,Comitato esecutivo,,65
Ing. Paolo Gragoreo,Campo S. Angelo 3584,Calle Giustinia,CAMERA CONFEDERALE DEL LAVORO,Direttore,",",65
N. N.,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Presidente,",",65
Saggioro dr. Enzo,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Direttore,",",65
Garioni dr. Roberto,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Mestre,Presidente,",",65
Pezzoni Avv. Franco,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Mirano,Presidente,",",65
Ianna Carlo,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,S. Donà di Piave,Presidente,",",65
Veronese Ing. Augusto,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Portogruaro,Presidente,",",65
Saggiori prof. Giovanni,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Dolo,Presidente,",",65
Stoppa dr. Romolo,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Cavarzere,Presidente,",",65
Oselladore dr. Antonio,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,Chioggia,Presidente,",",65
Veronese ing. Augusto,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Sezioni Provinciali Proprietari Conduttori,"Delegato, ",65
Asti Pietro,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Proprietari con beni affittati,"Delegato, ",65
Giris Giuseppe,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Affittuari Conduttori,"Delegato, ",65
N. N.,"Palazzo Giovanelli, Santa Fosca 2292",Calle Giustinia,ASSOCIAZIONE TRA GLI AGRICOLTORI DELLA PROVINCIA DI VENEZIA,Dirigente di aziende,Delegato,65
Sig. Zozzetto Primo,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Ispettore Regionale,",",65
sig. Negrini Giuseppe,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Segreteria,",",65
signor Bianchini Narciso,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Segreteria,",",65
Carlo Crosara,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,FEDERTERRA,Segretario Provinciale,",",65
Sig. Zaniol Valdimiro,Lista di Spagna 122,Calle Giustinia,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Presidente,",",65
Rag. Costantini Silvio,Lista di Spagna 122,Calle Giustinia,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Direttore,",",65
dr. Alfio Battini,Lista di Spagna 122,Calle Giustinia,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Ispettore Regionale per il Veneto,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Dott. Antonio Cella,Lista di Spagna 122,Calle Giustinia,S. Fosca,Capo dell'Ispettorato,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Dott. Alfredo Covatta,Lista di Spagna 122,Calle Giustinia,ISPETTOR. PROV. DELL'AGRICOLTURA,Ispettore,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Dott. Lino Scabello,Lista di Spagna 122,Calle Giustinia,ISPETTOR. PROV. DELL'AGRICOLTURA,Sezione specializzata di Zootecnia,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Ispettore dott. Giorgio Michie,Lista di Spagna 122,Calle Giustinia,ISPETTOR. PROV. DELL'AGRICOLTURA,Sezione specializzata di Ortofrutticoltura,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Leandro Favero,Lista di Spagna 122,Calle Giustinia,Portogruaro,Esperto,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Dott. Baggio Renzo,Lista di Spagna 122,Calle Giustinia,ISPETTOR. PROV. DELL'AGRICOLTURA,S. Donà Piave,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Esper. Maschio Remo,Lista di Spagna 122,Calle Giustinia,ISPETTOR. PROV. DELL'AGRICOLTURA,S. Donà Piave,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Ispettore dott. Guido Medina,Lista di Spagna 122,Calle Giustinia,Cavarzere,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Ispettore principale dr. Piero Rizzo,Lista di Spagna 122,Calle Giustinia,DoloMirano,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Esperto Nardo Bruno,Lista di Spagna 122,Calle Giustinia,DoloMirano,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Incaricato dott. Giovanni Falconer,Lista di Spagna 122,Calle Giustinia,Chioggia,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
Prof. Viscardo Montanari,Lista di Spagna 122,Calle Giustinian,ISPET. COMPARTIMENTALE AGRARIO,Ispettore Compartimentale,"COLTIVATORI DIRETTI E MEZZADRI, ,",65
