Provincia,Section,Role_or_Profession,Name,Address,page
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trebbbiatrici (Noleggio),Eredi Baffo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trebbbiatrici (Noleggio),Brunello Ottorino,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vallicoltura,Fettinelli Comm. Giacomo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vallicoltura,Feredi Giacomo Facchin,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vallicoltura,Società An. Piva Isonzo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vallicoltura,March. Pietro Buzzaccarini,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vallicoltura,Fratellini Tagliapietra,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vetture,Cedrelli Giuseppe,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vetture,Freguia Lauro,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vini (negoziani),Bhaley Vittorio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Blade, coloniali ed affini",Carpenedo Pietro,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Blade, coloniali ed affini",Ceolin Mario,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Blade, coloniali ed affini",Guizzonata Valentino,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Blade, coloniali ed affini",Toffoletto Sergio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Blade, coloniali ed affini",Tortato Teresa,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Calzature,Vidotto Giovanni,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Calzature,Visintin Giovanni,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Calzature,Marconi,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Calzature,Bison Mario,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Guizzonato Luigi (Ciabatini),,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Cereali, farina e granaglie",Carpenedo Pietro,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Cereali, farina e granaglie",Ceolin Mario,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Cereali, farina e granaglie",Toffoletto Sergio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Fabbri e maniscalchi,Baratella Antonio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Fabbri e maniscalchi,Carmignola Antonio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Fabbri e maniscalchi,Ginbialto Remo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Falegnami,Baratella Giacomo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Falegnami,Ceolin Antonio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Falegnami,Ginibalato Napoleone,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Falegnami,Visenti Angelo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Checchin Gel,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",Caretta Luigi,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Laterizi (Fabbrione),Carlesso Domenico,fraz. Gaggio,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Lavorazione del legno,Ceolin Antonio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Macellai,Ceolin Angelo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Molini,Poli Fratelli fu Pellegrino,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Veronese Ugo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Soc. Anonima Trevan,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Soc. An. Industrialle Zootecnica,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Ca' Marcon,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Tortato Antonio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Monta taurina,Bellò Giuseppe,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Panifici,Ceolin Angelo,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Carpenedo Pietro,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Franceschini Pierina,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Tortato ved. Franceschini,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Lazzaro Grazioso,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Toffoletto Sergio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite generi di monopolio dello Stato),Guizzonato Valentino,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Ceolin Mario,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Franceschini Pierina,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Rizzo Giovanni,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Toffoletto Sergio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Tortato Teresa ved. Franceschini,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Trattorie e osterie,Gaggio,,530
ANNONE VENETO,COMMERCIO E INDUSTRIA,Vendita vino per espartazione,Gaggiato Giovanni,,530
MARCON,UFFICI AMMINISTRATIVI,Sindaco,Ferro Domenico,,530
MARCON,UFFICI AMMINISTRATIVI,Segretario Comunale,Lino Scattolin,,530
MARCON,UFFICI AMMINISTRATIVI,Esattoria Comunale,Cassa di Risparmio di Venezia (succursale di Meestre),,530
MARCON,UFFICI AMMINISTRATIVI,Ufficiale sanitario,Marafon dott. Marafia,,530
MARCON,UFFICI AMMINISTRATIVI,Scuole elementari,Mestre elementari,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Sartor Carlo,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Sanura Giacomo,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Fabrio Livio,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Palermo Anna,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Asperti Leonilda,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Remies Giannina,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Manfrin Maria,,530
MARCON,UFFICI AMMINISTRATIVI,Mestre elementari,Seno Teresina,,530
MARCON,UFFICI PUBBLICI,Tribunale,Venezia,,530
MARCON,UFFICI PUBBLICI,Pretura,Mestre,,530
MARCON,UFFICI PUBBLICI,Concilatore,Toffoletto Sergio,,530
MARCON,UFFICI PUBBLICI,Uficio di P. S.,Venezia,,530
MARCON,UFFICI PUBBLICI,Carabinieri,Favaro Veneto,,530
MARCON,UFFICI PUBBLICI,Ufficio Ipoteche,Venezia,,530
MARCON,UFFICI PUBBLICI,Ufficio Registro,Mestre,,530
MARCON,UFFICI PUBBLICI,Agenzia Imposte,Mestre,,530
MARCON,UFFICI PUBBLICI,Ufficio Telegrafico,Gaggio,,530
MARCON,UFFICI PUBBLICI,Parroci,Ballan Don Mariano,,530
MARCON,UFFICI PUBBLICI,Parroci,Duragan Don Giuseppe,,530
MARCON,PROFESSIONISTI,Medici,Marafon dr. Marafa,,530
MARCON,PROFESSIONISTI,Ostetriche,Maria Ave,,530
MARCON,PROFESSIONISTI,Veterinario,Vittalin Dr. Ugo,,530
MARCON,COMMERCIO E INDUSTRIA,Barbieri,Chinellato Pietro,,530
MARCON,COMMERCIO E INDUSTRIA,Barbieri,Vecchiato Amwdeo,,530
MARTELLAGO,UFFICI AMMINISTRATIVI,Sindaco,Dr. Bruno Trevisan,,530
MARTELLAGO,UFFICI AMMINISTRATIVI,Segretario Comunale,Milan Dr. Luigi,,530
MARTELLAGO,UFFICI AMMINISTRATIVI,Esattoria Comunale,Cassa di Risparmio di Venezia (succ. di Mestre),,530
MARTELLAGO,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Meneghelli Dr. Paolo,,530
MARTELLAGO,UFFICI AMMINISTRATIVI,Veterinario Comunale,Picchini Dr. Luigi,,530
MARTELLAGO,UFFICI PUBBLICI,Tribunale,Venezia,,530
MARTELLAGO,UFFICI PUBBLICI,Pretura,Mestre,,530
