Name,Address,Location,Category,Additional Info,Profession,Role,page
Rubino e Iona,Cann. 4286,Cannaregio,Trattoria,Castello 494,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubinato Mario,San Marco numero 2964,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Alimentari (dett.),D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubinato Carlo,Cann. 4441-B,Cannaregio,cappelano S. Bingio (Chiesa della Marina).,Fabbroferraio,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubino & Van Der Biete,Castello numero 5542,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Colori e Vernici,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Angelo,S. Marco 5363,Pugitto mons. comm. prof. Giuseppe,Osteria,Castello 494,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Arnaldo,Santa Croce numero 2105,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Decoratore e Pittore,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Ing. Eugenio,Santa Croce numero 2105,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Ispettore Butterp.,Istituto Nazionale per l'Addestramento Professionale Lavoratori dell'Industria,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Giovanni,S. Vio 613,Pugitto mons. comm. prof. Giuseppe,Architetto,Castello 494,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Pietro,Cannaregio 2828,Cannaregio,Trattoria,Castello 494,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubini Nisio Batt.,San Polo numero 2547,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Decoratore e Pittore,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubin Giuseppe,Castello numero 1731,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Decoratore e Pittore,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rubricci Vincenzo,Cannaregio numero 538,Pugitto mons. comm. prof. Giuseppe,Rappresentanze Varie,Castello 494,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rudatis Bartolomeo,Cann. 1091-B,Cannaregio,cappelano S. Bingio (Chiesa della Marina).,Pittore,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rudatis Bartolomeo,Cannaregio numero 1513,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Salumi (negozio),D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rudatis Giovanni,Cannaregio numero 1815,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Salumi (negozio),D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rudatis Giovanni,Castello numero 772-1182,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Salumi (negozio),D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Rudatis Massimiliano,"Castello, numero 5941",Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Pasticceria,D. Duro 2997,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
Ruffini Giuseppe,"S. Marco Mercerie, S. Salvador numero 4967",Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,Timbri di Gomma e il Metallo, Incisioni,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,448
