Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Scarpa A. & C.,Zattere numero 48,Via XXII Marzo,2288,ferramenta e colori,Mestre,25-889,453,False
Scarpa Agostino,D. Duro 1389,Via XXII Marzo,2288,legnami, pelli e materiale per costruzioni edilizie,25-889,453,False
Scarpa Alberto,Castello 6491,Via XXII Marzo,2288,ferri e metalli usati,Mestre,25-889,453,False
Scarpa Aldo,Zattere 788-B,Via XXII Marzo,2288,olii, grassi," carburanti,  forniture navali,  combustibili, , ",453,False
Scarpa dr. Amedeo Antonio,S. Marco 4455,Via XXII Marzo,2288,Consigliere TELVE,Mestre,25-889,453,False
Scarpa Amelio,"Lido, Gran. Via le numero 39",Via XXII Marzo,2288,bottigliere,Mestre,25-889,453,False
Scarpa Angelo,San Marco numero 658,Via XXII Marzo,2288,spedizioni e trasporti,Mestre,25-889,453,False
Scarpa Angelo,San Marco numero 658,Al beconi, Ca' Rossa,Officina Riparazioni Macchine per Scrivere,tabaccheria," cartoleria, , ",453,False
Scarpa Antonio,Castello 2912,Via XXII Marzo,2288,carbone e legna (dettagli),Mestre,25-889,453,False
Scarpa Antonio,Cann. 422,Via XXII Marzo,2288,autoriparatori,Mestre,25-889,453,False
Scarpa Antonio,Castello 4517,Via XXII Marzo,2288,macelleria,Mestre,25-889,453,False
Scarpa Antonio di Francesco,S. Croce 280,Via XXII Marzo,2288,alimentari (dettaglio),Mestre,25-889,453,False
Scarpa Antonio fu Gio. Butta,Castello 3860,Via XXII Marzo,2288,alimentari, (dett.),25-889,453,False
Scarpa dr. Armando,San Lorenzo 3562,Via XXII Marzo,2288,commercialista,Mestre,25-889,453,False
Scarpa Aristide,Calle Pescheria 3110,Malamocco,2288,macelleria,Mestre,25-889,453,False
Scarpa Augusto,Calle Pescheria 3110,Murano,2288,vini (grossista),Mestre,25-889,453,False
Scarpa Benvenuto,D. Duro 2915,Via XXII Marzo,2288,macelleria,Mestre,25-889,453,False
Scarpa Bolla Francesco,Zattere numero 359,Via XXII Marzo,2288,scultore,Mestre,25-889,453,False
Scarpa Carlo,"Lido, Via Lipari n. 4",Via XXII Marzo,2288,macelleria,Mestre,25-889,453,False
Scarpa Carlo,"Lido, Via Lipari n. 4",S. Trovaso,Palazzo Giustinian,professore Istituto Universitario di Architettura,Mestre,25-889,453,False
Scarpa Croce,S. Marco 4903,Via XXII Marzo,2288,pittore,Mestre,25-889,453,False
Scarpa Egidio,S. Margherita 3274,Via XXII Marzo,2288,avvocato,Mestre,25-889,453,False
Scarpa Ennio,S. Croce 541,Via XXII Marzo,2288,trattoria,Mestre,25-889,453,False
Scarpa Febo dr. Amedeo,S. Marco 4455,Via XXII Marzo,2288,Officina Riparazioni Macchine per Scrivere,Deputato dell'Amministrazione della Provincia,25-889,453,False
Scarpa Ferruccio,D. Duro numero 1529,Via XXII Marzo,2288,rappresentante varie,Mestre,25-889,453,False
Scarpa F.lli,D. Duro numero 1529,Calle Val laresso,2288,spedizioni e trasporti,Mestre,25-889,453,False
Scarpa Giovanni,Calle Accademia dei Nobili 10,Via XXII Marzo,2288,falegnameria,Mestre,25-889,453,False
Scarpa Giovanni,Calle Accademia dei Nobili 10,S. Marco,2288,cartoleria,Mestre,25-889,453,False
Scarpa Giovanni,Dorsoduro numero 1934,Via XXII Marzo,2288,alimentari (dett.),Mestre,25-889,453,False
Scarpa Giovanni,"Dorsoduro numero 1934, Cannaregio 3535",Via XXII Marzo,2288,Ugo e Aurelio,pastificio,25-889,453,False
Scarpa Girolamo,S. Marco 2462,,Corso del Popolo 28,Officina Riparazioni Macchine per Scrivere,Disinfestazioni con gas tossici,25-889,453,True
Scarpa Giulia,S. Marco 2462,,2288,ostetrica,Mestre,25-889,453,True
Scarpa Giuseppe,Cannaregio 1986,Via XXII Marzo,2288,officina meccanica e fabbrica,Mestre,25-889,453,False
Scarpa Giuseppe,Castello 1513,Via XXII Marzo,Cann. 1671,carbone e legna (dettaglio),Mestre,25-889,453,False
Scarpa Giuseppe,Castello 3151,Via XXII Marzo,2288,panificio,Mestre,25-889,453,False
Scarpa Giuseppe,Castello 3151,S. Pietro in Volta,2288,trattoria,Mestre,25-889,453,False
Scarpa mons. Giuseppe,Castello 3151,SS. Salvatore,2288,parroco,Mestre,25-889,453,False
Scarpa dr. Giuseppe,S. Marco 306,Via XXII Marzo,2288,dentista,Mestre,25-889,453,False
Scarpa Giuseppe & Guido,"S. Marco 4503-A, 1814",Via XXII Marzo,Fabbrica S. Baseggio 1124,mobili,Mestre,25-889,453,False
Scarpa Guerrino,"S. Marta, numero 2128",Via XXII Marzo,2288,sarto da uomo,Mestre,25-889,453,False
Scarpa Lina,Cannaregio 4684,Via XXII Marzo,2288,sartoria e confezioni per signora,Mestre,25-889,453,False
Scarpa Luigi,Castello 5653,Via XXII Marzo,2288,profumeria,Mestre,25-889,453,False
Scarpa Luigia,S. Elena cl. Rovereto 13,Via XXII Marzo,2288,latteria, alimentari,25-889,453,False
