Name,Address,Location,Profession,Additional Info,page,location_cleaned
Alba Gaetano,,Mira,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Ambroso Bruno,,S. Michele al Tagliamento,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Ambroso Gino,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Baffo Savino,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Baldo Ugo,,Fiesse d’Artico,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Ballarin Giuseppe,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Baroni Ottorino,,Mira,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bauce Antonio,,Fiesso d’Artico,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bellani Cherubino,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Bello Angelo,,S. Pietro di Cavarzere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Belloni Sergio,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Benini Pietro,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bergamo Luigi,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Betti Betiho,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Binotto Alberto,,San Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Beer Antonio,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bonaeo Arturo,,Annone Veneto,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bonnamini Enrico,,Mira Taglio,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Borghero Antonio,,Oriago,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Bortolazzi Antonio,,Cavarzere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Boscolo Giuseppe,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Brun Bruno,,Fossalta di Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Buttino Doneto,,Campolongn Maggioro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Camis de Fonseca Giulio,,Stras,MEDICI DELLA PROVINCIA,Stomelogi,121,False
