Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Piazza Giuseppe,S. Marco 4156,Via XXII Marzo,Paganotto Elsa,agenzia d’affari,informazioni comm.,",",437,False
Piazza Giorgio,S. Croce 1207,Via XXII Marzo,Paganotto Elsa,materiale per costruzioni ed edilizie,Fondata nel: 1877,",",437,False
Piazza Giovanni fu Antonio,S. Croce 2283,Via XXII Marzo,Paganotto Elsa,impresa edile,Fondata nel: 1877,",",437,False
Piazza Giovanni,"S. Croce 1702. P. Marghera, Via Elettricità 18",,Materiali per l’Edilizia,"Eternit, Saloni, Fascioti, Eracliti, Pavimentazioni e Rivestimenti, Cementi o Calci",Fondata nel: 1877,",",437,True
Piazza Giovanni,Ggnissanti num. 1439,Via XXII Marzo,Paganotto Elsa,impresa edile,Fondata nel: 1877,",",437,False
Piazza Maddalena,D. Duro 2861,Via XXII Marzo,Paganotto Elsa,ferramenta e colori,Fondata nel: 1877,",",437,False
Piazza Marco,San Marco 4979,Via XXII Marzo,Paganotto Elsa,rappresentante pellami,Fondata nel: 1877,",",437,False
Piazza Dr. Romualdo,D. Duro 3462,Via XXII Marzo,Paganotto Elsa,medicina generale,Fondata nel: 1877,",",437,False
Piazza Vanda in Bordin,Piazza 27 Ottobre 60,Mestre,Paganotto Elsa,macelleria,Fondata nel: 1877,",",437,False
Picchini dr. Giovanni,S. Fosa 2252,Via XXII Marzo,Paganotto Elsa,medicina generale,Fondata nel: 1877,",",437,False
Picchini dr. Girolamo,S. M. Formosa 527,Via XXII Marzo,Paganotto Elsa,medicina generale,Fondata nel: 1877,",",437,False
Piccini Aristide,S. Croce 2262,Via XXII Marzo,Paganotto Elsa,friggitora e commestibili cisi,Fondata nel: 1877,",",437,False
Piccini Giovanni,S. Croce 2262,Via XXII Marzo,Paganotto Elsa,carbone e legna (dettagli),Capo uff. Amministr., Esposizione Biennale Int. d’Arte,437,False
Piccini Mario,S. Croce 2262,Via Ballardi,Paganotto Elsa,farmacia | Mestre,Fondata nel: 1877,",",437,False
Piccini Pietro Costante,D. Duro 3737,Via XXII Marzo,Paganotto Elsa,friggitora e commestibili cotti,Fondata nel: 1877,",",437,False
Piccini Giacomo,Pepe 5,Via XXII Marzo,Paganotto Elsa,sartoria uomo,Fondata nel: 1877,",",437,False
Piccinin Giuseppe fu Domenico,Castello 4474,Via XXII Marzo,Paganotto Elsa,elettricità idraulica e gas,Fondata nel: 1877,",",437,False
Piccinini Maria,S. Polo 1339,Via XXII Marzo,Paganotto Elsa,bottiglieria,Fondata nel: 1877,",",437,False
Piccola Galleria,Calle Larga XXIII Marzo 2423,Via XXII Marzo,Paganotto Elsa,galleria d’arte,Fondata nel: 1877,",",437,False
Piccoli Angelo,"Corm. penner', Via Cà Rossa",Via XXII Marzo,Paganotto Elsa,rappresentanze varie,Fondata nel: 1877,",",437,False
Picolomeni Giuseppina,S. Polo 580,Via XXII Marzo,Paganotto Elsa,dolciumi, ingrosso,",",437,False
Pierino V. A. e C.,Lido Riviera S. Nicolo 1-D,Via XXII Marzo,Paganotto Elsa,importazioni ed esportazioni varie,Fondata nel: 1877,",",437,False
Pioctti Paolo,Campo S. Marino num. 5887,Via XXII Marzo,Paganotto Elsa,dentaur,Fondata nel: 1877,",",437,False
Pierazza Pietro,Castello 3237,Via XXII Marzo,Paganotto Elsa,mediatore,Fondata nel: 1877,",",437,False
Pieretti Emilia,D. Duro 1169,Via XXII Marzo,Paganotto Elsa,polleria,Fondata nel: 1877,",",437,False
Pieri Carlo,Canneggio 5345/-A,Via XXII Marzo,Paganotto Elsa,droghe laborazione,Fondata nel: 1877,",",437,False
Pieruz Vittorio,Castello 3593,Via XXII Marzo,Paganotto Elsa,carbone e legna dettaglio,Fondata nel: 1877,",",437,False
Pietroli f.lli,Campo Mani,Via XXII Marzo,Paganotto Elsa,Tipografia,Fondata nel: 1877,cartoleria e oggetti di cancelleria,437,False
Pietrobini Ernesto,S. Benedetto 3999,Via XXII Marzo,Paganotto Elsa,avvocato,Fondata nel: 1877,",",437,False
Pietrobini Lina,S. Vio 380,Via XXII Marzo,Paganotto Elsa,pittrice,Fondata nel: 1877,",",437,False
Pietropopuli Charnet Giorgio,Cannaregio 1416,Via XXII Marzo,Paganotto Elsa,medicina generale,Fondata nel: 1877,",",437,False
Pietroboni Lina,S. Vio 380,Via XXII Marzo,Paganotto Elsa,pittrice,Fondata nel: 1877,",",437,False
Pignotti dr. Gino,S. Vio 380,Via XXII Marzo,Paganotto Elsa,Ufficio Istruzione Municip.,Fondata nel: 1877,",",437,False
Pignatto V.,S. Vio 380,Piazza Umberto I,Paganotto Elsa,Foto Modernissima | Mestre,Fondata nel: 1877,",",437,False
Pignatto Giovanni,Cir convallazione 2,Via XXII Marzo,Paganotto Elsa,falegname,Fondata nel: 1877,",",437,False
Pignatto Luigi,S. Marco 80,Via XXII Marzo,Paganotto Elsa,mercerie, filati e affini,",",437,False
Pighin Pietro,Cannaregio 5110,Via XXII Marzo,Paganotto Elsa,combustibili solidi,Fondata nel: 1877,",",437,False
Piliego Federico,Cann. 15094,Via XXII Marzo,Paganotto Elsa,trattoria,Fondata nel: 1877,",",437,False
Pilla Domenica Maria,S. Polo numero 367,Via XXII Marzo,Paganotto Elsa,bottiglieria,Fondata nel: 1877,",",437,False
Pilla,S. Polo numero 367,, Gran Viale,carbone e legna (dettagli),rosticceria,",",437,True
Pilli Giuseppe,Santa Marima numero 5944,Via XXII Marzo,Paganotto Elsa,fabbro ferraio e meccanico,Fondata nel: 1877,",",437,False
Pilon Giovanni,S. Marco 4821,Via XXII Marzo,Paganotto Elsa,calzature,Fondata nel: 1877,",",437,False
Pilonato Antonio,"Mestre, Via Marghera 109",Via XXII Marzo,Paganotto Elsa,trasporti con cisterna,Fondata nel: 1877,",",437,False
Pilloni Giuseppe,"Mestre, Via Mestrina 35",Via XXII Marzo,Paganotto Elsa,impresa edile,Fondata nel: 1877,",",437,False
Pilotta Maria in Castelletto,Santa Croce numero 2119,Via XXII Marzo,Paganotto Elsa,caffè (esercizi),Fondata nel: 1877,",",437,False
Pilot Roma,Riva dei Sette Martiri,Via XXII Marzo,Paganotto Elsa,caffe (esercizi), trattoria,",",437,False
Pilotto Pierino,S. Apostoli nummer 5512,Via XXII Marzo,Paganotto Elsa,droghe (lavorazione),Fondata nel: 1877,",",437,False
Pin Eugenio,"S. Manruzio, Calle del Dose",Via XXII Marzo,Paganotto Elsa,sarto da uomo,Fondata nel: 1877,",",437,False
Pini Gemma,S. Croce 1295,Via XXII Marzo,Paganotto Elsa,trattorie,Fondata nel: 1877,",",437,False
Pini Senatore,Castello numero 4711,Via XXII Marzo,Paganotto Elsa,fotografie (gabinetti di posa),Fondata nel: 1877,",",437,False
Pinosio Fernan.,"Mestre, Pescheria Vecchia 1",Via XXII Marzo,Paganotto Elsa,sarto da uomo,Fondata nel: 1877,",",437,False
Pinto Francesco & Lorenzo,Cannaregio numero 2808,Via XXII Marzo,vini, grossi vesti,Fondata nel: 1877,",",437,False
Pinto Lorenzo,Cannaregio 2806,Via XXII Marzo,Paganotto Elsa,trattoria,Fondata nel: 1877,",",437,False
Pinzan Emilia,Cannaregio numero 1768,Via XXII Marzo,Paganotto Elsa,carbone e legna (dettaglio),Fondata nel: 1877,",",437,False
Pinzan Gino,Cannaregio 2845,Via XXII Marzo,Paganotto Elsa,calzature,Fondata nel: 1877,",",437,False
Pinzan Gustavo,"Murano, Calle Michieli 1",Via XXII Marzo,Paganotto Elsa,radio (riparazioni),Fondata nel: 1877,",",437,False
Pinzoni Achill.,S. Vio 5776,Via XXII Marzo,Paganotto Elsa,Segretario Opera Pia Assili di Carita per l'Infanzia,Fondata nel: 1877,",",437,False
Pinzoni Giuseppe,D. Duro numero 2759,Via XXII Marzo,"cartoleria, libreria",carbone e legna (dettagli),Fondata nel: 1877,",",437,False
Pinzoni Giuseppe,Castello numero 6818,Via XXII Marzo,Paganotto Elsa,veneri decorati,Fondata nel: 1877,",",437,False
Pinzotto Giovanni,S. Croce 1055,Via XXII Marzo,Paganotto Elsa,tessuti,Fondata nel: 1877,",",437,False
Piotto Antonio,"Castello, numero 5796",Via XXII Marzo,"terrazze porcellane, detersivi, saponi, affini (vendita)",carbone e legna (dettagli),Fondata nel: 1877,",",437,False
Pioran dr. Marcelli,S. Croce numero 2088,Via XXII Marzo,Paganotto Elsa,architetto,Fondata nel: 1877,",",437,False
Piovan cap. Olivho.,S. Croce numero 2088,Via XXII Marzo,Paganotto Elsa,Polizia Graervvorer: . Al Compartimentale | Direzione S. Lucia,Fondata nel: 1877,",",437,False
Piovesan Amelio,S. Marco 8965,Via XXII Marzo,Paganotto Elsa,trattoria,Fondata nel: 1877,",",437,False
Piovesan dr. Paolino,S. Marco 8965,Via XXII Marzo,Mestre,medicina generale,Fondata nel: 1877,",",437,False
Piovesan Tomppo,D. Duro 3842,Via XXII Marzo,Paganotto Elsa,pittore,Fondata nel: 1877,",",437,False
Piovesan Ego,"S, Polo 2450",Via XXII Marzo,Paganotto Elsa,panificio,Fondata nel: 1877,",",437,False
Shedrari - Mobili per Ufficio - Macchine Contabili,"Via XXI I Marzo, 2288",Venezia,Business,"Mobili per Ufficio, Macchine Contabili, Macchine per Scrivere, Duplicatol, Accessori",Fondata nel: 1877,",",437,False
