Provincia,Section,Role_or_Profession,Name,Address,page
GRISOLERA,COMMERCIO E INDUSTRIA,GELATERIE,Bortolotto Attilio,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Baldan Michele Carlo,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Livieri Marco,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Livieri Pietro,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Luzzato Dina Rachy,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Quartiero Giordano,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Ruzza Giuseppa,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Pramort Guglielmo,,526
GRISOLERA,COMMERCIO E INDUSTRIA,INDUSTRIE AGRICOLE,Cecchcato Vincenzo,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Umberto,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Menin Agostino,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Caleo Carmelitano,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Baldan Giuseppe,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Suggio,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Giovanni,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Salamon Antonio,,526
GRISOLERA,COMMERCIO E INDUSTRIA,FATTORE,Paolo,,526
GRISOLERA,COMMERCIO E INDUSTRIA,"LATTE, BURRO e AFFINI",Rovoletto Marco,,526
GRISOLERA,COMMERCIO E INDUSTRIA,"LATERIZI, CALCE e CEMENTI",Rovoletto Pietro,,526
GRISOLERA,COMMERCIO E INDUSTRIA,LAVORAZIONE DEL LEGNO,Carraro Gio. Butta,,526
GRISOLERA,COMMERCIO E INDUSTRIA,LAVORAZIONE DEL LEGNO,Poletto Gino,,526
GRISOLERA,COMMERCIO E INDUSTRIA,LAVORAZIONE DEL LEGNO,Vamuzzo Antonio,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MACELLERIE,Rovoletto Albino,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MACELLERIE,Simionato C.,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MACELLERIE,Boscaro Albano,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MACELLERIE,Schiavo Mansueto,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MACELLERIE,Sarto Ferdinando,,526
GRISOLERA,COMMERCIO E INDUSTRIA,"MANIFATTURE, VENDITORI, CALCE",Bellini F.lli,via Rialto,526
GRISOLERA,COMMERCIO E INDUSTRIA,MEDIATORI,Lorenzon Bo-tolo,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MEDIATORI,Cabiba Sottimio,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MEDIATORI,Conte Alberto,,526
GRISOLERA,COMMERCIO E INDUSTRIA,MOBILI DI LUSSO e COMUNI,Carraro Giulio,,526
