Provincia,Section,Role_or_Profession,Name,Address,page
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Sindaco,Rampin Paolo,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Assessore Delegato,Mosco Arturo,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Segretario Comunale,Scialand-ra rag. Tohiai,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Ingegnere Municipale,Garbin ing. Gino,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Buttino dott. Donato Pasquale,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Paroli dr. Riccardo,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Ostetriche,Semenzato Direc.,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Ostetriche,Longo Anita,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Maestri comunali,Bonifanti Tina,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Maestri comunali,Catani Maria,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Maestri comunali,Dell'Andrea Wilma,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Maestri comunali,Cosimo En-nua,,497
CAMPOLONGO MAGGIORE,UFFICI AMMINISTRATIVI,Maestri comunali,Melato Palmira,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,ConCiliatore,Dian Roberto,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Ufficio Postale,Campolongo Liettoli e Boion,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Ufficio Telegrafico,Campolongo Liettoli e Boion,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Telefono pubblico,Campolongo,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Parroci,Rinaldo don Giovanni,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Parroci,Pasini don Antonio,,497
CAMPOLONGO MAGGIORE,UFFICI PUBBLICI,Parroci,Drulipelho don Martino,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Farmacisti,Ortiz,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Farmacisti,Rizzi Clelia,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Ingegneri,Garbin ing. Gino,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Medici,Buttino dott. Donato Pasquale,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Medici,Paroli dott. Riccardo,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Ostetriche,Longo Annetta,,497
CAMPOLONGO MAGGIORE,PROFESSIONISTI,Ostetriche,Semenzato Direc.,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Barbieri,Tramonte Menotti,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Barbieri,Boscaro Attilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Barbieri,Pengo Angelo e Fratello,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Barbieri,Sartore Domenico,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bestiame,Giraldo Emilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,BiCiclette (Vendite e riparazioni),Vccchiu-to Ottorino,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Bettelle Pietro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Boldin Vincenzo Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Bortoli Amabile ved. Rampazzo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Carrain Umberto,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Franchin Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Malsuppini Edgardo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Paggiarin Vladimiro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Pescarolo Antonio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Margio Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Mozzato Guglielmo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Bide, coloniali ed affini,Gobbi Melchiore,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Calzature,Boscato Giovanni,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Calzature,Sartore Domenico,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Calzature,Tramonte Isidoro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Calzature,Sinigaglia Gi-no Margio Enzo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Calzature,Margio Gino,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Carrozzai e carrozzieri,Convetto Antonio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Carrozzai e carrozzieri,Donà Albano,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Cereali, farine e granaglie,Franchin Giuseppe Ruggero,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Fabbr Sage mamsagonali,Convetto Antonio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Fabbr Sage mamsagonali,Falcin Ferruccio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Fabbr Sage mamsagonali,Fanton Remigio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Farmacisti,Ortiz Rizzi Clelia,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Falegnami,Conventò Antonio di Natale,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Falegnami,Donà Albano,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Falegnami,Fabian Natale,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Falegnami,Masaro Narciso,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Foraggi,Fuciso Luciano,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Foraggi,Luderin Albino,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Foraggi,Masiero Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Boldrin Pietro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Brentan Mario,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Callegaro Felice,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Fuciso Luciano,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Gobbi Angelo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Frutta fresca, secca ed erbaggi,Ranzato Amedeo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Gelaterie,Fuciso Luciano,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Impresi edili (Capimastri, Imprenditori),Bastan Antonio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Industrie agrarie,Rampin Fratelli,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Industrie agrarie,De Mar-chi Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Industrie agrarie,Cranò Giovanni,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Industrie agrarie,Milani Guido,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Industrie agrarie,Rinaldi Pasquale,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Lavorazione del legno,Meneghetti Ettildo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Lavorazione del legno,Rampin Merilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Maceellerie,Businaro Ermete,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Maceellerie,Giraldo Benvenuto e Pietro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Magliature, merorerie, filatì,Tramonte I. sidoro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Magliature, merorerie, filatì,Boscaro Attilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Magliature, merorerie, filatì,Mozzato Adelia in Gobbi,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Durello Arturo Donà Sanè,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Durello Luigi,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Margio Settimo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Masiero Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Milani Attilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Penzuolo Ro-molo,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Mediatori,Pescarulo Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Molini e pilier.i,Fontana Domenico,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Molini e pilier.i,Lando Attilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Molini e pilier.i,Viate Giuseppe,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Monta taurina ed equina,Piccolo Attilio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Monta taurina ed equina,Motto Pasquale,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Panific{o,Fratelli Donà,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Panific{o,Trolese Clorinda,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Panific{o,Brillo Pietro,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Panific{o,Zatti Giulio,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Pesa pubblica,Bortoli Amabile e Franchin Vinenza,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Pesa pubblica,Trolese Clorinda,,497
CAMPOLONGO MAGGIORE,COMMERCIO E INDUSTRIA,Pesa pubblica,Milani sorelle,,497
