Provincia,Section,Role_or_Profession,Name,Address,page
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Sindaco,Giacchetto Alberto,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Segretario Comunale,Frasson rag. Vito,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Esattoria Comunale,Cassa di Risparmio di Venezia,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Ufficio Sanitario,Rizzola cav. dott. Filippo,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Ingeniere Municipale,Geom. Vianello Natale,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Astori Palmira,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Brunelli Caini Gilda,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Marchesi Azzania,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Fiorenza,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Furlan Saretta Maria,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Dalla Lucia Ida ved. Nordio,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Polato Giuseppe,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Ponti Celestina,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Bressan Maria,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Tiepo Fumagalli Rina,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Sampomùn Maria,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Lorenzetti Carabba Elbe,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Dalla Bella Ratti Teresa,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Poletto Ernesto,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Franzin,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Fabris Fortunato,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Marmo Eufrasia,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Montagner Francesco,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Morosin Maria,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Spezia Ines,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Antonuzzo Bonan,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Gima Maria,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Modun Rizzieri,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Busato Giuseppe,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Fassetta Luina,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Saladin Tosato,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Scuro Lidia,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Maestri elementari,Collarlin Alice,,540
MUSILE DI PIAVE,UFFICIO AMMINISTRATIVI,Imposta Consumo,Appaltata dalla Ditta Basaglia cav. uff. Vittorio,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Tribunale,Venezia,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Pretura,S. Donà di Piave,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Conciliatori,Deon cav. geom. Giuseppe,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Ufficio P. S.,Venezia,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Carabinieri,S. Donà di Piave,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Ufficio Postale,Musile di Piave,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Telefono pubblico,S. Donà di Piave,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Parrocchia,Tosato cav. Don Giovanni,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Parrocchia,Simoneto Don Natale,,540
MUSILE DI PIAVE,UFFICI PUBBLICI,Parrocchia,Guseppare Favaro,,540
