Name,Address,Location,Role,Profession,Additional Info,page
Agro avv. Francesco,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto aeronautico,73
Candia Luigi,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Geografia economica,73
La Volpe Giulio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Economia politica,73
Tenderini Dionisio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Statistica economica,73
Azzini Lino,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Ragioneria generale ed applicitata,73
Beltrami Danuele,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Storia economica (ìn. car.),73
Bortolini Alberto,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua tedesca,73
Bottalla Ugo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua inglese,73
Broch Y Llop Francisco,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua spagnola,73
Candida Luigi,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Geografia economica,73
Colombo Bernardo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Statistica (incar.),73
Cudini Giuseppe,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Ragioneria generale ed applicata (id.),73
D'Aloja Leonello,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,per le cattedre di Diritto pubblico (id.),Assistenti e lettori,73
Freund Anna,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua tedesca,73
Gamber Enrico,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua francese,73
Genevese Anleo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,per le cattedre di Diritto privato (incar.),Assistenti e lettori,73
La Volpe Giulio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Politica economica e finanziana (comandato),73
Longobardi Cesare,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Scienzie delle finanze e diritto finanziario (incar.),73
Pasin Alberto,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Merceologia (id.),73
Santarelli Antonio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Economia politica (id),73
Zecchin Luigi,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Matematica finanziaria (id.),73
Siciliano Italo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura francese,73
Pompenti Lucchini Arturo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura italiana,73
Bertini Giovanni Maria,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura spagnola,73
Mittner Ladlaülao,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura tedesca,73
