Name,Address,Location,Category,Additional Info,page
Ditta PEDRENZON ULISSE,VENEZIA - Campo SS. Filippo e Giacomo 4272,Zelarino,Calzaturifici,"CALZATURE COMUNI E DI LUSSO, PANTOFOLELIA E ARTICOLI IN GOMMA",166
Temperini Luigi,Cannaregio 4269,Zelarino,Calzaturifici,",",166
Tescari Francesco,Dorsoduro 1255,Zelarino,Calzaturifici,",",166
Tiengo Regina,"Murano, Calle Bertolini 30",Zelarino,Calzaturifici,",",166
Tiraferron Gemma,S. Roca 2213,Zelarino,Calzaturifici,",",166
Tomassuzi Pietro,Via Garibaldi 1138,Zelarino,Calzaturifici,",",166
Tonetti Bruno,Castello 1788,Zelarino,Calzaturifici,",",166
Tonnq Vitorio,S. Croce 1825,Zelarino,Calzaturifici,",",166
Trevisanato Alvise,Giudecca 415,Zelarino,Calzaturifici,",",166
Vianello Rosa,"Pellestrina, Via Zennari 654",Zelarino,Calzaturifici,",",166
Voltan Fortunato,"S. Polo 1046, Lido, Gran Viale 57 D",Zelarino,Calzaturifici,",",166
Zacchinro Vito,Rialto 781,Zelarino,Calzaturifici,",",166
Zambon Gino,Rialto 781,Zelarino,Calzaturifici,"Treporti, Cà Vio",166
Zanato Carlo,Castello 3543,Zelarino,Calzaturifici,",",166
Zanato Pietro,"S. Marco 5543, Castello 3544",Zelarino,Calzaturifici,",",166
Zangari Giuseppe,S. Filippo Giacomo 4506,Zelarino,Calzaturifici,",",166
Zecchi Emilio,S. Marco 299,Zelarino,Calzaturifici,",",166
Accorsi Aldo,Castello 5088,Zelarino,Calzaturifici,",",166
Agnoletto Olivo,Piazza Umberto I. 35,Mestre,Calzaturifici,",",166
Andreis Giacomo,S. Polo 2282,Zelarino,Calzaturifici,",",166
Andreisy Pietr9,S. Croce 2043,Zelarino,Calzaturifici,",",166
Aniene Maria,Cannaregio 4559,Zelarino,Calzaturifici,",",166
Barison Primo,Via 27 Ottobre 90,Mestre,Calzaturifici,",",166
Bastianello Eugenio,Dorsoduro 2715,Zelarino,Calzaturifici,",",166
Bellini Vittorio,Dorsoduro 2715,Chirignago,Calzaturifici,",",166
Berti Pietro,Cannaregio 1892,Zelarino,Calzaturifici,",",166
Bezzi Nino,Via G. Pepe,Marghera,Calzaturifici,",",166
Bigatello Angelo,Castello 3309,Zelarino,Calzaturifici,",",166
Brunello Albe-rto,Cannaregio 1749,Zelarino,Calzaturifici,",",166
Buccarelli Giuseppe,S. Croce 892 A,Zelarino,Calzaturifici,",",166
Calzaturificio Bulla di Bulla Giovannì,Via Motta 29 C,Carpenedo,Calzaturifici,",",166
Calzaturificio di Bruno Ongania e C.,Via Motta 29 C,Mestre,Calzaturifici,",",166
Calzaturificio di Varese S. A.,Via 2 aprile e Bacino Orseolo,Zelarino,Calzaturifici,",",166
Calzaturificio di Venezia di Eugenio Penzo,Ponte Canatano 4313,Zelarino,Calzaturifici,",",166
Campanile Francesco,"Giudecca, S. Giacomo, 2003",Zelarino,Calzaturifici,",",166
Ciriello Walter,Castello 4702,Zelarino,Calzaturifici,",",166
Dal Molin Luigi,S. Marco 1126,Zelarino,Calzaturifici,",",166
David Albino,Cannaregio 4859-A,Zelarino,Calzaturifici,",",166
De Luca Ernesto,S Marco 1499,Zelarino,Calzaturifici,",",166
Esposito Enrio,Castello 2461,Zelarino,Calzaturifici,",",166
Favaron Pietro,Castello 2461,Zelarino,Calzaturifici,Trevignano,166
Ferla Paolo,Dorsoduro 1045,Zelarino,Calzaturifici,",",166
Filippini Giuseppe,Dorsoduro 3169,Zelarino,Calzaturifici,",",166
Fratini Maria in Peruzzi,Via Olivi 16,Mestre,Calzaturifici,La Toscana,166
Girotto Francesco,S. Elena Campo Vittorio Emanuele 18,Zelarino,Calzaturifici,Calzaturifici,166
Lavagna Andrea,Cannaregio 4453,Zelarino,Calzaturifici,",",166
Iavorino Armando,Cannaregio 4453,Mestre,Calzaturifici,Caserma E. Matter,166
Mancuso Antonio,S. Marco 654,Zelarino,Calzaturifici,",",166
Manfrinati Amedeo,Via Rosa 27,Mestre,Calzaturifici,",",166
Ma-iusso Angelo,S. Marco 2345,Zelarino,Calzaturifici,",",166
Mazzcon Ugo,S. Marco 2404,Zelarino,Calzaturifici,",",166
Moretti Giorgio,Cannaregio 134 A,Zelarino,Calzaturifici,",",166
Moro Ermenegildo e Sorelle,S. Marco 4381,Zelarino,Calzaturifici,",",166
Nostran Carlo,Via Poerio 60,Mestre,Calzaturifici,",",166
Olivetti Angelo,Cannaregio 6062,Zelarino,Calzaturifici,",",166
Polato Giuseppe,S. Marco 1218,Zelarino,Calzaturifici,",",166
Ronzani Carlo,Cannaregio 180,Zelarino,Calzaturifici,",",166
Sabbadini Giuseppe,S. Marco 3082,Zelarino,Calzaturifici,",",166
Sartori Giovanni,Dorsoduro 1213,Zelarino,Calzaturifici,",",166
Siforio Giuseppe,S. Marco 1611,Zelarino,Calzaturifici,",",166
Zancan Spiridione,Cannaregio 2100,Zelarino,Calzaturifici,",",166
Zanetti Ampelio,S. Polo 2586,Zelarino,Calzaturifici,",",166
Beunich Antonio e Giovanni F.lli,S. Marco 4843,Zelarino,Calze,",",166
Bianchi Virgilio,Cannaregio 4195,Zelarino,Calze,",",166
Biasi Orseolia,"Mestre, Via O. Battisti 1",Zelarino,Calze,",",166
Brandes Giulio,S. Marco 788,Zelarino,Calze,",",166
Brander Ostea,S. Marco 4271,Zelarino,Calze,",",166
Calze e maglie di Pesaro e Sinigaglia,C. A. M. A. Cannaregio 284,Zelarino,Calze,",",166
Discacciati Giuseppe,S. Pantalon 3955,Rialzo,Calze,",",166
Denni di Miozzi Vittorio,S. Salvador 4827,Zelarino,Calze,",",166
Magazzini Fasoli,S. Zulian 735,Zelarino,Calze,",",166
Mainardi Antonio,Giudecca 464,Zelarino,Calze,",",166
Mioxetta di Eugenio e Mario Miozzi,S. Marco 281,Zelarino,Calze,",",166
Natalì Galliano,Via Col di Lana 2B,Mestre,Calze,",",166
Succ. P. Granzotto di Amilcare Menegazzi,S. Polo 1321,Zelarino,Calze,",",166
Speri E laboratorio,Cann. 1956.60,Zelarino,Camicerie,"Negozi S. Marco Mercerie del Capitello 4151, Sottoportico delle Acque 5013",166
Duse,"VENEZIA • Via XXII Marzo, 2288",Zelarino,Camicerie,"Macchine per scrivere, calcolatrici, duplicatori. OCCASIONI, CAMBI, RICOSTRUZIONI, NOLEGGI",166
