Name,Address,Location,Category,Additional Info,page
Soc. acc. sempl. Industria Chimiche Minio,"Murano Barbini, S. Marco 2516",Murano,Mobili,Location: Murano,250
Acerbi Carlo,Castello 3901,Murano,Mobili,Category: Mobili,250
Andolfi Angelo,S. Croce 68,Murano,Mobili,Category: Mobili,250
Andolfio Giovanni,Cannaregio 3217,Murano,Mobili,Category: Mobili,250
Bergamo Luigi,Mestre Via Ca Rossa 84,Mestre,Mobili,Category: Mobili,250
Bona Maria,Castello 5245,Murano,Mobili,Category: Mobili,250
Braga Vincenzo,Cannaregio 6041 A,Murano,Mobili,Category: Mobili,250
Brunello Luigi,"Mestre, Via Costa 10",Mestre,Mobili,Category: Mobili,250
Capovilla Augusto,Rio Marin 853 A,Murano,Mobili,Category: Mobili,250
Casa Nova S. A.,Via XXII Marzo 2288,Murano,Mobili,"Arredamenti completi, Tel. 25.889",250
Dal Bon Ferruccio,Cannaregio 3593,Murano,Mobili,Category: Mobili,250
Dall’Asta Aldo,Cannaregio 379 A,Murano,Mobili,Category: Mobili,250
Dal Soglio e C.,"Mestre, Via Circonvallaz.",Mestre,Mobili,Category: Mobili,250
De Valentin Mario,"Mestre, Via Circonvallaz.",Carpenedo,Mobili,Category: Mobili,250
Ferraro Luigi,Dorsoduro 1737 D,Murano,Mobili,Category: Mobili,250
Gavagnin Valentino,S. Croce 1233,Murano,Mobili,Category: Mobili,250
Gnocchi Giulio,Cannaregio 3760 A,Murano,Mobili,Category: Mobili,250
Lazzari Giacomo e Figli,Calle Turloni 2866,Murano,Mobili,Category: Mobili,250
Lazzarini V. di G. V. A. e F.lli Lazzarini,"San Giacomo dell’Orio, 1490",Murano,Mobili,"Premolato Mobiliifcio, Deposito mobili, Tel. 22.964",250
Marinazzo Augusto,"Giudecca, fdm. della Croce 188",Giudecca,Mobili,"Stabilimento : Casa di Pena, Amministrazione e saloni esposizione",250
Pavan Natale e figlio,S. Caterina 4968,Murano,Mobili,Category: Mobili,250
Permuta mobilimio Casa com’artignato cav. Bruno Gasparini,"Mestre, Via D. Manlin 39",Mestre,Mobili,"Arredamenti in genere, Esclusività Cucine '9000' di propria creazione, Tel. 51,165",250
Ragazzi Emilio,S. Giovanni Grisotomo 5835,Murano,Mobili,mobili di ogni stile di lusso e comuni Amministrazione,250
Pavan Natale & Figli,"Santa Caterina, N. 4968",Murano,Mobili,Mobili di lusso e comuni,250
Maxiluzzo,"Giudecca, fdm. della Croce 188",Murano,Mobili,"ferramente e carpenteria, Stabilimento Casa di Pena, Esposizione, Tel. 24214",250
“duse.”,Via XXII Marzo 2288,Murano,Mobili,"Macchine per scrivere – Calcolatrici – Duplicatori, OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI, Telefono n. 25.889",250
