Name,Address,Location,Role,Profession,page
Caneva dott. Cellino,Piscina Frezzeria 1672,FRAZIONI,Consigliere delegato,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Cesamboneni dr. Samuele,Piscina Frezzeria 1672,FRAZIONI,Consigliere,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Bruni dr. Romolo,Piscina Frezzeria 1672,FRAZIONI,Consigliere,Medico Provinciale,83
Quintarelli prof. dott. Luigi,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Presidente,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Giustiniani co dott. Alvise,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Consigliere,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Perdihon rag. Luigi,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Consigliere,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Ronconi rag. Vittorio,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Consigliere,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Giustiniani N. H.,"S. Trovaso, fdno, Ognissanti 1454", dott. Alvise,OPERA PIA « G. B. GIUSTINIAN » RICOVERO CRONICI,"Consigliere,",83
De Pluri dr. Luigi,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Medico direttore,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Cuzzi d. dr. Armando,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Medico di Sez.,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Marcon rag. Vittorio,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Segretario,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Ciriaco Gallo,"S. Trovaso, fdno, Ognissanti 1454",FRAZIONI,Economo,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Callegari don Giuseppe,Zattere 919,FRAZIONI,Direttore,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
De Biasi cav. uff,"S. Marina, Palazzo Bollani numero 6073", Attilio,"OPERA PIA « ZUANE CONTARINI » Administration""","Presidente,",83
Piero Barbini,San Lio numero 5776,FRAZIONI,Presidente,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Manetti Nono Mario,San Lio numero 5776,FRAZIONI,Ispettore generale,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
