Name,Address,Location,Category,Additional Info,page
Battiston Ferruccio,S. Marco 268,Marghera,Camicerie da uomo,Porcellane e affini,301
Benevento Giacomo,Cannaregio 3991,Marghera,Camicerie da uomo,Porcellane e affini,301
Baraeto Alceste di Dalla Pasqua Giulia,Cannaregio 2629,Marghera,Camicerie da uomo,Porcellane e affini,301
Buttaro Alessandro,S. Marco 5237,Marghera,Camicerie da uomo,Porcellane e affini,301
Caffi Giuseppe,San Marco 5319,Marghera,Camicerie da uomo,Porcellane e affini,301
Cercolò Alfredo,Piazza Umberto I,Mestre,Camicerie da uomo,Porcellane e affini,301
Consorzio Italiano,Piazza Umberto I,San Luca, Calle Goldoni,", | Manufatti C.I.M.",301
Costantini Erminio,"Burano, Via Galuppi",Marghera,Camicerie da uomo,Porcellane e affini,301
D'Este Edvige,"Burano, Via Galuppi",Burano,Camicerie da uomo,Porcellane e affini,301
Frette E. e C.,"Burano, Via Galuppi, San Marco 4030",Marghera,Camicerie da uomo,"Fabbriche Telerie, | S. A.",301
Gaggio Antonio di Dall'Acqua E.,S. Marco 5044,Marghera,Camicerie da uomo,Porcellane e affini,301
Gavagnin Giovanni,S. Polo 2171,Marghera,Camicerie da uomo,Porcellane e affini,301
Romor F.lli,San Marco 4950,Marghera,Camicerie da uomo,Porcellane e affini,301
Rosato Carlo,Via Giustiniani 21,Marghera,Camicerie da uomo,Porcellane e affini,301
Schiavo Adolfo e C.,Viale S. Maria Elisabetta,Lido,Camicerie da uomo,Porcellane e affini,301
Succ. p. Granzotto di Amilcare Menegazzi,"S. Aponal, Palazzo Bernardo 1321",Marghera,Camicerie da uomo,Porcellane e affini,301
Successori di Arcangelo Vini,Piazza Umberto I,Mestre,Camicerie da uomo,Porcellane e affini,301
Trabacchin Giovanni,Via Gatta,Zelarino,Camicerie da uomo,Porcellane e affini,301
Trapolini G. B., San Marco 1083,Marghera,Succ. Lorenzo Rubelli e Figlio,Porcellane e affini,301
Trevisan Antonio e Grego Emma,"Burano, Via Galuppi",Marghera,Camicerie da uomo,Porcellane e affini,301
Vandelli Magazzini di Teobaldo Vandelli,San Marco 725,Marghera,Camicerie da uomo,Porcellane e affini,301
Zanini Virgilio,S. Marco 284,Marghera,Camicerie da uomo,Porcellane e affini,301
Haas e Figli,Campo S. Moisè 1461,Marghera,S. A. Succ. di Filippo Haas,Porcellane e affini,301
Soc. An. Bevilacqua Luigi,S. Marco 5337,Marghera,Tessuti stampati e artistici,Porcellane e affini,301
Soc. An. Fortuny,Giudecca fdm. S. Biagio 806,Marghera,Tessuti stampati e artistici,Porcellane e affini,301
Haas e Figli (Soc. An. succ. di Filippo Haas),"Campo San Moisè 1461, Venezia",Marghera,Stoffe per arredamenti," tendaggi e tappeti, ",301
Ruffini Giuseppe,S. Marco Mercerie S. Salvador 4987,Marghera,Timbri di gomma,"in metallo e Incisioni,",301
Costantini Carlo,San Marco 4995,Marghera,Timbri di gomma,"in metallo e Incisioni,",301
Ghezzo Antonio,Portici Rialto 62,Marghera,Fabbrica Timbri in Gomma,"in metallo e Incisioni,",301
Santi (Succ.) di Moschini Vittorio,Spadacia 665,Marghera,Timbri di gomma,"in metallo e Incisioni,",301
Bassi Elena,via Piave 80 C,Mestre,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
D'Este Armando,via Garibaldi 1736,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Filemone Fulgenzio,Cannaregio 6425,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Lavanderia e stireria Gussoni di Perini Rodolfo,"Castello 841, San Marco 4577-2087, Lido, Via Malamocco 47",Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Marino Corbella Carlo,Lido via M. Bragadin 2,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Orlando Cesarina,S. Marco 4463,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Socal Luigi,Cannaregio 5290,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Stefani Guglielmo,via Olivi 11,Mestre,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Tintoria Lombarda del dr. Enrico Brozzini,Carpenedo Ca' Rossa 4,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
Veneti Giovanni,San Marco 4535 A,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301
„Superintp„,Calle Nuova 703,S. Simeon,Sede di Venezia,"stoffe ecc.,",301
