Name,Address,Location,Category,Additional Info,page
Beraldo Andrea,Via del Prato 40a,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
De Col Ferdinando,Cannaregio 552,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Fasoli Arturo,Cannaregio 440,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Gasparini Valentino,SS. Apostoli 4462,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Linetti Guglielmo,S. Marco 2245,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Manfren Mario,S. Polo 2756,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Mazzucato Policarpo,Cannaregio 2337,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Michelli Giovanni,"S. Pantalone, 3861",Mestre,Camicerie da uomo,"Pellami,  Tomale o Affini",268
Panisson Attilio,"Cann. 719-D, 677",Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Pellegrini Arturo,Cann. 2537,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Righetto Giovanni,Circonvallaz. 2,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Rosa Riccardo,Via Rosa 1,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Valentini Antonio,S. Polo 2876,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Zanchi Luigi,Castello 4966,Mestre,Camicerie da uomo,Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Achilli Giovanni,S. Marco 644 A,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Betello Bruno,Cannaregio 2336,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Biasin Federico,S. Marco 2016,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Bona G. e Figli,San Marco 5021,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Castellano Ugo e Giorgio,Monte Nero 5b,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Giubelli Carlo,"Monte Nero 5b, Cann. 4118",Mestre,Pellett erie (fabbriche),s. a. r. l.,268
Grano,"Monte Nero 5b, Cann. 4118",Mestre,Pellett erie (fabbriche),"Pelletterie di lusso lise e decorato,  Reparto valigeria,  Ombrelli,  Necesaires e articoli da viaggio. Qualunque riparazione borsette,  valigie,  ombrelli,  bauli,  Il 'negozio più centrale,  più moderno e più economico",268
Linetti Guglielmo,S. Marco 2245,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Pellegrini Arturo,S. Alvise 3161,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Piacenza Ubaldo,S. Marco 2769,Mestre,Pellett erie (fabbriche),Forniture complete MOBILI e ACCESSORI per UFFICIO,268
Soc,"S. Marco 2769, Cannaregio 385 C",Mestre,Commerciale cuci artistici Veneziani,SACAVE,268
