Name,Address,Location,Category,Additional Info,page
FABBRICA MOBILI Fratelli ZAN,S. Basegio 1677 C,VENEZIA,MOBILI,LAVORAZIONE MOBILI ANTICHI E MODERNI,251
Scaramuzza e Scarpa,"Via Cappuccina, 18",Mestre,MOBILI,Laboratorio Mobili d'Arte,251
S.A.F.F.A.,S. Giobbe 469,MESTRE,MOBILI,"filati ed affini,",251
SAINOM,San Marco 1483,MESTRE,MOBILI,Industrie Navali Officina Meccanica,251
Saletti Umberto,"Via Torre Belfredo, 57",Mestre,MOBILI,"filati ed affini,",251
Fabbrica MOBILI Saletti Umberto,Via Torre Belfredo - N. 57,Mestre,ARREDAMENTI NEGOZI,"filati ed affini,",251
S. A.,S. Rocco 3138,MESTRE,MOBILI,Mobilificio della Brianza,251
Scarpa Giuseppe e Guido F.lli,S. Basegio 1984,MESTRE,MOBILI,"filati ed affini,",251
Scarpa Romolo e C.,Castello 2109 B,MESTRE,MOBILI,"filati ed affini,",251
ROMEO SCARPA & C.,Castello 2109 B,VENEZIA,IMPRESA ARTIGIANA,"Costruzioni Edili, Falegnameria Castello 2109 B, Mobilificio Telef. 26-457, Legnami",251
Simoli Antonio,Dorsoduro 3439 A,MESTRE,IMPRESA ARTIGIANA,"filati ed affini,",251
Tres Edmaro,S. Basegio 1016,MESTRE,IMPRESA ARTIGIANA,"filati ed affini,",251
Ugolini Ghibellina,Via Mestrina 3,Mestre,IMPRESA ARTIGIANA,"filati ed affini,",251
Vattolo e Basso,Via Bissuola 61,Ca'penedo,IMPRESA ARTIGIANA,"filati ed affini,",251
Zan F.lli,San Basegio 1677 C,MESTRE,IMPRESA ARTIGIANA,"filati ed affini,",251
Albonca Berto,Via Torti 59,Mestre,negozi,"filati ed affini,",251
Battain Angelo,Cannaregio 5399,MESTRE,Location: MESTRE,"filati ed affini,",251
Bon Avelina iu Saccardo,Dorsoduro 3462,MESTRE,Location: MESTRE,"filati ed affini,",251
Burovich Massimiliano,Cannaregio 3527B,MESTRE,Location: MESTRE,"filati ed affini,",251
Canova Antonio,Cannaregio 4311-12,MESTRE,Location: MESTRE,"filati ed affini,",251
Casa di Vendite di Ragazzi Emilio,"Castello 5217, S. Marco 4801",MESTRE,Location: MESTRE,"filati ed affini,",251
Casa Nova S. A.,Via XXII Marzo 2288,MESTRE,Arredamenti completi,Telefono 26.889,251
Castellani Giuseppe,S. Croce 697,MESTRE,Location: MESTRE,"filati ed affini,",251
Colussi Gino,Cannaregio 4505,MESTRE,Location: MESTRE,"filati ed affini,",251
Cuciel Enrico,Castello 8043,MESTRE,Location: MESTRE,"filati ed affini,",251
Da Ponte Giuseppe,S. Lio 5575,MESTRE,Location: MESTRE,"filati ed affini,",251
Dal Soglio Mario e C.,Via Circonvallazione 1A,Mestre,Location: MESTRE,"filati ed affini,",251
Ferretti Antonio,S. Marco 220,MESTRE,Location: MESTRE,"filati ed affini,",251
Follador Carlo,Cannaregio 5435,MESTRE,Location: MESTRE,"filati ed affini,",251
Franzoi Luigi,Castello 5929,MESTRE,Location: MESTRE,"filati ed affini,",251
Gin Vittorio,Castello 5479,MESTRE,Location: MESTRE,"filati ed affini,",251
Gobbetto e C.,Castello 5479,MESTRE,Location: MESTRE,", Soc. Acc. Sempl.",251
Mobili Lanza,"Calle delle Razze, 4537",MESTRE,Location: MESTRE,Mobili di propria fabbricazione ne e della Brianza,251
Minotto Annu,"Calle delle Razze, 4537",MESTRE,Location: MESTRE,Carpenedo,251
Massuoro Orlando Pastega,Cannaregio 3582,MESTRE,Location: MESTRE,"filati ed affini,",251
Mobilificio della Brianza S. A.,S. Polo 3138,MESTRE,Location: MESTRE,"filati ed affini,",251
Navarro Umberto,Cannaregio 3927-30A,MESTRE,Location: MESTRE,"filati ed affini,",251
Pagliarini Francesco,Cannaregio 6145-45B,MESTRE,Location: MESTRE,"filati ed affini,",251
Pasquazza Attilio,S. Polo 2901,MESTRE,Location: MESTRE,"filati ed affini,",251
Ragazzi Alfeo,S. Marco 5236,MESTRE,Location: MESTRE,"filati ed affini,",251
Ragazzi Emilio,Castello 5835,MESTRE,Location: MESTRE,"filati ed affini,",251
ENRICO CURIEL & C.,CAMPO S.ta MARINA 6043 - 6006 a,VENEZIA,Location: MESTRE,"Tel. 23-641, MOBILI comuni e di lusso, LANE da materasso, CARROZZINE per bambini SEDIAMLE assortito - RETI METALLICHE su misura",251
S.A.F.F.A.,CAMPO S.ta MARINA 6043 - 6006 a,MESTRE,Location: MESTRE,"MOBILI razionali per abitazioni solle di- eleganti - pratici, Deposito di VENEZIA - S. Giobbe, 465 - Telefono 25-025",251
