Name,Address,Location,Category,Additional Info,page,location_cleaned
Perego A. (ditta),S. Luca 4150,,Stoffe e Tessuti,"Lido,",296,True
Haas e Figli (Soc. An. succ. di Filippo Haas),"Campo S. Moisé, 1481",Lido,Stoffe per arredamenti," tendaggi e tappeti,  Filiali a Roma,  Milano,  Torino,  Firenze",296,False
Mazzagni Fasolato di Egidio Fedel,"S. Bartolomeo, 5545",Lido,Stoffe," Tappeti,  Cortinaggi,  Tel. 23-103",296,False
Baronchelli Arturo,"Frezzeria, 1645",Lido,Stoffe e Tessuti,"Lido,",296,False
Bellotto Emilio e C.,S. Luca 4554,Lido,Stoffe e Tessuti,"Lido,",296,False
Benectti (sartoria) di Benefatti Ettore,Castello 5118,,Deposito stoffe,"Lido,",296,True
Bonatti Adalgisa,S. Marco 5328,,Stoffe e Tessuti,"Lido,",296,True
Caffi Giuseppe,San Marco 5319,,Stoffe e Tessuti,"Lido,",296,True
Carnielli e Pellizzari,"Rialto 4849, 5383-86",Lido,Stoffe e Tessuti,"Lido,",296,False
Chittarin Giovanni,S. Marco 5381,,Stoffe e Tessuti,"Lido,",296,True
C. Confezioni Dina,Cannaregio 1318,,Stoffe e Tessuti,"Lido,",296,True
Celio Mario,"San Lio, 5626",Lido,Stoffe e Tessuti,"Lido,",296,False
Dall’Acqua Edoardo,Via 2 Aprile 5044,Lido,Stoffe e Tessuti,"Lido,",296,False
De Munari Elisa,Cannaregio 2292 A,,Stoffe e Tessuti,"Lido,",296,True
Didan Aldo,S. Marco 5019 4935,,Stoffe e Tessuti,"Lido,",296,True
Fedel Egidio,San Marco 5545,,Mazzagni Fasolato,"Lido,",296,True
Galletti Gaudenzio,S. Moisé 266.7-4,Lido,Stoffe e Tessuti,"Lido,",296,False
Micheli Giuseppe Piero,Dorsoduro 2929,,Stoffe e Tessuti,"Lido,",296,True
Mora Maria,S. Stin 2396,Lido,Stoffe e Tessuti,"Lido,",296,False
Osti Antonio e La Comense,Cannaregio 5045,,Stoffe e Tessuti,"Lido,",296,True
