Name,Address,Location,Category,Additional Info,page
Bacchelli Ernesto,S. Polo 91,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Baldan Alfredo,D. Duro 2464,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Baldan Enrico,"S. Marco, 475-476",Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Baldan Francesco,Castello 2543,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Ballarin Alfredo,S. Croce 666 B,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Barbieri Amedeo,S. Marco 3532,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Barbieri Pietro,S. Marco 1918,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Barbiani Giuseppe,Giudecca 54 Dorsoduro 523,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Barbisani Dom.,Cann. 6051,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Baratton Luigi,Cannar. 5942,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Baratton Umberto,Cannaregio 5941,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Barbolini Antonio,S. Croce 1587,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bassai Mario,S. Mar.o 3891,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Battistel Antonio,Dorsoduro 3126,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Battocchio Mario,Cannar. 3184-C,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Beggiato Armando,Cannar. 224,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Begotti Ferdinando,Cann. 2652,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bellato Teresa,Favaro Veneto via Bagarone 191,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Benuin Ernesto,S. Marco 5244-45,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Benven Aldo,Castello 1496,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bernardi Giuseppe,Mestre Via Piraghetto,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bergamini Giulio,Cann. 3077,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Berg Antonio,S. Polo 3055,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Beran Antonio,Cannar. 1822-83,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bettinati Giovanni,S. Polo 80-87,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bettini Rosalia,Castello 1782,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bianchini Giovanni e Costantini Federico,Cannar. 159-1815,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bianchini Antonio,Mestre v. Cavallotti n. 15-A,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
Bicato Luigi,Marghera Via Zambelli 3,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141
