Name,Address,Location,Category,Additional Info,Profession,Role,page
Serafini Romeo,"campo ss. Redentore, 193",Giudecca,"Fabbrica fisccli e dischi per la spremitura delle olive, Cordarni, Pabbard\ elli affini, Fabbrica tappeti, Cinghie per elevatori di molini",Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serafin Serafino,Castello 3166,,pasticceria,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serafin dr. Bruno,s. Marco 3700A,,Macchine per scrivere,dermosifilopata,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serafini Ottorino,"C.ia, Mestre, Piazza Umberto I",,mobili di lusso e comodi,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serafini Serafino,Castello nume.ro 3166,,alimentari (dett.),Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Seratoli Mario Augusto,S. Ang.la n.36,,Macchine per scrivere,Calcolatrici,avv.,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serandrei Diana,San Marco 2033,,grammofoni musicali,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serandri Serrano,Castello 3161,,pomificio,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serandi Brambilla Laginami & B.,Duro~ 141,,industria bosc.hiA.,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serantoni Diana,Via Cattapan 189,Mestre,"mercerie, filati e affini",Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena dr. Antonio,Via Cattapan 189,,Macchine per scrivere,dentista,Duplicatori,SS. Apostoli,456
Serena & C.,"Murano ido, Navigero 65",,soffierci,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena Ernesto,S. Polo 309,,calzature,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena F.lli F.,S. Marco 3901,,calderal),Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena Giulia,"Murano, Idna, Venezia 34",,trattoria,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena Giuseppe,"Murano, Idna, Venezia 34",,Macchine per scrivere,Uff. Giudiziario della Pretura di Mestre,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena Guglielmo,Via Verdi 59,Mestre,sartoria uomo,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serena E. S. A.,Via Capparena 14,Mestre,"edile e motoricli (accessori, riparazioni, revisioni)",Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Sereni Bordignon Giannina,Via Capparena 14,,Macchine per scrivere,Pellicce e Confezioni per signora,Duplicatori,A la Piave!a de Franza,456
Serenissima,Calle Golcioni 4486,,albergo,dipendenza Bonvecchii,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
Serghi Filomena,"S. Marco, 1797",,sarta,Calcolatrici,Duplicatori,GUIDO COMMERCIALE DI VENEZIA E PROVINCIA,456
