Name,Address,Location,Category,Additional Info,page
Cosentino Giuseppe,S. Marco 457,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Cerni Elena,"Riva Schiavoni, 4089",Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Cusumano Maria,D. Duro 3747,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Dal Borgo Antonietta,Castello 4650,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Damiani Vittorio,"""alle due colonne"" S. Polo, 1234",Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Da Nane,"San Bartolomeo, 4865",Mestre,"Tutte le Specialità Gastronomiche, Sale per Pranzi e Società, Vini scelti",Telefono 42-873,308
Dan Elisa,Giudecca 840,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Daniele Marianna ved. Salmaso,"San Marco, 3965",Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Dante Antonio,"San Marco, 3965",Mestre,Trattoria Darsena,P. Marghera,308
Da Ponte Maria,Cannaregio 2710,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Da Re Angelo,S. Polo 1659,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Da Ru Ruggero,Cannaregio 4377,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Da Tos Alessio,Castello 5409,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Da Tos Giovanni,Castello 3958,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Deana Arturo,S. Marco 1665,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
De Fortis Antonietta,Castello 3393-A,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
De Grandis Giuseppe,S. Croce 1459,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
De Grazi Giuseppina,S. Croce 1221,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Del Zenero Marianna,"Lido, Via Candia 1",Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
De Vanna Domenico,D. Duro 2315,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
De Vanna Paolo,S. Croce 158,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Diana Basilio,S. Polo 2749,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Di Marzo Nicola,S. Polo 594,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
Doni Mario,Cannaregio 3912,Mestre,Trattorie,"SERVIZI PER TUTTE LE VIE INTERNE E NAVIGABILI, Telefoni 27-373 - 26-430 - 27-387",308
