Name,Address,Location,Category,Additional Info,page
Caffi Marcello e Luigi,S. Marco 5319-5159,Mestre,Tessili,",",300
Industrie Riunite Mira Tessiture e Confezioni,Castello 6661,Mestre,Tessili,",",300
Pederzini Luigi,S. Marco 4947,Mestre,Tessili,",",300
Rossi Guido,S. Marco 4947,Mestre,Tessili,Piazzetta S. Francesco,300
Vidali Giorgio,S. Marco 1470,Mestre,Tessili,",",300
Bevilacoqua Luigi,"S. Marco 1470, S. Croce 1313-20",Mestre,Tessiture seriche per l'arredamento,Soc. an.,300
Jesurum e C. (soc. M.) Soc. An.,Castello 4283,Mestre,Tessiture seriche per l'arredamento,",",300
Rubelli Lorenzo e Figlio S. A. Succ. a G. B. Trapolin,Campo S. G. Gallo 1089-A,Mestre,Tessiture seriche per l'arredamento,"Direzione, Tel. 25-557; Negozio: Piazza San Marco Procuratie Nuove 65, Tel. 23-461, Campo San Gallo 1091, Tel. 25-557; Passamanterie - Campo S. Gallo 1091",300
Alta Moda,San Zulian 737,Mestre,Tessuti,",",300
Alzeni Frilli,Castello 4306,Mestre,Tessuti,",",300
Benevento Giuseppe,Cannaregio 3991,Mestre,Tessuti,",",300
Bertoldi Ugo,S. Marco 4599,Mestre,Tessuti,",",300
Bortoli Carlo,Dorsoduro 3683,Mestre,Tessuti,",",300
Busetto Umberto,Via G. Pepe 10,Mestre,Tessuti,",",300
Camoli Luigi,S. Polo 10-11,Mestre,Tessuti,",",300
Carnieli e Pellissari,Rialto 338-85,Mestre,Tessuti,",",300
Cedolini Emilio,"S. Maria Gloriosa dei Frari, 2700",Mestre,Tessuti,"Tessuti, Tel. 47-455",300
Celio Mario,Castello 5606,Mestre,Tessuti,",",300
Celmanti Antonio,S. Marco 2807,Mestre,Tessuti,",",300
Ceroni Alessandro,S. Marco 4789,Mestre,Tessuti,",",300
Ceschin Pietro,S. Marco 727,Mestre,Tessuti,",",300
Chisciotti Angelo,Cannaregio 4395,Mestre,Tessuti,",",300
Chiattarin Giovanni,Campo S. Bartolomeo 5381,Mestre,Tessuti,",",300
C. I. M.,Campo S. Bartolomeo 5381,"San Luca, Calle Goldoni",Tessuti,Consorzio Italiano Manufatti,300
C.I.M.A.,"Campo S. Bartolomeo 5381, S. Marco 4918",Mestre,Tessuti,di Naldo Antibaldi,300
Dall'Acqua Edoardo,San Marco 5044,Mestre,Tessuti,",",300
Del Pra Giacomo,"S, Simone 957",Mestre,Tessuti,",",300
De Munari Luigia in Borin,Cannarregio 2292-B,Mestre,Tessuti,Alla Città di Schio,300
Ferronato Primo,Via Manin 5,Mestre,Tessuti,",",300
Fortunati F.lli,Dorsoduro 3701,Mestre,Tessuti,",",300
Fusello Luigi,S. Marco 703-38,Mestre,Tessuti,",",300
Gasparetto F.lli,Via Garibaldi 1253,Mestre,Tessuti,",",300
Giada Luigi,S. Polo 7,Mestre,Tessuti,",",300
Liotti Alfredo,S. Marco 4945,Mestre,Tessuti,",",300
Linassi Luigi,Castello 4698,Mestre,Tessuti,",",300
Mabili Ernesto,Rialto 373,Mestre,Tessuti,",",300
