Name,Address,Location,Role,Profession,Additional Info,page
Dott. Teofilo Uni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Capo Divisione,Consigliere i. cl.,Divisione III.B,43
Dott. Romolo Bruni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Medico Provinciale,-,Divisione III.B,43
Dott. Aldo Ademollo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Veterinarî prov.,-,Divisione III.B,43
Dott. Carlo Mirza,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,I.o Segretario,-,Divisione III.B,43
Dott. Teofilo Uni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Capo Divisione,-,Divisione III.B,43
Ig. Rumoio Alliata,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Capo Ragioniere,-,Divisione III.B,43
Dr. Sandrino Calcagno,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Rag. capi,-,Divisione III.B,43
Rag. Oreste Minneci,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Rag. capi,-,Divisione III.B,43
Germanico Ravenna,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Amministratore,-,Divisione III.B,43
il Prefetto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Presidente,-,In sede di tutela,43
Dal Cortivo Dr. Domenico,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Beltrame Dr. Gregorio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Siragusa Dr. Ciro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Bandarin Avv. Silvestro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Frascella Avv. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Zennaril Ing. Antonio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Sabbadin Rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Divisione III.B,43
Venchierutti Avv. Iginio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Divisione III.B,43
Francesconi Ing. Carlo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Divisione III.B,43
Fano Avv. Luciano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Agregati per la risoluzione dei ricorsi in materia di tributi locali,43
Chiestiura Corona Michele,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Agregati per la risoluzione dei ricorsi in materia di tributi locali,43
Guerriero Dr. Anello,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Divisione III.B,43
Penzo Ing. Felice,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Divisione III.B,43
Capisani Dario,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Segretario,-,Divisione III.B,43
Siragusa Dr. Ciro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,In sede giuridizionale,43
Beltrame Dr. Gregorio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,In sede giuridizionale,43
Frascella Avv. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,In sede giuridizionale,43
Sabbadin Rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,In sede giuridizionale,43
Bandarin rag. Giordano,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membro supplente,-,In sede giuridizionale,43
Spaziantie Dr. Domenico,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Segretario,-,In sede giuridizionale,43
Frascino dott. Jerasino,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Presidente,-,Membri della I.a Sezione,43
Alberi rag. Giovanni,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Membri della I.a Sezione,43
Adami ing. Mario,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Membri della I.a Sezione,43
Giurii Umberto,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Membri della I.a Sezione,43
Orsoni Angelo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri effettivi,-,Membri della I.a Sezione,43
Velatta ing. Massimo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Membri della I.a Sezione,43
RigoBon Pietro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,Membri supplenti,-,Membri della I.a Sezione,43
