Name,Address,Location,Category,Additional Info,page,location_cleaned
Negozio e Sport,"pt. Rialto, 5392-34",Lido,Articoli da Viaggio,PELLESTRINA,149,False
Righini F.lli G. B. e Righini Maurizio,S. Marco 186-82-89,,Articoli da Viaggio,PELLESTRINA,149,True
S.A.F.F.A.,"Deposito di Venezia, San Giobbe 451",Lido,Articoli da Viaggio,PELLESTRINA,149,False
S. A. Elettro-Lux,S. Luca 4571,,Aspirapolvere,PELLESTRINA,149,True
Agostini Arturo fu Giacinto,S. Marco 1341,,Assicurazioni,PELLESTRINA,149,True
Ambrosi Dott. Augusto,Campo Manin 4023,Lido,Assicurazioni,PELLESTRINA,149,False
Baldan Umberto,"S. Marco, 5110",,Assicurazioni,PELLESTRINA,149,True
Baldini Iginio,S. Moisé 2061,Lido,Assicurazioni,PELLESTRINA,149,False
Bettini Gino,San Marco,Lido,Assicurazioni,PELLESTRINA,149,False
Dal Collo Antonio fu Domenico,San Marco 4382 A,,Assicurazioni,PELLESTRINA,149,True
De Perini rag Angelo e Enzo,Cannaregio 3971,,Assicurazioni,PELLESTRINA,149,True
De Spirti Giuseppe fu Angelo,"S. Marco, numero 4037",,Assicurazioni,PELLESTRINA,149,True
Falciai cav. Giovanni,S. Vio 620,,Assicurazioni,PELLESTRINA,149,True
Fumegalli Silvio,Mestre v. C. Battisti 6,Lido,Assicurazioni,PELLESTRINA,149,False
Gemelaro Giuseppe,San Marco 1957-A,,Assicurazioni,PELLESTRINA,149,True
Janna Girolamo,"Mestre, Via Rosa 22",Lido,Assicurazioni,PELLESTRINA,149,False
Longobardi L. e F.,S. Marco 1757,,Assicurazioni,PELLESTRINA,149,True
Marangoni Domenico,S. Marco 2382-A,,Assicurazioni,PELLESTRINA,149,True
Moratti Angelo fu Armando,S. Marco numero 5369,,Assicurazioni,PELLESTRINA,149,True
Nardini Maria iu Fabbri,S. Marco numero 5369,,Assicurazioni,Mestre,149,True
Pivato Marcello,S. Marco 337,Lido,Rappresentante Procuratore Riunione Adriatica di Sicurtà e dell'Assicuratrice Italiana,PELLESTRINA,149,False
Spagnol Riccardo,S. Marco 337,,Assicurazioni,PELLESTRINA,149,True
Trame Angelo,S. Marco 5186,,Assicurazioni,PELLESTRINA,149,True
Vianello dr. Ettore e Rallo M.,5,Lido,Assicurazioni,PELLESTRINA,149,False
Viareggio Ottaviano,"Mestre, Via Rosa 22",Lido,Assicurazioni,PELLESTRINA,149,False
Viscuso Giulio fu Franco,S. Marco 926,,Assicurazioni,PELLESTRINA,149,True
Vurms Giulio,S. Marco 1386,,Assicurazioni,PELLESTRINA,149,True
Zamboni Osvaldo,Lido Via Tiro 3,Lido,Assicurazioni,PELLESTRINA,149,False
Zanga Tito e Pietro Mantovio,S. Marco 1273,,Assicurazioni,PELLESTRINA,149,True
A.B.C. di Giuseppe Busanesi,"Cannaregio, Rio Terra Maddalena, 2064",,"Qualsiasi Pratica presso Municipi, Prefetture, Tribunali ed Enti vari, Agenzia d'Affari, Cospista",PELLESTRINA,149,True
Assistenze,Calle del Carbon 4177, Amministrative c A. P. A.,Calle del Carbon 4177,", | Pratiche",149,False
Società Anonima Immobiliare ed Esercizio Fornaci S.A.I.E.F.,"Castello, 3685-B",,Attività Immobiliari in genere,PELLESTRINA,149,True
Società Anonima Madonnina,"San Marco, 1165",,Commercio terreni,PELLESTRINA,149,True
