Name,Address,Location,Role,Profession,page
Cirilli gr. uff. prof. arch. Guido,San Marco num. 2012,,Presidente,ACCADEMIA di Belle Arti e Liceo Artistico,76
Marini Isera cav. prof. Gastone,San Marco num. 2012,,Direttore,ACCADEMIA di Belle Arti e Liceo Artistico,76
Gafoalo dr. Alfonso,San Marco num. 2012,,Segretario,ACCADEMIA di Belle Arti e Liceo Artistico,76
Piattelleti Federico,San Marco num. 2012,,Economo,ACCADEMIA di Belle Arti e Liceo Artistico,76
Martini prof. Arturo,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Scultura,76
Cadorin prof. Guido,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Pittura,76
Cesti prof. Giuseppe,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Pittura,76
Saetti prof. Bruno,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Decorazione,76
Giuliani prof. Giovanni,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Tecniche dell'incisione,76
Lotti prof. Carlo,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Anatomia,76
Gottardi prof. Luigi,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Plastica Ornamentale,76
Delogi prof. Giuseppe,San Marco num. 2012,,"Corpo Insegnanti, Accademia di Belle Arti",di Storia dell'arte,76
Isera prof. Gastone,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Architettura,76
Bo™zio prof. Guido,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Architettura disegno geometrico prospettiva,76
Varagnolo prof. Mario,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Ornato disegnato,76
De Luigi prof. Mario,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Ornato modellato,76
Cigarlini prof. Gaetano,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura e ornato modellato,76
Torresini prof. Attilio,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura e ornato modellato,76
Colbianco prof. Vincenzo,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Ornato disegnato,76
Majoli prof. Giovanni,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura disegnata,76
Bassadella prof. Afro,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura disegnata,76
Tedeschi p.prof. Cleonice,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Matematica e fisica,76
Bassi prof. Elena,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Storia dell'arte,76
Dazzi prof. Manlio,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Letteratura italiana e storia,76
Poli prof. Giovanni,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Letteratura Italiana e storia,76
Contarello prof. Enrico,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Scienze naturali chimica e geografia,76
Pacher prof. Marcello,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Educazione fisica,76
Gina Violato Meneghelli,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Educazione fisica,76
Bacci prof. Edmondlo,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura disegnata,76
Gasparri prof. Luciano,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di Figura disegnata,76
Don Ugo Manfrin,San Marco num. 2012,,"Corpo Insegnanti, Liceo Artistico",di religione,76
Gran uff. dr. Ulisse Guido Ringler,"Riva del Carbon, 4794, Palazzo Bembo",,Presidente,ACCADEMIA di Belle Arti e Liceo Artistico,76
Gr. uff. Giuseppe Dell’Oro,"Riva del Carbon, 4794, Palazzo Bembo",,Direttore,ACCADEMIA di Belle Arti e Liceo Artistico,76
ing. Eugenio Rubini,San Marco num. 2012,,Ispettore Interprovinciale,ACCADEMIA di Belle Arti e Liceo Artistico,76
,San Marco num. 2012,,Scuola: G. Gozzi,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,,Scuola: Giacinto Gallina,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,,Scuola: S. Maria Formosa,ACCADEMIA di Belle Arti e Liceo Artistico,76
,SS. Apostoli,,Scuola: Luigi Cadorna,ACCADEMIA di Belle Arti e Liceo Artistico,76
,SS. Apostoli,,Scuola Michele Reniier,ACCADEMIA di Belle Arti e Liceo Artistico,76
,SS. Apostoli,,Scuola Armando Diaz,ACCADEMIA di Belle Arti e Liceo Artistico,76
,SS. Apostoli,,Scuola Alfredo Oriani,ACCADEMIA di Belle Arti e Liceo Artistico,76
,SS. Apostoli,,Scuola A. Scarsellini,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,,Scuola E. De Amicis,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,,Scuola Diedo,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Giudecca,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Marghera,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Catene,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Villabona,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Chirignago,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Aspeggìano,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Ca Emiliani,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Malcontenta,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Via Dante,Scuola Cesare Battisti,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,Carpenedo,Scuola,ACCADEMIA di Belle Arti e Liceo Artistico,76
,Castello,,Scuola: Ugo Foscolo,ACCADEMIA di Belle Arti e Liceo Artistico,76
