Name,Address,Location,Role,Profession,Additional Info,page
Cirilli gr. uff. prof. arch. Guido,Accademia di Belle Arti e Liceo Artistico,,Presidente,Vanoni Ezio,Lanzillo Azionista,76
Marini Isera cav. prof. Gastone,Accademia di Belle Arti e Liceo Artistico,,Direttore,Vanoni Ezio,Lanzillo Azionista,76
Garofalo dr. Alfonso,Accademia di Belle Arti e Liceo Artistico,,Segretario,Vanoni Ezio,Lanzillo Azionista,76
Piattelletti Federico,Accademia di Belle Arti e Liceo Artistico,,Economo,Vanoni Ezio,Lanzillo Azionista,76
Martini prof. Arturo,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Scultura,Lanzillo Azionista,76
Cadorin prof. Guido,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Pittura,Lanzillo Azionista,76
Cassetti prof. Giuseppe,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Pittura,Lanzillo Azionista,76
Saetti prof. Bruno,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Decorazione,Lanzillo Azionista,76
Giuliani prof. Giovanni,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Tecniche dell'incisione,Lanzillo Azionista,76
Lotti prof. Carlo,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Anatomia,Lanzillo Azionista,76
Gottardi prof. Luigi,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Plastica Ornamentale,Lanzillo Azionista,76
Delogu prof. Giuseppe,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Storia dell’arte,Lanzillo Azionista,76
Isera prof. Gastone,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Architettura,Lanzillo Azionista,76
Bozio prof. Guido,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Architettura disegno geometrico e prospettiva,Lanzillo Azionista,76
Varagnolo prof. Mario,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Ornato disegnato,Lanzillo Azionista,76
De Luigi prof. Mario,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Ornato modellato,Lanzillo Azionista,76
Cignarini prof. Gaetano,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Figura e ornato modellato,Lanzillo Azionista,76
Torresini prof. Attilio,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Figura e ornato modellato,Lanzillo Azionista,76
Cobianzo prof. Vincenzo,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Ornato disegnato,Lanzillo Azionista,76
Majoli prof. Giovanni,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Figura disegnata,Lanzillo Azionista,76
Bassadella prof. Afro,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Figura disegnata,Lanzillo Azionista,76
Tedeschi p.prof. Cleonice,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Matematica e fisica,Lanzillo Azionista,76
Bassi prof. Elena,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Storia dell'arte,Lanzillo Azionista,76
Dazzi prof. Manlio,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Letteratura italiana e storia,Lanzillo Azionista,76
Poli prof. Giovanni,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Letteratura Italiana e storia,Lanzillo Azionista,76
Contarello prof. Enrico,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Scienze naturali chimica e geografia,Lanzillo Azionista,76
Pacher prof. Marcello,Accademia di Belle Arti e Liceo Artistico,,Provveditore agli studi (reggente),Educazione fisica,Lanzillo Azionista,76
