Name,Address,Location,Category,Additional Info,page,location_cleaned
S. A. LA LUCE RA',VIA MESTRINA. 25,Venezia,Elettricità - Idraulica,"Concessionaria per le tre Venezie, Impianti anti furto ARGORETE"",  Rapresentante della Soc. ICEN Novara,  Forni industriali""",198,False
AMEDO FUGA,S. Samuele 3357,S. Marco,Elettricità - Idraulica,",",198,False
Mariotto F.lli,"SS. Giov e Paolo, 6364",Marghera,Elettricità - Idraulica,telefono 27-506,198,False
Montesco Giovanni fu Bernardo,Castello 6099,,Elettricità - Idraulica,",",198,True
Oliva & C.,San Marco 3675,,Elettricità - Idraulica,"Costruzioni impianti elettrici ed idraulici, Soc. a r. l.",198,True
Ortoloni Vittorio fu Nicolo,S. Croce 1838,,Elettricità - Idraulica,",",198,True
Padoan & Scarpa,S. Marco 1759,,Elettricità - Idraulica,",",198,True
Piccinin Giuseppe fu Domenico,Castello 4474,,Elettricità - Idraulica,",",198,True
Pugiotto Gioacchino di Antonio,San Marco 788,,Elettricità - Idraulica,",",198,True
Pugiotto Gius.,Campo Frari 3031,,Elettricità - Idraulica,"Idraulica Elettricità, Materiale elettrico ed idraulico, Telefono 24-014",198,True
GIUSEPPE PUGIOTTO,"Campo S. M. Gloriosa dei Frari, 3031",Venezia,Elettricità - Idraulica,IMPIANTI A GAS - IDRAULICI ELETTRICI - ILLUMINAZIONI ARTISTICHE E ALLA VENEZIANA TELEF. 24-014,198,False
Raitano Adolfo,Sottoportico delle Acque 4989,Marghera,Elettricità - Idraulica,",",198,False
RAITANO ADOLFO,Sottoportico delle Acque 4989,Venezia,Elettricità - Idraulica,"EMPORIO MATERIALE ELETTRICO, LAMPADARI, Telefono 24-138 | Sottoportico delle Acque",198,False
Rebuffi F.lli Soc.,"Campo S. Felice 3683,84",Cannaregio,Elettricità - Idraulica,"Impianti e Forniture industriali e Civili, Riscaldamenti Moderni, Idraulici, Sanitari, Elettricità ed affini, Officina Elettromeccanica, Saldatura Autogena, Telefono 22-098, Filiale Porto Industriale di Marghera Via G. Pepe 8, Telefono 50-229",198,False
Rizzo Giorgio,S. Polo 1062,,Elettricità - Idraulica,",",198,True
Rizzo Giorgio,Rialto S. Polo n° 1062,,Elettricità - Idraulica,"Materiale ELETTROTECNICO, IMPIANTI INDUSTRIALI",198,True
Rossetti Fulvio di Felice,Cannaregio 3738,,Elettricità - Idraulica,",",198,True
Scarpa Romeo fu Carlo,Dorsoduro 3467,,Elettricità - Idraulica,",",198,True
Siteia di U. Fieri e C.,Dorsoduro 1259,,Elettricità - Idraulica,",",198,True
Società Manutenzione Impianti Termomecnici S.M.I.T.,San Marco 2026,,Elettricità - Idraulica,",",198,True
Succ. Ettore Patesso,Dorsoduro 1505,Marghera,Elettricità - Idraulica,",",198,False
Tonellato Pietro fu Angelo,S. Croce 2120,,Elettricità - Idraulica,",",198,True
Tontito Giovanni di Tonitto Feruccio,San Marco 1666-67,,Elettricità - Idraulica,",",198,True
Urbani Umberto fu Camillo,Cannaregio 1335,,Elettricità - Idraulica,",",198,True
Vetreria Vistosi,"fdm. S. Lorenzo, 18",,Murano,"Vetrerie, Illuminazioni Decorate, SatinatE, Setificate, Tazze, Coppe, Glob, Riflettori ecc., Lampadari di distinzione artistici | Barbini e C.",198,True
Vignola Francesco Andrea fu Francesco,Castello 1626,,Vetrerie,",",198,True
Zanini Belisario (ditta),Cannaregio 4292,,Vetrerie,",",198,True
Zennaro Carlo e C.,Via Lepanto 34,Lido,Vetrerie,",",198,False
AGENZIA P. BORTOLUZZI,"San Luca, 4152 a",Venezia,Vetrerie,"AFFITTI APPARTAMENTI vuoti e ammobiliati, COMPRA - VENDITA CASE - TERRENI, AMMINISTRAZIONE BENI IMMOBILI, FONDATA NEL 1877, Tel. 23-432",198,False
