Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Casa Nova S. A.,Via XXII Marzo 2285,Castello,Arredamenti completi,S. Polo,1470,",",365,False
Casagrande Augusto e Frlli,"Zattere 1392, A.",Castello,imbarcbi e subarbe,S. Polo,1470,",",365,False
Casagrande Giuseppe,Giudecca 673,Giudecca,alimentari (dett.),S. Polo,1470,",",365,False
Casagrande rag. Massimiliano,Via Ciprio 43,Lido,rapp-resentante generi alimentari,S. Polo,1470,",",365,False
Casagrande Michele,S. Benedetto 3972,Castello,sartoria e confezioni per signora,S. Polo,1470,",",365,False
Casagrande Napoli,S. Benedetto 3972,,falegname,S. Polo,1470,",",365,True
Casal Angelo,D. Duro 1545,Castello,cantiere navale,S. Polo,1470,",",365,False
Casiano G. B.,Via Giustizia 18,Mestre,acceto,S. Polo,1470,",",365,False
Casanova Vittorio,Campo S. Geremia,Castello,giornali rivendita,S. Polo,1470,",",365,False
Casa Nuova S. A.,Via 22 Marzo numero 2285,Castello,mobili (negozi),S. Polo,1470,",",365,False
Casarin Antonio,Carpenedo Via San Donà,Castello,alimentari (dett.),S. Polo,1470,",",365,False
Casarin Carlo,"Carpenedo, Via del Forte",Castello,impresa edn., fornaci da calce e laterizi,1470,",",365,False
Casarin Emilio,"Mestre, Rialto numero 4",Mestre,falegname,S. Polo,1470,",",365,False
Casarin Federico,"Mestre, Via Ca' Rossa 2",Mestre,legnami e pali da costruzione,S. Polo,1470,",",365,False
Casarin Maria Giuseppina in Lugobon,S. Marco 627,S. Marco,carbone e legna (dettaglio),S. Polo,1470,",",365,False
Casarini e Attissimo,"Murano, Campo S. Bernardo 5",Murano,targhe,S. Polo,1470,",",365,False
Casarotto dr. Gino,"Murano, Campo S. Bernardo 5",S. Angelo,dentista,S. Polo,1470,",",365,False
Casa di Spedizioni l. Barbon & C.,S. M. del Giglio 2460,Castello,ZAGO F.LLI,spedizioni,1470,",",365,False
Caschin Pietro,S. Giuliano 727,Castello,pellicceria,S. Polo,1470,",",365,False
Casella Giuseppe,Cannaregio 2328,Cannaregio,alimentari (dett.),S. Polo,1470,",",365,False
Casella S.,S. Marco 733,S. Marco,calzature,S. Polo,1470,",",365,False
Casella Giuseppe (Ditta),S. Marco 733,Castello,Esclusivisti delle rnigliori Marche Nazionali ed Estere,S. Polo,1470,"Deposito e Ufficio: Frezzeria,  1513.A.,  Laboratorio: San Marco 1228.",365,False
Casella Luigi,"Castello, numero 6549.B.",Castello,alimentari (dett.),S. Polo,1470,",",365,False
Casellati Pietro,S. Angelo 3838,Castello,avv,S. Polo,1470,",",365,False
Casellati Vilfrido,S. Angelo 3838,Castello,avv,S. Polo,1470,",",365,False
Caser Irene,Doroduro 502,Dorsoduro,radio (riparazioni),S. Polo,1470,",",365,False
Caserta dr. Felice,Rialto 186,Castello,ZAGO F.LLI,Segr. di Prima classe Tribunale Civile e Penale,1470,",",365,False
Cassa Marittima Adriatica per l'assicurazione contro gli infortugi sul lavoro e le malattie,Ascensione 1253,Castello,Società di assicurazioni,S. Polo,1470,",",365,False
Cassa di Risparmio di Venezia,Ascensione 1253,"S. Marco, Campe Marani",ZAGO F.LLI,Società di assicurazioni,1470,"Agenzia di Città: Ponte dei Bareteri, Agenzia di Lido: Gran Viale Santa Maria Elisabetta",365,False
Cassaldo Maria ved. Bianchi,Dorsoduro 188,Dorsoduro,tabaccheria,S. Polo,1470,",",365,False
Cassandri E. (succ.),"Zattere, numero 20",Castello,"di Belle, Ferrer e Zacchiroli M., carbone e legna (grossista)",S. Polo,1470,",",365,False
Cassini Gio Batta,"Castello, numero 3150",Castello,terrazzi piorellane,S. Polo,1470,",",365,False
Cassini Stefano,S. Marco 2424,S. Marco,libreria, quadri, riproduzioni di oggetti artistici,",",365,False
Cassiol Giuseppe,"Mestre, Via Fratelli Bandiera 69",Mestre,impresa edile,S. Polo,1470,",",365,False
Castagna Luigi,D. Duro 1051,Dorsoduro,cartoleria,S. Polo,1470,",",365,False
Castaman comm. Giulio (Ditta),S. Polo 2788 (Vaporino Frari),S. Polo,Lavorazione artistica mosaici in smalto di vetro Veneziano,S. Polo,1470,",",365,False
Casella Postale,S. Polo 2788 (Vaporino Frari),Castello,"Filiala: Pietrasanta (Carrara), Viale Oberdan 4, teleg. Castaman Pietrasanta",Casaman Venezia,1470,",",365,False
Castegnaro Mmo,Duro number 3076,Dorsoduro,rappresento macchine,S. Polo,1470,",",365,False
Castellani Anibeto,Piazza Cesare Battisti 8,Mestre,sarto da uomo,S. Polo,1470,",",365,False
Castellan dri. Giuseppe,Riva Schiavoni 4127,Castello,medicina generale,S. Polo,1470,",",365,False
Castellani Giuseppe,S. Croce 697,S. Croce,mobilit (negozio),S. Polo,1470,",",365,False
Castellani lida,S. Croce 1764,S. Croce,sarta,S. Polo,1470,",",365,False
Castellano Ugo e Giorgio,"Mestre, Monte Nero 65",Mestre,pelletterie (fabbricati),S. Polo,1470,",",365,False
Castellara Gino,"Carpenedo, Via S. Donà 243",Carpenedo,sarto da uomo,S. Polo,1470,",",365,False
Castellara Ugo & Giorgio,"Mestre, Via Monte Nero 65",Mestre,"ciclo e motocicli, accessori, riparazioni, vendite",S. Polo,1470,",",365,False
Castellobolognesi Olga,S. Polo 2118,S. Polo,legatoria di libri,S. Polo,1470,",",365,False
Castelli Leo,S. Marco 2005,S. Marco,Ragioniere,S. Polo,1470,",",365,False
Castellino Ca' rio,San Polo 1190,San Polo,riscaldamento e fumisteria,S. Polo,1470,",",365,False
Castigioni Ernesto,"Lido, Via Lungomare Malamocco",Lido,oggetti artistici,S. Polo,1470,",",365,False
Castori Giovanni,Castello 1799,Castello,polleria,S. Polo,1470,",",365,False
Cast-ovoro Amedeo,Castello 1799,Castello,Direttore Banca d'A. mercica e d'Italia,S. Polo,1470,",",365,False
Castoro Giovanni lud.,Castello 1799,Castello,guarnizioni isolanenti,S. Polo,1470,",",365,False
Catozzo Andrea,Cannaregio 3738,Cannaregio,alimentari, (dett.),1470,",",365,False
