Name,Address,Location,Role,Profession,Additional Info,page
Annone Veneto,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Campagna Lupia,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Caorle,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Cavazere,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Chioggia,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Cona,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Ceggia,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Dolo,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Fosso d'Artico,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Fossalta di Piave,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Fossalta di Portogruaro,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Fossò,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Gisolera,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Mira,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Martellago,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Mirano,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Musile di Piave,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Noale,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Pianiga,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Pramaggiore,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Portogruaro,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Salzano,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Scorzè,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
S. Dona di Piave,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
S. Stino di Livenza,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
S. Michele del Quarto,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Stra,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Spinea,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Torre di Mosto,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Teglio Veneto,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Vigonovo,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Noventa di Piave,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Meolo,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
S. Michele al Tagliamento,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Jesolo,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Camponogara,Venezia - Riva del Vin 722 - 728,,C.A.R.L.,Comunali,",",70
Arsenale di Venezia,Venezia - Riva del Vin 722 - 728,Venezia,C.R.A.L.,Aziendali,",",70
AGIP,Venezia - Riva del Vin 722 - 728,Marghera,C.R.A.L.,Aziendali,Raffineria di Venezia,70
AGIP,Venezia - Riva del Vin 722 - 728,,Venezia,Aziendali,Filiale di Venezia,70
AGIP,"Venezia - Riva del Vin 722 - 728, Costiero n. 1",,Marghera,Aziendali,CIP,70
AGIP,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",,Marghera,Aziendali,CIP,70
ACMIL,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",Venezia,C.R.A.L.,Aziendali,",",70
Assicurazioni Generali,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",Venezia,C.R.A.L.,Aziendali,",",70
S.A.E Breda,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",Marghera,C.R.A.L.,Aziendali,",",70
Cassa di Risparmio,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",,C.R.A.L.,Aziendali,",",70
Circolo Ferroviari,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",Venezia,C.R.A.L.,Aziendali,",",70
Circolo Ferroviari,"Venezia - Riva del Vin 722 - 728, Costiero n. 1, Costiero n. 2",Mestre,C.R.A.L.,Aziendali,",",70
