Provincia,Section,Role_or_Profession,Name,Address,page
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Gasparinetti Napoleone,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Ceschel Emer,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Cesaro Cesare,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Cesaro Ca-lo,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Cesaro Carlotta,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Fiorin Amelia Prima ved. Perazza,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Masetto Caterina,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Biade, coloniali ed affini, Marchetto Dante,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Bottiglierie e bar, Gasparinetti Napoleone,,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Bottiglierie e bar, Cesaro Cesare,,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Bottiglierie e bar, Fiorin Amelia ved. Pe-razza,,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Calzature, Pavan Giuseppe,,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Cantiere per riparazione barche, Crosara Dante, località Portogruaro,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Carrozzai, Pavan Antonio,,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Cereali, farine e granaglie, Zanon Antonio,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Cereali, farine e granaglie, Gasparinetti Ermengildo,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Cereali, farine e granaglie, Ceschel Carlo,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Cereali, farine e granaglie, De Stal-ies Giovanni,
S. MICHELE DEL QUARTO, COMMERCIO E INDUSTRIA, Elettricità (Produzione di), Cellina. Società italiana per l'utilizzazione delle forze idrauliche del Veneto, Sottosezione di S. Michele del Quarto,
