Name,Address,Location,Category,Additional Info,Profession,Role,page
Colussi Emilio dei F.lli Gino,S. Croce 756, Aldo,Castello 2158,San Marco 3727 | Gildo,panificio,", ,",372
Colussi Emilio,"S. Croce 756, S. Marco 4579",trattoria,panificio,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Emilio,"S. Croce 756, S. Marco 4579, S. Marco 4647",trattoria,pasticceria,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Eugenio & Figli,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A",trattoria,vini (grossista),Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Eugenio,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705",trattoria,osteria,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Gino,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505",trattoria,mobili (negozio),Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Giovanni,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505, San Cassiano 1828",trattoria,fabbro ferraio e meccanico,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Guido,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505, San Cassiano 1828, S. Angelo 3835",trattoria,Castello 2158,ingegnere,Vendita e Mobilizzi,", ,",372
Colussi Mansueto,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505, San Cassiano 1828, S. Angelo 3835, Cannaregio 2945",trattoria,osteria,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Colussi Senestre e Ettore F.lli,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505, San Cassiano 1828, S. Angelo 3835, Cannaregio 2945, D. Duro 1192",trattoria,pasticceria,Fondata nel 1877,Vendita e Mobilizzi,", ,",372
Combustibili e Aglomerati Soc. a,"S. Croce 756, S. Marco 4579, S. Marco 4647, Cannaregio 1697-A, Cannaregio 1705, Cannaregio numero 4505, San Cassiano 1828, S. Angelo 3835, Cannaregio 2945, D. Duro 1192, San Marco,1505",automologerie e autorimesse,"Mestre, Piazza 27 ottobre",combustibili liquidi ed affini | r. l.,Vendita e Mobilizzi,",",372
