Name,Address,Location,Category,Additional Info,page,location_cleaned
Arti Grafiche Gasparoni,S. Antonin 5065 F.,Marghera,Tipografie,Arti Grafiche,302,False
Arti Grafiche Bertoni S. B.,"S. Croce, Corte Canal 648",,Tipografie,"Lavori tipografici correnti e di lusso commerciali e non commerciali in nero e a colori - Largo assortimento di caratteri, Rapida esecuzione tipografica di racolte, di testi e di pubblicazioni d’ogni specie, Preventivi gratuiti, A richiesta, incaricato a domicilio dei clienti.",302,True
Arti Poligrafiche Esperia,S. Antonin 3579 A,Marghera,Tipografie,Arti Poligrafiche,302,False
Baroni Andrea,S. Marco 1994,,Tipografie,"stoffe ecc.,",302,True
Battanoli Erminio,Piazza 28 Ottobre 57,Mestre,Tipografie,"stoffe ecc.,",302,False
Berotti Carlo,Zattere 60-61,,Tipografie,"stoffe ecc.,",302,True
Callegari Vittorio di Carmine Nicoletti,Castello 5165,,Tipografie,"stoffe ecc.,",302,True
Demin Luigia,San Polo 2394,,Tipografie,"stoffe ecc.,",302,True
Dorigo Francesco,Cannaregio 4466,,Tipografie,"stoffe ecc.,",302,True
Fantoni S. A.,Cannaregio 4244,,Tipografie,"stoffe ecc.,",302,True
Fasan Erminia,Cannaregio 4855 A,,Tipografie,"stoffe ecc.,",302,True
Ferrari Carlo di Pasquale Ferrari,S. Marco 5001,Marghera,Tipografie,"stoffe ecc.,",302,False
Garzia Francesco,S. Luca 4390,,Tipografie,"stoffe ecc.,",302,True
Gasparoni Nino (ditta),S. Luca 4390,,Tipografie,S. Lorenzo,302,True
Industrie Poligrafiche Venete Om massini e Pascon,Giudecca 318,,Tipografie,"stoffe ecc.,",302,True
Magrini Giovanni (ditta),S. Croce 2124,,Tipografie,"stoffe ecc.,",302,True
Mello Virginio (Ditta),"San Polo, 2210",,Tipografie,"Tipografia, Cartotecnica, Carta colori e cancelleria",302,True
Monico Cornelio,Castello 6825,,Tipografie,"stoffe ecc.,",302,True
Monico Emilio,San Marco 4127,,Tipografie,"stoffe ecc.,",302,True
Parpagiolo Luigia,Cann. 327-A,,Tipografie,"stoffe ecc.,",302,True
Pellizzato Alberto,S. Marco 818,,Tipografie,"stoffe ecc.,",302,True
Piacenzio Ubaldo,S. Marco 818,,Tipografie,"stoffe ecc.,",302,True
Pietroboni F.lli,"S. Francesco della Vigna, 3080A",Marghera,Tipografie,Forniture Complete,302,False
Rizzi di Venier eredi,S. Marco 1080,,Tipografie,"stoffe ecc.,",302,True
Salvagno Luigi,SS. Filippo e Giacomo 4392,Marghera,Tipografie,"stoffe ecc.,",302,False
Sartori Giovanni,S. Polo 951,,Tipografie,"stoffe ecc.,",302,True
Scarabellin S. A.,S. Beneto 3882,Marghera,Tipografie,"stoffe ecc.,",302,False
Scatolificio Toso Fernando,Cann. 461,,Tipografie,"stoffe ecc.,",302,True
Stamperia già Zanetti,S Lorenzo 5063,Marghera,Tipografie,"stoffe ecc.,",302,False
Tipografia A mena,S Lorenzo 5063,Marghera,Tipografie,Isola di S. Lazzaro,302,False
Soc. Editoriale «San Marco»,S. Marco 5016,,Tipografie,"stoffe ecc.,",302,True
Spalmach Umberto,Cannaregio 6389,Marghera,Tipografie,"stoffe ecc.,",302,False
Tipografia Artigiana di Giuliano Tabacco,"Rialto, Riva del Carbon 4643",Marghera,Tipografie,"stoffe ecc.,",302,False
Tipografia Commerciale,S. Lio 5644,,Tipografie,"stoffe ecc.,",302,True
Tipografia e Libreria Emiliana Editrice,Dorsoduro 909,,Tipografie,"stoffe ecc.,",302,True
Tipografia Fraelli Caretto,V. Piave 88,Mestre,Tipografie,"stoffe ecc.,",302,False
Tipografia Marciana di Grossi Guido,Castello 5269,,Tipografie,"stoffe ecc.,",302,True
Tipografia San Marco di Maria Cavagnis Larese,San Lorenzo 5065 D,Marghera,Tipografie,"stoffe ecc.,",302,False
Unione Tipografica Mestrina,Mestre Piazzeta C. Battisti 12,Marghera,Tipografie,"stoffe ecc.,",302,False
Valentino Virgilio,Via Rosa,Mestre,Tipografie,"stoffe ecc.,",302,False
Vedovato Danilo,Via Rosa,Porto Marghera,Tipografie,"stoffe ecc.,",302,False
Vidotti Antonio,Santa M. Formosa 6240,,Tipografie,"stoffe ecc.,",302,True
Visentin Lorenzo,Via Fratelli Bandiera,Porto Marghera,Tipografie,"stoffe ecc.,",302,False
Canovi Newton,S. Rocco 3070,Torba,Tipografie,"stoffe ecc.,",302,False
Tobiera Carlo Franchini S. A.,S. Croce 2149,Torba,Tipografie,"stoffe ecc.,",302,False
Callegari Ermanno,Castello 5184,Category: Tornitori in legno,Tipografie,"stoffe ecc.,",302,False
Costanzi Ermenegildo,Cann. 2362,Category: Tornitori in legno,Tipografie,"stoffe ecc.,",302,False
"I.T.M.A., Società Anonima Industria Torroni",Cann. 2362,,Torroni,"Marmellate, Affini, Via dell’Elettricità, 4. Ronzinella Mogliano Veneto.",302,True
