Name,Address,Location,Category,Additional Info,page
Negozio e Sport,"pt. Rialto, 5392-34",Lido,Articoli da Viaggio,PELLESTRINA,149
Righini F.lli G. B. e Righini Maurizio,S. Marco 186-82-89,Lido,Articoli da Viaggio,PELLESTRINA,149
S.A.F.F.A.,"Deposito di Venezia, San Giobbe 451",Lido,Articoli da Viaggio,PELLESTRINA,149
S. A. Elettro-Lux,S. Luca 4571,Lido,Aspirapolvere,PELLESTRINA,149
Agostini Arturo fu Giacinto,S. Marco 1341,Lido,Assicurazioni,PELLESTRINA,149
Ambrosi Dott. Augusto,Campo Manin 4023,Lido,Assicurazioni,PELLESTRINA,149
Baldan Umberto,"S. Marco, 5110",Lido,Assicurazioni,PELLESTRINA,149
Baldini Iginio,S. Moisé 2061,Lido,Assicurazioni,PELLESTRINA,149
Bettini Gino,San Marco,Lido,Assicurazioni,PELLESTRINA,149
Dal Collo Antonio fu Domenico,San Marco 4382 A,Lido,Assicurazioni,PELLESTRINA,149
De Perini rag Angelo e Enzo,Cannaregio 3971,Lido,Assicurazioni,PELLESTRINA,149
De Spirti Giuseppe fu Angelo,"S. Marco, numero 4037",Lido,Assicurazioni,PELLESTRINA,149
Falciai cav. Giovanni,S. Vio 620,Lido,Assicurazioni,PELLESTRINA,149
Fumegalli Silvio,Mestre v. C. Battisti 6,Lido,Assicurazioni,PELLESTRINA,149
Gemelaro Giuseppe,San Marco 1957-A,Lido,Assicurazioni,PELLESTRINA,149
Janna Girolamo,"Mestre, Via Rosa 22",Lido,Assicurazioni,PELLESTRINA,149
Longobardi L. e F.,S. Marco 1757,Lido,Assicurazioni,PELLESTRINA,149
Marangoni Domenico,S. Marco 2382-A,Lido,Assicurazioni,PELLESTRINA,149
Moratti Angelo fu Armando,S. Marco numero 5369,Lido,Assicurazioni,PELLESTRINA,149
Nardini Maria iu Fabbri,S. Marco numero 5369,Lido,Assicurazioni,Mestre,149
Pivato Marcello,"Riva del Carbon, Palazzo Bembo, 4792",Lido,Rappresentante Procuratore Riunione Adriatica di Sicurtà e dell'Assicuratrice Italiana,PELLESTRINA,149
