Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Ferrucci e C.,San Marco numero 111,,Oggetti artistici,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferragamo Giuseppina,San Marco numero 111,,Calzature,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,True
Procuratoe Excelsior,San Marco numero 111,,Favaro Veneto Centro,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrazzati Marino,San Marco 279-280,,Caffè,Aterscazi,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Giusti,Cannaregio 2883,,Metalli usati,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrante Luigi,Mestre Piazza Barche Garage Reale,,Autotrasporti,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrarese Attilio,Castello 2934A,,Fabbro Ferrario e Une-celnino,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrarese Didaco,Via G. Bruno 2,Meotu,Sarto da uomo,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrarese Oreste,Via Meetrina 95,,Sarto da uomo,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,True
Ferrarese cav. uff. don Tullio,Via Meetrina 95,S. Polo,Purroco San Polo Apostolo,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrarese Mario,Via San Dona 179A,Carpenedo,Calzature,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Carlo,"S. Marco 368.4982-5001.5361, Cannaregio 3882A",,Tipografia; Cartoleria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Emma,Cannaregio 1994,,Perle,Lavorazione e commercio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Ettore,San Marco 3396,,Alimentari (dett.); Latteria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari avv. Ferruccio,Zattere 289,,Avvocato,Photography Studio,Vice Pres. Società Canottieri Bucintoro,",",391,False
Ferrari F.lli,S. Felice 3783,,Impresa edile,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari dir. Giorgio,S. Felice 3783,,Favaro Veneto Centro,Direttore Agrario,Biblioteca Marciana,",",391,False
Ferrari Giovanni,"S. Felice 3783, Salute 334",,Avvocato,avv.,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Giuseppe,S. Fantin 2351,,Avvocato,avv.,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari comm. dr. prof. Luigi,"S. Felice 3783, Salute 334, S. Fantin 2351",,Favaro Veneto Centro,Soprintendente Bibliografico,Biblioteca Marciana,",",391,False
Ferrari Plinio,S. Marco 4548,,Bar,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Primo & Camata Narciso,Cannaregio 6096A,,Impresa edile,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Teresa,Cannaregio 3616,,Carbone e legna (dettaglio),Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrari Ferruccio,S. Marco 1322,,Avvocato,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrara Giulia,Dorsoduro 183-E,,Alimentari (dett.),Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferraro Luigi,Dorsoduro 1737-D,,Mobili,Fabbriche,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferraro Pietro,"Dorsoduro 1737-D, S. Trovasso 2032",,Avvocato,avv.,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrazzotto Matteo Enrico,"Calle Rovereto, Case Popolari, Deputato dell' Amministrazione della Provincia",,Amministrazione della Provincia,Photography Studio,Deputato,",",391,False
Ferrero,San Marco 741.43,,Confezioni,Abiti confezionati,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferretti Antonio,Cannaregio 4493,,Rappresentanze di prodotti chimici,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferretti Antonio,San Marco 220,,Mobili (negozio); Cartoleria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferretto Alfredo,Carpenedo Via San Donà,,Tabaccheria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferretto don Luigi,Carpenedo Via San Donà,Lio Piccolo,Cappellano curato,Santa Maria ad Nives,parroco S. Maria del Rosario (Gesuitati),",",391,False
Feria Filomena,Cannaregio 1383,,Osteria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Forlanis dott. Milio,"Via Canibiadi 1754,Cannaregio S. Canalono 5004",,Specialista,Malattie Lattanti e Bambi,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferighié Gemma,Lido Viale S. M. Elisabetta 79,,Ottica (commerciale),Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrigotto Ruggero,Via Carducci 7,Mestre,Carbone e legna,Grossisti,Combustibili solidi e liquidi,",",391,False
Ferrigotto Umberto,Santa Croce 1002,,Macelleria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro d. Alessandro,S. Marco numero 1893,,Pediatra,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Angelica e Trattoria Piave,SS. Apostoli 4430,,Trattoria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Angelo,S. Marco 4882-34,,Cappelleria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Annibale,S. Polo 1060,,Lingerie e maglie-ig.,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Antonio,S. Croce 2048,,Bottiglieria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Attilio,S. Croce 2048,,Favaro Veneto Centro,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,True
Ferro Clara,S. Polo 2198,,Tappezziere,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro & C.,Cannaregio 3687,,Specialità veneziane,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Eugenio & C.,Murano fnd. Navagero 75,,Vetri artistici,Ditta,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Francesco,"Murano fnd. Navagero 75, S. Luca 4007",,Avvocato,avv.,parroco S. Maria del Rosario (Gesuitati),",",391,True
Ferro Galliano,"Murano fnd. Navagero 75, S. Luca 4007",,Favaro Veneto Centro,Consigliere Municipale,parroco S. Maria del Rosario (Gesuitati),",",391,True
Ferro Giannino,Via G. Pepe 8,Mestre,Sarto da uomo,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Letizia,Via Saccagnan 181,Treporti,Macchine agricole,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Luigi,Via Saccagnan 181,,Murano fdno. Vetraí,Trattoria,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Luigi,Via Da Mula 2,Maghera,Autotrasporti,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Luigi,Via Vivarini 2,Murano,Vetrai d. lume,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Marco di Minetto Elena,S. Marco 5097,,Mod.; Pellicerie,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Tullio,Murano fdno. V etrai 8,,Vetrarie artistiche,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Ing. Umberto,S. Fosca numero 2253,,Impresa edile,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferro Virginio,S. Marco 571,,Bottiglieria,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrobrtòn 8 soc. An. italiana,Calle dei Rifformati 3143,,Imprese Generali di Costruzioni,Direzione,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferronato Maddalena,D. Duro numero 2606,Mestre,Ostetrica,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferronato Massimo,Dorsoduro 2606,,Aromi per dolci,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferronato Primo,Via Marnin numero 5,Mestre,Tessuti,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferronato Primo,Via Mafin 5,Mestre,Mercerie,Filati e affini,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferroni Franco,S. Marco 1341,,Spedizioni e trasporti,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferusaci cav. Ferruccio,Dorsoduro 1369,,Antichità belle arti,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferruccio T.,S. Marco 873,,Pietra artificiale,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Ferrucci di Donadino,S. Marco numero 1418,,Oggetti artistici,Photography Studio,parroco S. Maria del Rosario (Gesuitati),",",391,False
Fuzzusi S. A.,"S. Marco, calle del Tagliapietra 4899",,Fotografa,Ottica,Articoli Tecnici,",",391,False
Officina Riparazioni,2288,,Favaro Veneto Centro,Riparazioni macchine per scrivere,parroco S. Maria del Rosario (Gesuitati),",",391,False
