Name,Address,Location,Role,Profession,Additional Info,page
Sig. Bertuzzi,Sottoportejo San Silvestro 1103,,Vice Console onorario,Consolati,,71
Comm. Pietro Parisi,"Sede S. Toma 2879, Cancelleria: S. Chiara 511",,Console onorario,Consolati,,71
,"Sede S. Toma 2879, Cancelleria: S. Chiara 511",null specific location,Section Title,Consolati,specifically none for this empty address,71
,"Sede S. Toma 2879, Cancelleria: S. Chiara 511",null specific location,Section Title,Consolati,specifically none for this empty address,71
specific no address for this section,"Sede S. Toma 2879, Cancelleria: S. Chiara 511",,Section Title,Consolati,"null specific value""",71
SIG Hubert Elie,"Campo S. Vio, Palazzo Cini",,Consigliere d’Ambasciata con funzioni di Console,Consolati,,71
,Cannaregio 5101,,Section Title,Consolati,,71
,Cannaregio 5101,null specific suburb,name,Consolati,cannot determine location,71
Cav. Uff. Giulio Boccolini,Calle del Remedio 4421,,Vice Console,Console N. N.,,71
Dott. Armando Malafante,Dorsoduro 3121,,Section Title,Consolati,,71
Conte Giorgio Viola di Campalto,"S. Marcuola, Palazzo Vendramin",,Console onorario,Consolati,,71
Mariano Fortuny,Calle Larga S. Marco 410,,Console onorario,Consolati,,71
,Dorsoduro 3909-A,,Section Title,Consolati,,71
Silvano Callegari,Campo S. Luca 4557,,Console onorario,Consolati,Cura anche gli interessi dell’Ungheria e dell’Islanda.,71
Ferdinando Imhof,Campo S. Maria Formosa 6123,,Console onorario,Consolati,"Cura anche gli interessi del Lichtenstein,",71
Carlo Rittchen,Edm. Misericordia 2591,,Direttore Consolare,Consolati,Dipendená del Consolato di Svezia e comprende anche i Consolati di Trieste e Fiume,71
,Edm. Misericordia 2591, Villa delle Maravegie,Section Title,Consolati,S. Trovao,71
,"Edm. Misericordia 2591, Via A. Appiani 19",,Milano,Altri Consolati aventi giurisdizione sulla Regione Veneta,Belgio,71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5",,Milano,Altri Consolati aventi giurisdizione sulla Regione Veneta,Cecoslovacchia,71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9",,Roma,Ambasciata del Cile,Cile,71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17",,int. 5 (Lep' Segai),Columbia,"Genova, , ",71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",,Roma,Legazione di Columbia,,71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",Grand Hotel, vie delle Terme,Roma,"Legazione di Cuba, , ",71
Skips,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",empty location,clearly separated columns,name,Romaily (spelling preserved) cannot spread organically. | no,71
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",,Presso Consolato Gran Bretagna,Britain,Milano,71
,Via Casareggio 5,Genova,Prof. comm. Carlos Arteta,Equatore,,71
,Via Palestro 14,Milano,Section Title,Gran Bretagna,,71
,Via Palestro 14,,Presso Consolato degli Stati Uniti,Haiti,Milano,71
,Via Palestro 14,Jugoslavia,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,Milano,71
Sig. Victor Bruck,Via G. Melchiori 11,Roma,Section Title,Lussemburgo,,71
,Via del Mare 19,Roma,Legazione di Norvegia,Altri Consolati aventi giurisdizione sulla Regione Veneta,,71
,Via del Mare 19,Milano,(spelling preserved),name,Genova,71
,Via XX Settembre 23,Genova,Cons. Gen. Don Antonio Piesso Panizzo,Perù,,71
,Via XX Settembre 23,Presso Consolato degli Stati Uniti,S. Salvador,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,71
,Via XX Settembre 23,Genova,(relationship for Alfredo Perito),Paraguay,,71
Sig. José Scarrone,Via XX Settembre 23, Via Balbi,Genova,Altri Consolati aventi giurisdizione sulla Regione Veneta,"Uruguay, , | Hotel Principe",71
,Via Case Rotte 5,Milano,Section Title,U.S.A.,,71
,Via Case Rotte 5,Legazione degli Stati Uniti d'America,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,71
,Via Case Rotte 5,Grand Hotel of a location unknown,Venezuela,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,71
,Via Case Rotte 5,D’alessandro,Santo Domingo,via Boccaccio 45,Genova,71
Dott. Armando Malafante,"Dorsoduro, Rio Terrà Canal 3121",,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,,71
Giorgio Guetta,Calle Larga San Marco,,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,,71
