Name,Address,Location,Category,Additional Info,page
Bortoli Ettore,S. Marco 4511,Murano,Materiale elettrico ed idraulico,Category: Materiali da costruzione,245
Bortoli Ettore,Cannaregio n. 5530,Murano,Materiale elettrico ed idraulico,Category: Materiali da costruzione,245
Bortoli Ettore,Cannaregio n. 5530,Murano,Materiale elettrico ed idraulico,Viale S. M. Elisabetta 31 | Lido,245
Fanello Adolfo,Castello 5966,Murano,Materiale elettrico ed idraulico,Category: Materiali da costruzione,245
Levorato Leonida,Castello 5966,Mestre,Materiale elettrico ed idraulico,Piazzetta Matter 10,245
Pugiotto Giuseppe,S. Polo 3031,Murano,Materiale elettrico ed idraulico,Category: Materiali da costruzione,245
Elettromeccanica Fantini,S. Polo 3031,Materiale elettromeccanico,"Via F. Lippi, 32",Milano,245
Luigi Sagher,Castello,Murano,Materiale elettromeccanico,"Agente: Luigi Sagher, Venezia, S. Lio 5885, Tel. 26-594",245
F.I.A.T.,S Marco 181A,Murano,Materiale ferroviario,Ufficio di Venezia,245
Aguilar Foto,Strada Nuova 4302-4306-4460,Murano,Materiale fotografico,Tutto per la Fotografia,245
Ferruzzi S. A.,"S. Marco, calle del Tagliapietra 4889",Murano,Materiale fotografico,"Fotografia, Ottica, Articoli Tenoli, Stab. e Amm., Tel. 22-462",245
Ferruzzi S. A.,"S. Marco, Mercerie, 710",Murano,Materiale fotografico,Tel. 23-085,245
Ferruzzi S. A.,"S. Marco, Piazza, 141",Murano,Materiale fotografico,Tel. 22-605,245
Ferruzzi S. A.,"S. Marco, Piazza, 141",Murano,Materiale fotografico,Gran Viale | Lido,245
Marturano Bruno,"Ponte SS. Apostoli, via 22 Marzo 2402 (interno)",Murano,Materiale fotografico,"Meccanufficio, apparecchi fotografici e affini Iafirrproduttori, Fotositii, ecc.",245
Sambin,"Castello, Bragora, 3913",Murano,Materiale fotografico,"Lavori Fotografici, Fotomateriale, Tel., 24-811",245
Mozetti Giorgio (ditta),Castello 4501,Murano,Materiale fotografico,Category: Materiali da costruzione,245
Negra Bruno,S. Marco 4539,Murano,Materiale fotografico,Category: Materiali da costruzione,245
Paoletti Guglielmo,S. Croce 432,Murano,Materiale fotografico,Category: Materiali da costruzione,245
Zago Fratelli,S. Croce 432,Murano,Materiale fotografico,"Fotoindustria, Campiello Melloni | S. Polo",245
Orsoni A.,S. Giobbe 1045a,Murano,Materiale per mosaici,Tel. 92-055,245
G. Galletti,Santa Maria Formosa,Murano,Materiali plastici,"Lavorati in Plexiglas, Portaisignette, Astucci, Articoli da Scrittolo, Tutta la Lavorazione Industriale col Plexiglas, Calle Cioogna 6112, Tel. 27-379",245
Cornetti Cesare,S. Marco 284,Murano,Materiali radio elettrici,Category: Materiali da costruzione,245
S. A. Cinemecanica,Dorsoduro 3598,Murano,Materiali radio elettrici,Category: Materiali da costruzione,245
